star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
1.82275927e+02,6.79999954,-2.08549021e-09,3.56243247,3.66146884,1.98095572,-3.84509848,6.43091210e-05,5.71570625,-4.12961328,-1,-1.0
1.90175951e+02,6.79999953,-2.05879785e-09,3.55924379,3.66161782,1.97906341,-3.84509848,6.41491163e-05,5.71758514,-4.12397852,-1,-0.9999693366966278
1.98397870e+02,6.79999951,-2.03265917e-09,3.55597780,3.66177542,1.97711521,-3.84509848,6.40216483e-05,5.71951904,-4.11817815,-1,-0.9999374239838819
2.06961589e+02,6.79999949,-2.00615188e-09,3.55259508,3.66193285,1.97510900,-3.84509848,6.38859836e-05,5.72151066,-4.11220566,-1,-0.9999041846021165
2.15893815e+02,6.79999947,-1.98108467e-09,3.54910512,3.66209348,1.97304275,-3.84509848,6.38051538e-05,5.72356164,-4.10605338,-1,-0.9998695148902743
2.25228258e+02,6.79999946,-1.95831413e-09,3.54549414,3.66225499,1.97091425,-3.84509848,6.38049875e-05,5.72567412,-4.09971774,-1,-0.9998332840057201
2.27824099e+02,6.79999945,-1.94658458e-09,3.57801465,3.67099582,1.96969284,-3.84509848,1.03859163e-04,5.72636071,-4.09768283,-1,-0.9998232084591029
2.30010489e+02,6.79999945,-1.93552267e-09,3.61272837,3.68025739,1.96852656,-3.84509848,1.46344445e-04,5.72696067,-4.09590915,-1,-0.9998147221633829
2.36275117e+02,6.79999943,-2.51091771e-09,3.62685047,3.68478331,1.96653576,-3.84509848,2.18478324e-04,5.72866927,-4.09080179,-1,-0.999790406517142
2.46464628e+02,6.79999941,-2.40328159e-09,3.62248022,3.68506433,1.96378861,-3.84509847,2.12815314e-04,5.73140117,-4.08260795,-1,-0.9997508567553935
2.57086275e+02,6.79999938,-2.30917817e-09,3.61802978,3.68535920,1.96097365,-3.84509847,2.08231712e-04,5.73420040,-4.07421075,-1,-0.9997096296927577
2.68187597e+02,6.79999936,-2.22576941e-09,3.61346519,3.68566141,1.95808693,-3.84509847,2.04472684e-04,5.73707072,-4.06559822,-1,-0.9996665408104557
2.79742051e+02,6.79999933,-2.17830119e-09,3.60882474,3.68597874,1.95513203,-3.84509847,2.04007132e-04,5.74000833,-4.05678496,-1,-0.9996216931329928
2.91774591e+02,6.79999931,-2.13959178e-09,3.60405175,3.68629806,1.95210690,-3.84509847,2.04342895e-04,5.74301606,-4.04776186,-1,-0.9995749898034386
3.04358333e+02,6.79999928,-2.10074220e-09,3.59914926,3.68662380,1.94900418,-3.84509847,2.04682432e-04,5.74610067,-4.03850769,-1,-0.9995261470279605
3.17465151e+02,6.79999925,-2.06161286e-09,3.59413415,3.68695683,1.94583057,-3.84509847,2.05018486e-04,5.74925549,-4.02904279,-1,-0.9994752739753499
3.31122374e+02,6.79999922,-2.02228551e-09,3.58900863,3.68729836,1.94258475,-3.84509847,2.05361793e-04,5.75248203,-4.01936354,-1,-0.9994222645703063
3.45358652e+02,6.79999920,-1.98277685e-09,3.58377618,3.68764979,1.93926566,-3.84509847,2.05715051e-04,5.75578097,-4.00946651,-1,-0.9993670076101748
3.60211761e+02,6.79999917,-1.94321366e-09,3.57841136,3.68800552,1.93587180,-3.84509847,2.06059191e-04,5.75915417,-3.99934693,-1,-0.9993093564704711
3.75706402e+02,6.79999914,-1.90362543e-09,3.57292326,3.68836770,1.93240339,-3.84509847,2.06403145e-04,5.76260107,-3.98900621,-1,-0.9992492152762639
3.91856951e+02,6.79999911,-1.86376617e-09,3.56731569,3.68873660,1.92886180,-3.84509847,2.06718465e-04,5.76612056,-3.97844913,-1,-0.9991865282282734
