star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
4.89468799e+02,1.91999988,-2.62047412e-10,2.63445876,3.68958502,1.46073649,-3.84509847,1.15442186e-04,5.71318903,-3.10076874,-1,-1.0
5.13805741e+02,1.91999987,-2.58596377e-10,2.63027757,3.68983088,1.45815418,-3.84509847,1.15748846e-04,5.71567513,-3.09332772,-1,-0.9999942326665556
5.39288962e+02,1.91999986,-2.54873047e-10,2.62596698,3.69008384,1.45549296,-3.84509847,1.15966549e-04,5.71823761,-3.08566064,-1,-0.9999881936895658
5.66001969e+02,1.91999986,-2.50875462e-10,2.62152046,3.69034438,1.45274862,-3.84509847,1.16091211e-04,5.72088034,-3.07775248,-1,-0.9999818632796618
5.94009959e+02,1.91999985,-2.46714443e-10,2.61693437,3.69061268,1.44991898,-3.84509847,1.16169459e-04,5.72360549,-3.06959826,-1,-0.9999752259865525
6.23370690e+02,1.91999984,-2.42447252e-10,2.61220669,3.69088886,1.44700277,-3.84509847,1.16224265e-04,5.72641439,-3.06119369,-1,-0.9999682681228306
6.54138109e+02,1.91999983,-2.38104005e-10,2.60732484,3.69116992,1.44399974,-3.84509847,1.16259087e-04,5.72930739,-3.05253682,-1,-0.9999609769042135
6.86577821e+02,1.91999983,-2.33689851e-10,2.60230989,3.69146763,1.44089683,-3.84509847,1.16306224e-04,5.73229690,-3.04358971,-1,-0.9999532893880111
7.20573473e+02,1.91999982,-2.29229655e-10,2.59720264,3.69178721,1.43770406,-3.84509847,1.16392355e-04,5.73537299,-3.03438455,-1,-0.9999452331473896
7.56156053e+02,1.91999981,-2.24711616e-10,2.59188388,3.69209778,1.43442353,-3.84509847,1.16416392e-04,5.73853422,-3.02492175,-1,-0.9999368008388576
7.93490138e+02,1.91999980,-2.20214230e-10,2.58641231,3.69241658,1.43105014,-3.84509847,1.16467911e-04,5.74178565,-3.01518977,-1,-0.9999279534611948
8.32770003e+02,1.91999979,-2.15668415e-10,2.58077836,3.69274422,1.42757790,-3.84509847,1.16509546e-04,5.74513298,-3.00517031,-1,-0.9999186449753914
8.73826590e+02,1.91999979,-2.11085615e-10,2.57502292,3.69308338,1.42402185,-3.84509847,1.16550926e-04,5.74856128,-2.99490614,-1,-0.9999089154445688
9.17025033e+02,1.91999978,-2.06470132e-10,2.56908241,3.69342765,1.42036305,-3.84509847,1.16573693e-04,5.75208904,-2.98434488,-1,-0.999898678339798
9.62252470e+02,1.91999977,-2.01846992e-10,2.56298913,3.69377923,1.41661325,-3.84509847,1.16596280e-04,5.75570514,-2.97351906,-1,-0.9998879604069529
1.00975611e+03,1.91999976,-1.97216091e-10,2.55673456,3.69413890,1.41276663,-3.84509847,1.16614485e-04,5.75941459,-2.96241205,-1,-0.999876703062801
1.05950134e+03,1.91999975,-1.92573808e-10,2.55032802,3.69450610,1.40882896,-3.84509847,1.16623721e-04,5.76321222,-2.95104126,-1,-0.9998649145098811
1.11180008e+03,1.91999974,-1.87930055e-10,2.54375592,3.69488132,1.40479248,-3.84509847,1.16624497e-04,5.76710612,-2.93938217,-1,-0.9998525208298412
1.16649980e+03,1.91999973,-1.83289338e-10,2.53703153,3.69526257,1.40066777,-3.84509847,1.16614071e-04,5.77108532,-2.92746706,-1,-0.9998395581690208
1.22401207e+03,1.91999972,-1.78641487e-10,2.53014339,3.69565229,1.39644426,-3.84509847,1.16585828e-04,5.77516116,-2.91525966,-1,-0.9998259289941545
1.28431807e+03,1.91999971,-1.74041448e-10,2.52316438,3.69606587,1.39212759,-3.84509847,1.16616843e-04,5.77932745,-2.90278091,-1,-0.9998116377651786
