star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
4.59324957e+03,3.79999974e-01,-4.86849390e-12,8.86443985e-01,3.59747834,7.70942468e-01,-2.34509847,2.17076454e-05,5.72121655,-1.70388944,-1
4.84507279e+03,3.79999972e-01,-4.78886869e-12,8.81816033e-01,3.59756263,7.68459900e-01,-2.34509847,2.15572017e-05,5.72352167,-1.69701093,-1
5.11060001e+03,3.79999971e-01,-4.70816039e-12,8.76961393e-01,3.59763591,7.65886027e-01,-2.34509847,2.14012620e-05,5.72591252,-1.68987554,-1
5.39088974e+03,3.79999970e-01,-4.62533620e-12,8.71920623e-01,3.59771019,7.63217085e-01,-2.34509847,2.12382755e-05,5.72839243,-1.68247359,-1
5.68647859e+03,3.79999969e-01,-4.54101556e-12,8.66691924e-01,3.59778486,7.60453397e-01,-2.34509847,2.10699450e-05,5.73096119,-1.67480628,-1
5.99803444e+03,3.79999967e-01,-4.45513588e-12,8.61284872e-01,3.59786272,7.57594142e-01,-2.34509847,2.08963243e-05,5.73361970,-1.66686993,-1
6.32621532e+03,3.79999966e-01,-4.36835354e-12,8.55720384e-01,3.59794920,7.54638954e-01,-2.34509847,2.07207675e-05,5.73636860,-1.65866476,-1
6.67182367e+03,3.79999964e-01,-4.28058263e-12,8.49930893e-01,3.59802770,7.51587200e-01,-2.34509847,2.05391184e-05,5.73920832,-1.65018706,-1
7.03619145e+03,3.79999963e-01,-4.19129012e-12,8.43937585e-01,3.59810520,7.48435546e-01,-2.34509847,2.03502773e-05,5.74214211,-1.64142824,-1
7.42145789e+03,3.79999961e-01,-4.10111016e-12,8.37733794e-01,3.59818296,7.45178132e-01,-2.34509847,2.01567581e-05,5.74517540,-1.63237111,-1
7.82697622e+03,3.79999959e-01,-4.01005242e-12,8.31333428e-01,3.59826071,7.41822445e-01,-2.34509847,1.99582654e-05,5.74830139,-1.62303560,-1
8.25374997e+03,3.79999958e-01,-3.91815728e-12,8.24734264e-01,3.59833820,7.38367882e-01,-2.34509847,1.97545704e-05,5.75152034,-1.61342227,-1
8.70509662e+03,3.79999956e-01,-3.82556188e-12,8.17916694e-01,3.59841527,7.34804959e-01,-2.34509847,1.95455155e-05,5.75484145,-1.60350204,-1
9.17991040e+03,3.79999954e-01,-3.73260198e-12,8.10903381e-01,3.59849289,7.31143061e-01,-2.34509847,1.93327033e-05,5.75825573,-1.59330163,-1
9.68120396e+03,3.79999952e-01,-3.63945647e-12,8.03733918e-01,3.59858453,7.27375055e-01,-2.34509847,1.91181309e-05,5.76177008,-1.58280146,-1
1.02083888e+04,3.79999951e-01,-3.54630703e-12,7.96302911e-01,3.59866006,7.23508496e-01,-2.34509847,1.88976823e-05,5.76537762,-1.57202095,-1
1.07658173e+04,3.79999949e-01,-3.45271142e-12,7.88648348e-01,3.59873394,7.19533453e-01,-2.34509847,1.86712427e-05,5.76908784,-1.56093307,-1
1.13517941e+04,3.79999947e-01,-3.35897296e-12,7.80789320e-01,3.59880528,7.15461243e-01,-2.34509847,1.84398610e-05,5.77289049,-1.54956775,-1
1.19697844e+04,3.79999945e-01,-3.26553685e-12,7.72746475e-01,3.59888228,7.11285832e-01,-2.34509847,1.82065448e-05,5.77679145,-1.53790914,-1
1.26220678e+04,3.79999943e-01,-3.17262115e-12,7.64441732e-01,3.59894775,7.07002518e-01,-2.34509847,1.79691009e-05,5.78074122,-1.52603648,-1
1.33087885e+04,3.79999940e-01,-3.07970839e-12,7.55941234e-01,3.59901309,7.02621598e-01,-2.34509847,1.77256030e-05,5.78480192,-1.51385307,-1
1.40321169e+04,3.79999938e-01,-2.98756256e-12,7.47229055e-01,3.59907545,6.98140777e-01,-2.34509847,1.74798922e-05,5.78896878,-1.50136778,-1
1.47942622e+04,3.79999936e-01,-2.89609911e-12,7.38319447e-01,3.59913480,6.93567281e-01,-2.34509847,1.72305702e-05,5.79325004,-1.48856744,-1
1.55978905e+04,3.79999934e-01,-2.80554047e-12,7.29217631e-01,3.59919771,6.88890545e-01,-2.34509847,1.69807260e-05,5.79762508,-1.47547924,-1
1.64450038e+04,3.79999931e-01,-2.71603519e-12,7.19917134e-01,3.59925635,6.84123010e-01,-2.34509847,1.67272497e-05,5.80209192,-1.46211882,-1
1.73374297e+04,3.79999929e-01,-2.62743291e-12,7.10376683e-01,3.59930399,6.79257522e-01,-2.34509847,1.64695653e-05,5.80664958,-1.44848077,-1
1.82776520e+04,3.79999927e-01,-2.54014437e-12,7.00637774e-01,3.59934550,6.74305036e-01,-2.34509847,1.62101798e-05,5.81129432,-1.43458411,-1
1.92681253e+04,3.79999924e-01,-2.45391438e-12,6.90689030e-01,3.59938125,6.69259162e-01,-2.34509847,1.59474435e-05,5.81602726,-1.42042111,-1
2.03120222e+04,3.79999922e-01,-2.36935376e-12,6.80620578e-01,3.59943046,6.64126513e-01,-2.34509847,1.56870169e-05,5.82084566,-1.40600303,-1
2.14120544e+04,3.79999919e-01,-2.28614636e-12,6.70303344e-01,3.59946166,6.58905513e-01,-2.34509847,1.54230537e-05,5.82574912,-1.39132815,-1
2.25709273e+04,3.79999917e-01,-2.20437952e-12,6.59784106e-01,3.59948622,6.53596768e-01,-2.34509847,1.51573763e-05,5.83073821,-1.37639431,-1
2.37918920e+04,3.79999914e-01,-2.12407019e-12,6.49064049e-01,3.59949884,6.48211503e-01,-2.34509847,1.48883996e-05,5.83580243,-1.36123527,-1
2.50773592e+04,3.79999911e-01,-2.04552182e-12,6.38162043e-01,3.59950583,6.42746520e-01,-2.34509847,1.46193098e-05,5.84094419,-1.34584521,-1
2.64311715e+04,3.79999909e-01,-1.96864911e-12,6.27077564e-01,3.59950443,6.37207066e-01,-2.34509847,1.43490575e-05,5.84615918,-1.33023950,-1
2.78593607e+04,3.79999906e-01,-1.89352840e-12,6.15810039e-01,3.59949641,6.31589347e-01,-2.34509847,1.40781252e-05,5.85145028,-1.31440422,-1
2.93623749e+04,3.79999903e-01,-1.82049913e-12,6.04425312e-01,3.59949510,6.25899611e-01,-2.34509847,1.38105968e-05,5.85681164,-1.29835415,-1
3.09455209e+04,3.79999900e-01,-1.74926099e-12,5.92850754e-01,3.59948162,6.20139284e-01,-2.34509847,1.35427190e-05,5.86224243,-1.28209414,-1
3.26142381e+04,3.79999898e-01,-1.67978032e-12,5.81077548e-01,3.59945212,6.14311677e-01,-2.34509847,1.32725954e-05,5.86774020,-1.26562596,-1
3.43695433e+04,3.79999895e-01,-1.61212793e-12,5.69131741e-01,3.59940954,6.08423936e-01,-2.34509847,1.30019854e-05,5.87329762,-1.24897602,-1
3.62214374e+04,3.79999892e-01,-1.54654036e-12,5.57023565e-01,3.59935742,6.02474099e-01,-2.34509847,1.27326791e-05,5.87891673,-1.23214106,-1
3.81691209e+04,3.79999889e-01,-1.48283501e-12,5.44766791e-01,3.59929616,5.96468224e-01,-2.34509847,1.24641330e-05,5.88459203,-1.21513604,-1
4.02233477e+04,3.79999886e-01,-1.42119598e-12,5.32389199e-01,3.59923363,5.90404482e-01,-2.34509847,1.21987510e-05,5.89032492,-1.19795702,-1
4.23843886e+04,3.79999883e-01,-1.36133518e-12,5.19818678e-01,3.59914715,5.84292194e-01,-2.34509847,1.19314773e-05,5.89610700,-1.18062998,-1
4.46621793e+04,3.79999880e-01,-1.30345869e-12,5.07131360e-01,3.59905679,5.78129251e-01,-2.34509847,1.16668741e-05,5.90194047,-1.16315160,-1
4.70610632e+04,3.79999877e-01,-1.24762634e-12,4.94339889e-01,3.59896289,5.71921321e-01,-2.34509847,1.14058606e-05,5.90782007,-1.14553222,-1
4.95866817e+04,3.79999874e-01,-1.19370231e-12,4.81381436e-01,3.59884633,5.65675203e-01,-2.34509847,1.11450864e-05,5.91373864,-1.12779346,-1
5.22474334e+04,3.79999871e-01,-1.14167203e-12,4.68308482e-01,3.59871901,5.59393366e-01,-2.34509847,1.08862251e-05,5.91969436,-1.10993948,-1
5.50492301e+04,3.79999868e-01,-1.09154062e-12,4.55116275e-01,3.59857662,5.53082046e-01,-2.34509847,1.06292185e-05,5.92568117,-1.09198790,-1
5.80006631e+04,3.79999865e-01,-1.04330570e-12,4.41841196e-01,3.59842629,5.46745164e-01,-2.34509847,1.03754026e-05,5.93169563,-1.07395358,-1
6.11097497e+04,3.79999861e-01,-9.96999729e-13,4.28479248e-01,3.59826361,5.40389557e-01,-2.34509847,1.01251165e-05,5.93773152,-1.05585565,-1
6.43836899e+04,3.79999858e-01,-9.52586377e-13,4.15051995e-01,3.59808872,5.34025701e-01,-2.34509847,9.87847431e-06,5.94377840,-1.03772419,-1
6.78319143e+04,3.79999855e-01,-9.09965327e-13,4.01554963e-01,3.59789719,5.27660252e-01,-2.34509847,9.63414405e-06,5.94982976,-1.01957685,-1
7.14670309e+04,3.79999852e-01,-8.69275516e-13,3.88043182e-01,3.59769727,5.21304200e-01,-2.34509847,9.39485317e-06,5.95587506,-1.00144370,-1
7.52945320e+04,3.79999849e-01,-8.30333943e-13,3.74504285e-01,3.59747941,5.14970482e-01,-2.34509847,9.15854010e-06,5.96190167,-9.83362285e-01,-1
7.93271633e+04,3.79999845e-01,-7.93305399e-13,3.60998855e-01,3.59724963,5.08677318e-01,-2.34509847,8.92767016e-06,5.96789241,-9.65388105e-01,-1
8.35793643e+04,3.79999842e-01,-7.58180928e-13,3.47596914e-01,3.59701346,5.02448696e-01,-2.34509847,8.70307313e-06,5.97382482,-9.47588562e-01,-1
8.80617864e+04,3.79999839e-01,-7.25004205e-13,3.34325574e-01,3.59676963,4.96300686e-01,-2.34509847,8.48562973e-06,5.97968345,-9.30008785e-01,-1
9.27852702e+04,3.79999836e-01,-6.93713404e-13,3.21234129e-01,3.59651565,4.90262912e-01,-2.34509847,8.27483210e-06,5.98543994,-9.12734982e-01,-1
9.77712237e+04,3.79999832e-01,-6.64435978e-13,3.08455275e-01,3.59626711,4.84370564e-01,-2.34509847,8.07366842e-06,5.99106085,-8.95865771e-01,-1
1.03028771e+05,3.79999829e-01,-6.37101581e-13,2.95985644e-01,3.59600843,4.78653122e-01,-2.34509847,7.88053120e-06,5.99651714,-8.79488595e-01,-1
1.08579646e+05,3.79999825e-01,-6.11841837e-13,2.83984094e-01,3.59575685,4.73155502e-01,-2.34509847,7.69843987e-06,6.00176609,-8.63730556e-01,-1
1.14438341e+05,3.79999822e-01,-5.88592993e-13,2.72488615e-01,3.59550423,4.67913000e-01,-2.34509847,7.52671510e-06,6.00677357,-8.48699077e-01,-1
1.20628835e+05,3.79999818e-01,-5.67423898e-13,2.61635632e-01,3.59526315,4.62968675e-01,-2.34509847,7.36730582e-06,6.01149818,-8.34517417e-01,-1
