star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
1.92892653e+02,8.99999939,-2.59833948e-09,3.67234240,3.63517103,2.08850629,-2.34509848,1.01434612e-04,5.72316593,-4.32117502,-1
2.01026239e+02,8.99999937,-2.57054984e-09,3.66962552,3.63541933,2.08665126,-2.34509848,1.01196287e-04,5.72500899,-4.31564376,-1
2.09463265e+02,8.99999935,-2.54232836e-09,3.66674259,3.63565096,2.08474652,-2.34509848,1.00951301e-04,5.72690215,-4.30996316,-1
2.18234527e+02,8.99999932,-2.51337722e-09,3.66373265,3.63587794,2.08278759,-2.34509848,1.00689650e-04,5.72884949,-4.30411982,-1
2.27367344e+02,8.99999930,-2.48400781e-09,3.66077083,3.63614457,2.08077343,-2.34509848,1.00428453e-04,5.73085049,-4.29811519,-1
2.36872186e+02,8.99999928,-2.45512406e-09,3.65793763,3.63647079,2.07870438,-2.34509848,1.00206119e-04,5.73290403,-4.29195300,-1
2.46771290e+02,8.99999925,-2.42688053e-09,3.65469941,3.63672979,2.07656728,-2.34509848,1.00018920e-04,5.73502779,-4.28557835,-1
2.57088606e+02,8.99999923,-2.39548147e-09,3.65165562,3.63707149,2.07436199,-2.34509848,9.98883193e-05,5.73721537,-4.27901407,-1
2.67312909e+02,8.99999920,-2.36649456e-09,3.66028427,3.64048393,2.07185143,-2.34509848,1.18323435e-04,5.73941849,-4.27241091,-1
2.78466473e+02,8.99999918,-2.39756667e-09,3.65753553,3.64100019,2.06944455,-2.34509848,1.22349989e-04,5.74179262,-4.26528774,-1
2.90143574e+02,8.99999915,-2.36311169e-09,3.65397511,3.64134310,2.06697850,-2.34509848,1.21947065e-04,5.74424363,-4.25793112,-1
3.02285538e+02,8.99999912,-2.33231960e-09,3.65016222,3.64165292,2.06445241,-2.34509848,1.21748099e-04,5.74675554,-4.25039281,-1
3.14920812e+02,8.99999909,-2.29959546e-09,3.64638927,3.64200564,2.06186050,-2.34509848,1.21464316e-04,5.74933180,-4.24266115,-1
3.28067913e+02,8.99999906,-2.26594616e-09,3.64240454,3.64233774,2.05920395,-2.34509848,1.21146945e-04,5.75197309,-4.23473423,-1
3.41769843e+02,8.99999903,-2.23109960e-09,3.63826534,3.64266512,2.05647958,-2.34509848,1.20778251e-04,5.75468181,-4.22660435,-1
3.56079175e+02,8.99999900,-2.19591828e-09,3.63415806,3.64303776,2.05368066,-2.34509848,1.20404463e-04,5.75746350,-4.21825623,-1
3.70969875e+02,8.99999897,-2.16012287e-09,3.62980980,3.64338331,2.05081544,-2.34509848,1.20006311e-04,5.76031164,-4.20970812,-1
3.86462503e+02,8.99999894,-2.12396479e-09,3.62535499,3.64373590,2.04788285,-2.34509848,1.19596821e-04,5.76322650,-4.20095932,-1
4.02575342e+02,8.99999890,-2.08750043e-09,3.62090767,3.64412471,2.04488156,-2.34509848,1.19178290e-04,5.76620861,-4.19200982,-1
4.19376401e+02,8.99999887,-2.05073259e-09,3.61623843,3.64449388,2.04180860,-2.34509848,1.18747892e-04,5.76926226,-4.18284370,-1
4.36902972e+02,8.99999883,-2.01375222e-09,3.61139628,3.64485601,2.03866327,-2.34509848,1.18309122e-04,5.77238785,-4.17346222,-1
4.55117440e+02,8.99999880,-1.97631666e-09,3.60679184,3.64531311,2.03544685,-2.34509848,1.17852406e-04,5.77558140,-4.16387709,-1
