star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
1.38829731e+02,1.39999880e+01,-7.37844765e-08,4.01856899,3.63304705,2.26586754,-2.34509852,1.61208065e-03,5.71208839,-4.64617823,-1
1.44412120e+02,1.39999876e+01,-7.28456211e-08,4.01594497,3.63327732,2.26409499,-2.34509854,1.60430426e-03,5.71383541,-4.64074251,-1
1.50209449e+02,1.39999872e+01,-7.19521443e-08,4.01324297,3.63351334,2.26227197,-2.34509855,1.59768536e-03,5.71562800,-4.63514373,-1
1.56242949e+02,1.39999868e+01,-7.11219285e-08,4.01042356,3.63375540,2.26037814,-2.34509856,1.59277340e-03,5.71748623,-4.62931522,-1
1.62520122e+02,1.39999863e+01,-7.02803809e-08,4.00752582,3.63400635,2.25842736,-2.34509857,1.58780830e-03,5.71939516,-4.62330067,-1
1.69004369e+02,1.39999859e+01,-6.93997920e-08,4.00601062,3.63463999,2.25640248,-2.34509859,1.61648738e-03,5.72133626,-4.61717121,-1
1.75751405e+02,1.39999854e+01,-6.87670249e-08,4.00402154,3.63517726,2.25433340,-2.34509860,1.64267539e-03,5.72332750,-4.61086500,-1
1.82794262e+02,1.39999849e+01,-6.80395153e-08,4.00088804,3.63544661,2.25222795,-2.34509861,1.64142700e-03,5.72537710,-4.60434690,-1
1.90117146e+02,1.39999844e+01,-6.70910816e-08,3.99766887,3.63572651,2.25005858,-2.34509862,1.63444130e-03,5.72748372,-4.59761499,-1
1.97734658e+02,1.39999839e+01,-6.61427665e-08,3.99435448,3.63601552,2.24782334,-2.34509864,1.62772932e-03,5.72964813,-4.59066198,-1
2.05657767e+02,1.39999834e+01,-6.51715991e-08,3.99095600,3.63630813,2.24553889,-2.34509865,1.62048435e-03,5.73185435,-4.58354108,-1
2.13897229e+02,1.39999829e+01,-6.41833019e-08,3.98746179,3.63660976,2.24318852,-2.34509866,1.61293614e-03,5.73411798,-4.57619267,-1
2.22464251e+02,1.39999824e+01,-6.31777559e-08,3.98387098,3.63692205,2.24076855,-2.34509867,1.60511858e-03,5.73644121,-4.56860357,-1
2.31371823e+02,1.39999818e+01,-6.21528855e-08,3.98019972,3.63723863,2.23829975,-2.34509868,1.59681948e-03,5.73880463,-4.56084357,-1
2.40632095e+02,1.39999812e+01,-6.11314430e-08,3.97644521,3.63756085,2.23577805,-2.34509869,1.58860515e-03,5.74121259,-4.55289441,-1
2.50255878e+02,1.39999807e+01,-6.01107904e-08,3.97260524,3.63789027,2.23319923,-2.34509871,1.58043737e-03,5.74366877,-4.54474026,-1
2.60254050e+02,1.39999801e+01,-5.90784662e-08,3.96868524,3.63822983,2.23056011,-2.34509872,1.57201147e-03,5.74617537,-4.53636863,-1
2.70672354e+02,1.39999795e+01,-5.80410058e-08,3.96463857,3.63857120,2.22785403,-2.34509873,1.56350018e-03,5.74873856,-4.52774921,-1
2.81511091e+02,1.39999788e+01,-5.69908815e-08,3.96050293,3.63893001,2.22506859,-2.34509874,1.55480096e-03,5.75137034,-4.51884405,-1
2.92769749e+02,1.39999782e+01,-5.59396114e-08,3.95628602,3.63929167,2.22223683,-2.34509876,1.54590806e-03,5.75403901,-4.50975971,-1
3.04456370e+02,1.39999776e+01,-5.48960312e-08,3.95199274,3.63966254,2.21934845,-2.34509877,1.53716591e-03,5.75675552,-4.50045783,-1
3.16624051e+02,1.39999769e+01,-5.38373972e-08,3.94759810,3.64003854,2.21639913,-2.34509878,1.52795130e-03,5.75952398,-4.49091731,-1
3.29290274e+02,1.39999762e+01,-5.27820973e-08,3.94310914,3.64042265,2.21338642,-2.34509879,1.51876971e-03,5.76234659,-4.48113007,-1
3.42424352e+02,1.39999756e+01,-5.17283281e-08,3.93853623,3.64081434,2.21031659,-2.34509881,1.50953755e-03,5.76521855,-4.47111585,-1
3.56103982e+02,1.39999749e+01,-5.06844460e-08,3.93386131,3.64121492,2.20717798,-2.34509886,1.50048885e-03,5.76815008,-4.46082570,-1
3.70322935e+02,1.39999742e+01,-4.96192321e-08,3.92907623,3.64162501,2.20396526,-2.34509890,1.49080401e-03,5.77114637,-4.45023625,-1
