star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
7.61842555e+02,1.67999989,-1.30575905e-10,2.33048263,3.64272759,1.40246328,-2.34509905,6.17401375e-05,5.72096510,-2.97412761,-1
8.01231204e+02,1.67999988,-1.28799205e-10,2.32675175,3.64298299,1.40008705,-2.34509905,6.15731829e-05,5.72323185,-2.96734689,-1
8.42622600e+02,1.67999988,-1.26959900e-10,2.32295726,3.64326556,1.39762466,-2.34509905,6.13903764e-05,5.72558100,-2.96032043,-1
8.86101174e+02,1.67999987,-1.25073619e-10,2.31895098,3.64353850,1.39507565,-2.34509905,6.11963391e-05,5.72801316,-2.95304489,-1
9.31867217e+02,1.67999987,-1.23126433e-10,2.31479033,3.64381894,1.39243443,-2.34509905,6.09844192e-05,5.73053373,-2.94550430,-1
9.80036653e+02,1.67999986,-1.21161636e-10,2.31047756,3.64410815,1.38969963,-2.34509905,6.07754527e-05,5.73314415,-2.93769416,-1
1.03067184e+03,1.67999986,-1.19155324e-10,2.30601269,3.64440573,1.38687203,-2.34509905,6.05561077e-05,5.73584354,-2.92961726,-1
1.08387326e+03,1.67999985,-1.17107872e-10,2.30140213,3.64471370,1.38395083,-2.34509905,6.03259911e-05,5.73863262,-2.92127153,-1
1.13975018e+03,1.67999984,-1.15021890e-10,2.29684590,3.64508346,1.38093318,-2.34509905,6.00875686e-05,5.74151376,-2.91264936,-1
1.19836819e+03,1.67999984,-1.12963624e-10,2.29203735,3.64543730,1.37782123,-2.34509905,5.98710656e-05,5.74448580,-2.90375464,-1
1.26020587e+03,1.67999983,-1.10815970e-10,2.28696098,3.64577694,1.37460377,-2.34509905,5.96142911e-05,5.74755944,-2.89455522,-1
1.32519605e+03,1.67999982,-1.08674612e-10,2.28169544,3.64611867,1.37128753,-2.34509905,5.93666538e-05,5.75072848,-2.88507080,-1
1.39326963e+03,1.67999982,-1.06487106e-10,2.27628626,3.64647125,1.36787777,-2.34509905,5.90989795e-05,5.75398764,-2.87531657,-1
1.46518331e+03,1.67999981,-1.04295150e-10,2.27079666,3.64685990,1.36435568,-2.34509905,5.88344784e-05,5.75735465,-2.86523796,-1
