star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
8.25008731e+02,1.59999989,-1.17643974e-10,2.28596965,3.64266247,1.38033704,-2.34509897,6.00724758e-05,5.72247173,-2.92799301,-1,-1.0
8.67502476e+02,1.59999989,-1.15988930e-10,2.28214874,3.64291899,1.37791354,-2.34509897,5.98953154e-05,5.72478091,-2.92108393,-1,-0.9999958739054046
9.12140792e+02,1.59999988,-1.14285768e-10,2.27816769,3.64317834,1.37540431,-2.34509897,5.97048301e-05,5.72717276,-2.91392967,-1,-0.9999915395753898
9.59062461e+02,1.59999988,-1.12518506e-10,2.27406701,3.64345222,1.37280621,-2.34509897,5.94931472e-05,5.72964939,-2.90652041,-1,-0.9999869835343802
1.00848325e+03,1.59999987,-1.10734636e-10,2.27014050,3.64381838,1.37011065,-2.34509897,5.92878324e-05,5.73221879,-2.89883385,-1,-0.9999821848316442
1.06042320e+03,1.59999986,-1.08977505e-10,2.26577443,3.64412015,1.36732407,-2.34509897,5.91045957e-05,5.73487618,-2.89088471,-1,-0.9999771415212234
1.11499399e+03,1.59999986,-1.07121017e-10,2.26123711,3.64442559,1.36444452,-2.34509897,5.88773609e-05,5.73762313,-2.88266749,-1,-0.9999718427592129
1.17228303e+03,1.59999985,-1.05269537e-10,2.25655052,3.64473991,1.36147260,-2.34509897,5.86616193e-05,5.74045839,-2.87418482,-1,-0.9999662800582009
1.23239773e+03,1.59999985,-1.03390212e-10,2.25181436,3.64508874,1.35840685,-2.34509897,5.84400321e-05,5.74338342,-2.86543306,-1,-0.9999604429887975
1.29572673e+03,1.59999984,-1.01485829e-10,2.24684261,3.64542973,1.35523900,-2.34509897,5.82116782e-05,5.74640651,-2.85638560,-1,-0.9999542938144982
1.36237952e+03,1.59999983,-9.95424824e-11,2.24168193,3.64577419,1.35196973,-2.34509897,5.79676148e-05,5.74952715,-2.84704673,-1,-0.9999478219039479
1.43220768e+03,1.59999983,-9.75693218e-11,2.23635510,3.64612367,1.34860736,-2.34509897,5.77109192e-05,5.75273736,-2.83744004,-1,-0.9999410416685607
1.50574121e+03,1.59999982,-9.55733668e-11,2.23085856,3.64648299,1.34514046,-2.34509897,5.74451679e-05,5.75604796,-2.82753144,-1,-0.9999339016459359
1.58303262e+03,1.59999981,-9.35770395e-11,2.22524662,3.64686446,1.34157155,-2.34509897,5.71828250e-05,5.75945672,-2.81732844,-1,-0.9999263967374117
1.66412836e+03,1.59999980,-9.15614604e-11,2.21949132,3.64725958,1.33790366,-2.34509897,5.69109274e-05,5.76296046,-2.80684077,-1,-0.9999185224327458
1.74955164e+03,1.59999980,-8.95581586e-11,2.21373670,3.64771009,1.33412533,-2.34509897,5.66503185e-05,5.76657024,-2.79603533,-1,-0.9999102279288387
