star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
2.35958449e+02,2.19999708e+01,-1.06349105e-07,3.58853055,2.37856293,-1.34509873,6.38455403e-01,5.25064649e-05,5.78946590,-4.67937930,-1,-1.0
2.44496476e+02,2.19999699e+01,-1.05295330e-07,3.58876144,2.37698855,-1.34509876,6.38455407e-01,5.25064649e-05,5.79103131,-4.67319228,-1,-0.9997931777603636
2.53258251e+02,2.19999690e+01,-1.04232237e-07,3.58899665,2.37538744,-1.34509878,6.38455411e-01,5.25064649e-05,5.79262774,-4.66687592,-1,-0.999580935525865
2.62268237e+02,2.19999680e+01,-1.03158897e-07,3.58923662,2.37375678,-1.34509880,6.38455413e-01,5.25064648e-05,5.79425855,-4.66041622,-1,-0.9993626807131767
2.71726144e+02,2.19999671e+01,-1.02069408e-07,3.58948515,2.37207513,-1.34509881,6.38455414e-01,5.25064648e-05,5.79594998,-4.65370113,-1,-0.9991335756157096
2.81478644e+02,2.19999661e+01,-1.00969724e-07,3.58973871,2.37036132,-1.34509881,6.38455415e-01,5.25064648e-05,5.79768046,-4.64682264,-1,-0.9988973343983822
2.91532828e+02,2.19999651e+01,-9.98599801e-08,3.58999757,2.36861518,-1.34509881,6.38455415e-01,5.25064648e-05,5.79945064,-4.63977717,-1,-0.9986537852912412
3.01940747e+02,2.19999641e+01,-9.87390658e-08,3.59026292,2.36683220,-1.34509882,6.38455415e-01,5.25064648e-05,5.80126691,-4.63253645,-1,-0.998401667428703
3.12805390e+02,2.19999630e+01,-9.76077700e-08,3.59053581,2.36500389,-1.34509882,6.38455416e-01,5.25064648e-05,5.80314163,-4.62504930,-1,-0.998138486040531
3.24023453e+02,2.19999619e+01,-9.64687407e-08,3.59081439,2.36314203,-1.34509882,6.38455416e-01,5.25064648e-05,5.80506062,-4.61737451,-1,-0.9978667435274139
3.35616080e+02,2.19999608e+01,-9.53223107e-08,3.59109888,2.36124576,-1.34509882,6.38455416e-01,5.25064648e-05,5.80702598,-4.60950447,-1,-0.9975859277043426
3.47603908e+02,2.19999597e+01,-9.41690902e-08,3.59138953,2.35931454,-1.34509882,6.38455416e-01,5.25064648e-05,5.80903959,-4.60143104,-1,-0.9972955386677027
3.60007189e+02,2.19999585e+01,-9.30098436e-08,3.59168663,2.35734799,-1.34509882,6.38455417e-01,5.25064648e-05,5.81110307,-4.59314268,-1,-0.9969950858399875
3.72929439e+02,2.19999574e+01,-9.18438836e-08,3.59199132,2.35533953,-1.34509883,6.38455417e-01,5.25064648e-05,5.81322813,-4.58459684,-1,-0.9966820616850931
3.86297128e+02,2.19999561e+01,-9.06737118e-08,3.59230252,2.35329719,-1.34509883,6.38455417e-01,5.25064648e-05,5.81540458,-4.57582970,-1,-0.996358247368537
4.00129697e+02,2.19999549e+01,-8.95005312e-08,3.59262012,2.35122119,-1.34509887,6.38455424e-01,5.25064647e-05,5.81763415,-4.56683721,-1,-0.9960231719581987
4.14447308e+02,2.19999536e+01,-8.83250528e-08,3.59294418,2.34911189,-1.34509891,6.38455429e-01,5.25064647e-05,5.81991841,-4.55761143,-1,-0.9956763470567007
4.29270253e+02,2.19999524e+01,-8.71486673e-08,3.59327474,2.34696988,-1.34509892,6.38455430e-01,5.25064647e-05,5.82225891,-4.54814687,-1,-0.9953172811175901
