star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
2.04427748e+03,1.27999991,-3.66408901e-11,3.59037482,1.24884932,-1.34509847,6.38455367e-01,5.25064653e-05,5.79783719,-2.61829410,-1,-1.0
2.14852865e+03,1.27999991,-3.61443889e-11,3.59064087,1.24651917,-1.34509847,6.38455367e-01,5.25064653e-05,5.80003667,-2.61170932,-1,-0.9999963827394076
2.25793821e+03,1.27999991,-3.56377445e-11,3.59091071,1.24410719,-1.34509847,6.38455367e-01,5.25064653e-05,5.80231353,-2.60489377,-1,-0.9999925864953
2.37280515e+03,1.27999990,-3.51191306e-11,3.59119109,1.24161064,-1.34509847,6.38455367e-01,5.25064653e-05,5.80467069,-2.59783409,-1,-0.9999886008934556
2.49341673e+03,1.27999990,-3.45906295e-11,3.59147911,1.23902755,-1.34509847,6.38455367e-01,5.25064654e-05,5.80711041,-2.59052865,-1,-0.9999844159666551
2.62005512e+03,1.27999989,-3.40515316e-11,3.59177736,1.23635644,-1.34509847,6.38455367e-01,5.25064654e-05,5.80963389,-2.58297135,-1,-0.9999800219242896
2.75319125e+03,1.27999989,-3.35029745e-11,3.59209783,1.23359303,-1.34509847,6.38455367e-01,5.25064654e-05,5.81224480,-2.57515126,-1,-0.9999754024262402
2.89339355e+03,1.27999988,-3.29478061e-11,3.59241300,1.23073325,-1.34509847,6.38455367e-01,5.25064654e-05,5.81494779,-2.56705506,-1,-0.999970537749376
3.04061180e+03,1.27999988,-3.23797138e-11,3.59273968,1.22778081,-1.34509847,6.38455367e-01,5.25064655e-05,5.81773882,-2.55869372,-1,-0.9999654296362085
3.19510269e+03,1.27999988,-3.18042145e-11,3.59307271,1.22473577,-1.34509847,6.38455367e-01,5.25064655e-05,5.82061787,-2.55006922,-1,-0.9999600691802224
3.35712253e+03,1.27999987,-3.12201904e-11,3.59340880,1.22159828,-1.34509847,6.38455367e-01,5.25064656e-05,5.82358506,-2.54117942,-1,-0.9999544474880878
3.52725154e+03,1.27999986,-3.06278434e-11,3.59378430,1.21836372,-1.34509847,6.38455367e-01,5.25064657e-05,5.82664443,-2.53201205,-1,-0.9999485444275898
3.70671518e+03,1.27999986,-3.00359286e-11,3.59414625,1.21502295,-1.34509847,6.38455367e-01,5.25064658e-05,5.82980490,-2.52253932,-1,-0.999942317478264
3.89464416e+03,1.27999985,-2.94324080e-11,3.59452296,1.21158944,-1.34509847,6.38455367e-01,5.25064660e-05,5.83305365,-2.51280179,-1,-0.9999357968023472
4.09202186e+03,1.27999985,-2.88265074e-11,3.59494798,1.20805487,-1.34509847,6.38455367e-01,5.25064662e-05,5.83639832,-2.50277291,-1,-0.9999289482789586
4.29977424e+03,1.27999984,-2.82226525e-11,3.59533757,1.20441628,-1.34509847,6.38455367e-01,5.25064665e-05,5.83984274,-2.49244454,-1,-0.9999217397795513
4.51726266e+03,1.27999984,-2.76039868e-11,3.59575717,1.20068319,-1.34509847,6.38455367e-01,5.25064668e-05,5.84337772,-2.48184163,-1,-0.9999141934633713
4.74656974e+03,1.27999983,-2.69895112e-11,3.59618055,1.19684079,-1.34509847,6.38455367e-01,5.25064674e-05,5.84701730,-2.47092502,-1,-0.9999062370685985
4.98670481e+03,1.27999982,-2.63700130e-11,3.59661859,1.19290266,-1.34509847,6.38455367e-01,5.25064680e-05,5.85074867,-2.45973160,-1,-0.9998979049690588
5.23925634e+03,1.27999982,-2.57493574e-11,3.59704449,1.18886062,-1.34509847,6.38455367e-01,5.25064689e-05,5.85458004,-2.44823840,-1,-0.9998891420487289
5.50455065e+03,1.27999981,-2.51219943e-11,3.59748901,1.18471857,-1.34509847,6.38455367e-01,5.25064701e-05,5.85846730,-2.43652852,-1,-0.9998799369851027
5.78266376e+03,1.27999980,-2.45035101e-11,3.59795855,1.18047850,-1.34509847,6.38455367e-01,5.25064719e-05,5.86243226,-2.42456617,-1,-0.9998702871404724
6.07518161e+03,1.27999980,-2.38817827e-11,3.59842453,1.17613201,-1.34509847,6.38455367e-01,5.25064747e-05,5.86655542,-2.41219407,-1,-0.9998601374865992
