star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
7.25417801e+01,6.99965762e+01,-4.04623046e-05,5.87063071,3.95981662,2.53835926,-2.34509848,1.33213807e+02,6.49049695,-3.02696343,-1,-1.0
7.46568746e+01,6.99964938e+01,-3.98986712e-05,5.86968689,3.96188756,2.53374547,-2.34509848,1.33204805e+02,6.49186063,-3.02317299,-1,-0.9998154315654811
7.67719691e+01,6.99964114e+01,-3.93350378e-05,5.86874308,3.96395851,2.52913168,-2.34509848,1.33195803e+02,6.49322430,-3.01938254,-1,-0.9996308631309623
7.89341178e+01,6.99963281e+01,-3.87860255e-05,5.86777712,3.96605358,2.52445856,-2.34509848,1.33198981e+02,6.49461062,-3.01552707,-1,-0.9994421886293
8.11987934e+01,6.99962426e+01,-3.82688711e-05,5.86676291,3.96820122,2.51965618,-2.34509848,1.33228697e+02,6.49604627,-3.01152994,-1,-0.999244567373992
8.34634690e+01,6.99961572e+01,-3.77517168e-05,5.86574870,3.97034886,2.51485379,-2.34509848,1.33258413e+02,6.49748192,-3.00753282,-1,-0.999046946118684
8.58656113e+01,6.99960691e+01,-3.72529581e-05,5.86467537,3.97256055,2.50989373,-2.34509848,1.33258169e+02,6.49898091,-3.00335018,-1,-0.998837329175421
8.82737337e+01,6.99959808e+01,-3.67549997e-05,5.86359946,3.97477504,2.50492681,-2.34509848,1.33256621e+02,6.50048265,-2.99915947,-1,-0.9986271903936796
9.08023736e+01,6.99958902e+01,-3.63216169e-05,5.86248397,3.97704221,2.49983472,-2.34509848,1.33422290e+02,6.50203611,-2.99481243,-1,-0.9984065349535539
9.33663643e+01,6.99957989e+01,-3.59071757e-05,5.86135688,3.97932484,2.49470591,-2.34509848,1.33637008e+02,6.50360475,-2.99041954,-1,-0.9981827947142313
9.59885253e+01,6.99957064e+01,-3.54910485e-05,5.86021457,3.98162757,2.48952929,-2.34509848,1.33816937e+02,6.50519731,-2.98595261,-1,-0.9979539783890854
9.87398772e+01,6.99956116e+01,-3.50711769e-05,5.85903848,3.98397494,2.48424652,-2.34509849,1.33919602e+02,6.50684303,-2.98132124,-1,-0.9977138885429846
1.01491229e+02,6.99955168e+01,-3.46513053e-05,5.85786239,3.98632230,2.47896374,-2.34509849,1.34022267e+02,6.50848875,-2.97668987,-1,-0.9974737987056101
1.04349507e+02,6.99954204e+01,-3.41446676e-05,5.85665587,3.98869847,2.47360815,-2.34509849,1.33731964e+02,6.51017924,-2.97191973,-1,-0.9972243782206721
1.07293019e+02,6.99953227e+01,-3.35688662e-05,5.85542509,3.99109758,2.46819453,-2.34509849,1.33128418e+02,6.51190541,-2.96703898,-1,-0.9969675200037804
1.10291580e+02,6.99952243e+01,-3.30115074e-05,5.85417984,3.99351085,2.46274537,-2.34509849,1.32570877e+02,6.51365345,-2.96208848,-1,-0.9967058580735076
1.13409053e+02,6.99951241e+01,-3.24939863e-05,5.85290331,3.99595468,2.45721944,-2.34509849,1.32112709e+02,6.51544873,-2.95698734,-1,-0.9964338195847948
1.16582124e+02,6.99950231e+01,-3.20089646e-05,5.85161832,3.99841308,2.45166015,-2.34509849,1.31768610e+02,6.51726453,-2.95181827,-1,-0.9961569294755882
1.19885219e+02,6.99949201e+01,-3.15999479e-05,5.85031355,4.00090555,2.44602282,-2.34509849,1.31691278e+02,6.51912835,-2.94649033,-1,-0.9958686931470379
1.23191712e+02,6.99948171e+01,-3.11779458e-05,5.84900835,4.00339874,2.44038385,-2.34509849,1.31556433e+02,6.52099338,-2.94115826,-1,-0.9955801603005113
1.26717887e+02,6.99947185e+01,-2.99160848e-05,5.84767619,4.00593815,2.43463894,-2.34509849,1.27701833e+02,6.52293725,-2.93555905,-1,-0.9952724574533858
1.30244062e+02,6.99946199e+01,-2.86542238e-05,5.84634403,4.00847756,2.42889404,-2.34509849,1.23847234e+02,6.52488113,-2.92995984,-1,-0.9949647546062603
