star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
7.53281738e+02,3.79999975,-2.96590808e-10,2.73807341,3.59285897,1.70599592,-1.34509847,1.20092363e-04,5.79725550,-3.53117189,-1,-1.0
7.89193723e+02,3.79999974,-2.92664910e-10,2.73484137,3.59315552,1.70378680,-1.34509847,1.20139328e-04,5.79937842,-3.52478563,-1,-0.9999847482146825
8.26842616e+02,3.79999972,-2.89147023e-10,2.73146880,3.59345484,1.70150188,-1.34509847,1.20373028e-04,5.80157463,-3.51817684,-1,-0.9999687587662163
8.66277452e+02,3.79999971,-2.85416398e-10,2.72799319,3.59376661,1.69914053,-1.34509847,1.20558664e-04,5.80384431,-3.51134327,-1,-0.9999520108294842
9.07566768e+02,3.79999970,-2.81552051e-10,2.72440640,3.59408935,1.69670165,-1.34509847,1.20723623e-04,5.80618869,-3.50428573,-1,-0.9999344752968886
9.50801773e+02,3.79999969,-2.77583206e-10,2.72100829,3.59450047,1.69418036,-1.34509847,1.21039884e-04,5.80861143,-3.49699114,-1,-0.9999161134320553
9.96057395e+02,3.79999968,-2.73721546e-10,2.71725817,3.59486336,1.69157952,-1.34509847,1.21312542e-04,5.81111204,-3.48946147,-1,-0.9998968934131354
1.04342668e+03,3.79999966,-2.69623316e-10,2.71328747,3.59521165,1.68889759,-1.34509847,1.21459726e-04,5.81369121,-3.48169438,-1,-0.9998767757235822
1.09313439e+03,3.79999965,-2.65393293e-10,2.70919244,3.59557243,1.68612850,-1.34509847,1.21580742e-04,5.81635472,-3.47367334,-1,-0.999855664907192
1.14524024e+03,3.79999964,-2.61107588e-10,2.70497764,3.59594671,1.68327254,-1.34509847,1.21709188e-04,5.81910216,-3.46539812,-1,-0.9998335356030618
1.19978934e+03,3.79999962,-2.56769453e-10,2.70067452,3.59634190,1.68033062,-1.34509847,1.21859014e-04,5.82193250,-3.45687389,-1,-0.9998103686530181
1.25687006e+03,3.79999961,-2.52417617e-10,2.69630318,3.59676340,1.67730195,-1.34509847,1.22057997e-04,5.82484628,-3.44809893,-1,-0.9997861265264074
1.31656620e+03,3.79999959,-2.48016428e-10,2.69178985,3.59719242,1.67418724,-1.34509847,1.22247683e-04,5.82784321,-3.43907326,-1,-0.9997607736334508
1.37901918e+03,3.79999958,-2.43587499e-10,2.68734502,3.59768364,1.67098239,-1.34509847,1.22547235e-04,5.83092647,-3.42978619,-1,-0.9997342499132109
1.44473101e+03,3.79999956,-2.39186402e-10,2.68249918,3.59812385,1.66767904,-1.34509847,1.22754410e-04,5.83410575,-3.42020775,-1,-0.999706342162526
1.51337076e+03,3.79999955,-2.34627873e-10,2.67756347,3.59858478,1.66428933,-1.34509847,1.22915784e-04,5.83736820,-3.41037901,-1,-0.9996771909270471
1.58506691e+03,3.79999953,-2.30058306e-10,2.67252015,3.59906228,1.66081266,-1.34509847,1.23094032e-04,5.84071471,-3.40029292,-1,-0.9996467416414425
1.66052303e+03,3.79999951,-2.25466225e-10,2.66732103,3.59955208,1.65723350,-1.34509847,1.23271148e-04,5.84416051,-3.38990728,-1,-0.9996146955002132
1.73920181e+03,3.79999950,-2.20829591e-10,2.66185696,3.60001700,1.65357163,-1.34509847,1.23360350e-04,5.84768695,-3.37927760,-1,-0.9995812806983969
1.82182388e+03,3.79999948,-2.16112626e-10,2.65633169,3.60051590,1.64981120,-1.34509847,1.23449928e-04,5.85130886,-3.36835768,-1,-0.9995461911851292
1.90813011e+03,3.79999946,-2.11443829e-10,2.65078067,3.60105311,1.64596127,-1.34509847,1.23617965e-04,5.85501740,-3.35717661,-1,-0.9995095370126704
1.99871598e+03,3.79999944,-2.06801216e-10,2.64498632,3.60157831,1.64201368,-1.34509847,1.23752815e-04,5.85882100,-3.34570972,-1,-0.9994710652812404
2.09324970e+03,3.79999942,-2.02101331e-10,2.63906767,3.60211582,1.63797935,-1.34509847,1.23850175e-04,5.86270848,-3.33398860,-1,-0.9994309169017312
2.19259618e+03,3.79999940,-1.97428635e-10,2.63301679,3.60267088,1.63384379,-1.34509847,1.23962269e-04,5.86669368,-3.32196934,-1,-0.999388724547702
2.29641913e+03,3.79999938,-1.92738556e-10,2.62679672,3.60322809,1.62961934,-1.34509847,1.24033302e-04,5.87076457,-3.30968758,-1,-0.9993446310411908
2.40497214e+03,3.79999936,-1.88059245e-10,2.62058630,3.60383375,1.62530280,-1.34509847,1.24161551e-04,5.87492400,-3.29713528,-1,-0.9992985286827695
2.51890875e+03,3.79999934,-1.83447185e-10,2.61409182,3.60441699,1.62088908,-1.34509847,1.24249170e-04,5.87917801,-3.28429284,-1,-0.9992501399146319
2.63809964e+03,3.79999932,-1.78807252e-10,2.60743204,3.60500391,1.61638535,-1.34509847,1.24280368e-04,5.88351952,-3.27118167,-1,-0.9991995196588569
2.76281413e+03,3.79999930,-1.74197788e-10,2.60074297,3.60562935,1.61178994,-1.34509847,1.24350832e-04,5.88795005,-3.25780068,-1,-0.9991465535355011
2.89331043e+03,3.79999928,-1.69610971e-10,2.59381375,3.60623909,1.60710584,-1.34509847,1.24355927e-04,5.89246720,-3.24415760,-1,-0.9990911318830268
3.02993914e+03,3.79999925,-1.65115210e-10,2.58693616,3.60690827,1.60232870,-1.34509847,1.24473763e-04,5.89707448,-3.23024045,-1,-0.999033105801953
3.17293255e+03,3.79999923,-1.60606553e-10,2.57971954,3.60753619,1.59746454,-1.34509847,1.24450018e-04,5.90176724,-3.21606376,-1,-0.9989723766389412
3.32270929e+03,3.79999921,-1.56163754e-10,2.57253216,3.60821710,1.59250904,-1.34509847,1.24500106e-04,5.90654897,-3.20161816,-1,-0.9989087666022352
3.47947583e+03,3.79999918,-1.51735278e-10,2.56516098,3.60889528,1.58746708,-1.34509847,1.24487071e-04,5.91141623,-3.18691391,-1,-0.9988421880042253
3.64351884e+03,3.79999916,-1.47387561e-10,2.55754140,3.60955270,1.58234244,-1.34509847,1.24431484e-04,5.91629387,-3.17209559,-1,-0.9987725190964398
3.81534047e+03,3.79999913,-1.43111074e-10,2.55000908,3.61027709,1.57712750,-1.34509847,1.24466874e-04,5.92133109,-3.15688322,-1,-0.998699546616259
3.99513734e+03,3.79999911,-1.38836390e-10,2.54212566,3.61095335,1.57183329,-1.34509847,1.24344616e-04,5.92643084,-3.14146977,-1,-0.9986231870593589
4.18332507e+03,3.79999908,-1.34631334e-10,2.53416510,3.61165070,1.56645831,-1.34509847,1.24230008e-04,5.93161951,-3.12580373,-1,-0.9985432639123273
4.38031104e+03,3.79999906,-1.30544283e-10,2.52627907,3.61240860,1.56099949,-1.34509847,1.24228205e-04,5.93689587,-3.10987890,-1,-0.998459604161272
4.58634908e+03,3.79999903,-1.26484452e-10,2.51807437,3.61312489,1.55546456,-1.34509847,1.24094804e-04,5.94225320,-3.09371815,-1,-0.9983721000048372
4.80191513e+03,3.79999900,-1.22511101e-10,2.50984671,3.61387434,1.54985183,-1.34509847,1.23998669e-04,5.94768693,-3.07732461,-1,-0.998280549311765
5.02764511e+03,3.79999898,-1.18604536e-10,2.50140464,3.61460828,1.54416291,-1.34509847,1.23843856e-04,5.95319879,-3.06069706,-1,-0.9981846820074463
5.26403880e+03,3.79999895,-1.14772084e-10,2.49306498,3.61540664,1.53839637,-1.34509847,1.23752782e-04,5.95878734,-3.04384165,-1,-0.9980842858357978
5.51118725e+03,3.79999892,-1.11051591e-10,2.48447810,3.61617893,1.53255834,-1.34509847,1.23636940e-04,5.96444814,-3.02677179,-1,-0.9979793221279727
5.76986432e+03,3.79999889,-1.07403397e-10,2.47585720,3.61697932,1.52664711,-1.34509847,1.23530323e-04,5.97018254,-3.00948666,-1,-0.9978694622263771
6.04074544e+03,3.79999886,-1.03793854e-10,2.46701674,3.61775943,1.52066667,-1.34509847,1.23320278e-04,5.97598753,-2.99199296,-1,-0.9977544192765426
6.32381602e+03,3.79999884,-1.00264995e-10,2.45798305,3.61852307,1.51462255,-1.34509847,1.23064780e-04,5.98185706,-2.97431037,-1,-0.9976341994748283
6.62052670e+03,3.79999881,-9.68237670e-11,2.44906926,3.61935208,1.50850762,-1.34509847,1.22876696e-04,5.98779801,-2.95641699,-1,-0.9975081867358283
6.93065449e+03,3.79999878,-9.34841176e-11,2.43990443,3.62014919,1.50233098,-1.34509847,1.22649352e-04,5.99380244,-2.93833670,-1,-0.9973764757631801
7.25542268e+03,3.79999875,-9.02047143e-11,2.43072254,3.62097404,1.49609034,-1.34509847,1.22404643e-04,5.99987128,-2.92006948,-1,-0.9972385470268031
