star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
6.31234097e+02,4.79999968,-4.43662481e-10,2.92520968,3.59214036,1.80100128,-1.34509847,1.33092380e-04,5.79766738,-3.71526072,-1,-1.0
6.60236300e+02,4.79999966,-4.43640931e-10,2.92213235,3.59244481,1.79885370,-1.34509847,1.34910915e-04,5.79974119,-3.70901388,-1,-0.9999769363612288
6.90494297e+02,4.79999965,-4.38335398e-10,2.91890476,3.59274542,1.79663868,-1.34509847,1.35145788e-04,5.80188046,-3.70256892,-1,-0.999952874068004
7.22167012e+02,4.79999964,-4.33037545e-10,2.91556876,3.59305535,1.79435084,-1.34509847,1.35422981e-04,5.80409022,-3.69591029,-1,-0.9999276867380049
7.55284748e+02,4.79999962,-4.27514681e-10,2.91213157,3.59337631,1.79199031,-1.34509847,1.35669306e-04,5.80637031,-3.68903878,-1,-0.99990135027315
7.89906856e+02,4.79999961,-4.21787579e-10,2.90877460,3.59375531,1.78955383,-1.34509847,1.35999526e-04,5.80872294,-3.68195120,-1,-0.9998738174752998
8.26090711e+02,4.79999959,-4.16084495e-10,2.90513745,3.59410123,1.78704342,-1.34509847,1.36272186e-04,5.81114769,-3.67464248,-1,-0.999845042717704
8.63910861e+02,4.79999958,-4.10092450e-10,2.90141995,3.59446546,1.78445620,-1.34509847,1.36502150e-04,5.81364684,-3.66711037,-1,-0.999814966716999
9.03435561e+02,4.79999956,-4.04022476e-10,2.89753132,3.59482534,1.78179213,-1.34509847,1.36703448e-04,5.81622039,-3.65935122,-1,-0.9997835351942509
9.44737408e+02,4.79999955,-3.97795502e-10,2.89352689,3.59519531,1.77904998,-1.34509847,1.36880908e-04,5.81886956,-3.65136372,-1,-0.9997506904176043
9.88009108e+02,4.79999953,-3.91487082e-10,2.88943840,3.59558640,1.77622356,-1.34509847,1.37082970e-04,5.82160052,-3.64312974,-1,-0.999716279140026
1.03328804e+03,4.79999951,-3.85116256e-10,2.88512817,3.59596292,1.77331540,-1.34509847,1.37232493e-04,5.82441071,-3.63465359,-1,-0.9996802716363342
1.08060131e+03,4.79999949,-3.78595043e-10,2.88079195,3.59637375,1.77032563,-1.34509847,1.37405415e-04,5.82729989,-3.62593955,-1,-0.9996426463508218
1.13001893e+03,4.79999948,-3.72122899e-10,2.87647079,3.59682981,1.76725293,-1.34509847,1.37697663e-04,5.83026910,-3.61698369,-1,-0.9996033476073224
1.18159797e+03,4.79999946,-3.65664108e-10,2.87191279,3.59726681,1.76409993,-1.34509847,1.37947549e-04,5.83331638,-3.60779029,-1,-0.9995623300216333
1.23557175e+03,4.79999944,-3.59030998e-10,2.86718384,3.59770395,1.76086116,-1.34509847,1.38125908e-04,5.83644747,-3.59834541,-1,-0.999519408048946
1.29213403e+03,4.79999942,-3.52329564e-10,2.86238034,3.59816767,1.75753198,-1.34509847,1.38326714e-04,5.83966623,-3.58863538,-1,-0.9994744276040468
1.35111121e+03,4.79999940,-3.45672912e-10,2.85750326,3.59865375,1.75412127,-1.34509847,1.38583514e-04,5.84296427,-3.57868517,-1,-0.999427526740162
1.41274713e+03,4.79999938,-3.38934357e-10,2.85237669,3.59911971,1.75062607,-1.34509847,1.38747972e-04,5.84634490,-3.56848549,-1,-0.9993785115465847
1.47733708e+03,4.79999935,-3.32126193e-10,2.84722546,3.59962571,1.74703846,-1.34509847,1.38952268e-04,5.84981522,-3.55801723,-1,-0.9993271471976403
1.54457799e+03,4.79999933,-3.25332715e-10,2.84185179,3.60011508,1.74337289,-1.34509847,1.39107005e-04,5.85336171,-3.54731778,-1,-0.999273674705951
1.61520281e+03,4.79999931,-3.18442829e-10,2.83639447,3.60063174,1.73961091,-1.34509847,1.39250633e-04,5.85700178,-3.53633528,-1,-0.9992175112022075
1.68870447e+03,4.79999929,-3.11696383e-10,2.83092920,3.60118657,1.73576861,-1.34509847,1.39513031e-04,5.86071954,-3.52511843,-1,-0.9991590599274776
1.76583314e+03,4.79999926,-3.04852318e-10,2.82512977,3.60170442,1.73183320,-1.34509847,1.39620246e-04,5.86452841,-3.51362220,-1,-0.9990977243184624
1.84617166e+03,4.79999924,-2.97938392e-10,2.81924247,3.60224010,1.72781818,-1.34509847,1.39698810e-04,5.86841474,-3.50188992,-1,-0.9990338361164286
1.93035164e+03,4.79999921,-2.91144719e-10,2.81333726,3.60281794,1.72370990,-1.34509847,1.39880912e-04,5.87239137,-3.48988307,-1,-0.9989668930414323
2.01826953e+03,4.79999919,-2.84342697e-10,2.80732953,3.60341289,1.71951615,-1.34509847,1.40051258e-04,5.87645105,-3.47762298,-1,-0.9988969774403144
2.10998697e+03,4.79999916,-2.77566179e-10,2.80104805,3.60398004,1.71524109,-1.34509847,1.40134529e-04,5.88059058,-3.46512114,-1,-0.9988240402946368
2.20608288e+03,4.79999914,-2.70808481e-10,2.79479735,3.60460096,1.71087390,-1.34509847,1.40282130e-04,5.88481916,-3.45234906,-1,-0.9987476212255189
2.30645013e+03,4.79999911,-2.64106002e-10,2.78825694,3.60519071,1.70642420,-1.34509847,1.40344218e-04,5.88912887,-3.43932927,-1,-0.9986678054267514
2.41128703e+03,4.79999908,-2.57418079e-10,2.78179637,3.60584327,1.70188879,-1.34509847,1.40479604e-04,5.89352125,-3.42605812,-1,-0.9985844351947903
2.52077338e+03,4.79999906,-2.50839234e-10,2.77504712,3.60646447,1.69727177,-1.34509847,1.40554291e-04,5.89799432,-3.41254201,-1,-0.9984973675459369
2.63519221e+03,4.79999903,-2.44308536e-10,2.76828812,3.60712583,1.69256955,-1.34509847,1.40668385e-04,5.90255083,-3.39877636,-1,-0.9984063774041279
2.75491800e+03,4.79999900,-2.37757653e-10,2.76141534,3.60780112,1.68778259,-1.34509847,1.40724286e-04,5.90719077,-3.38475634,-1,-0.9983111669688324
2.87999040e+03,4.79999897,-2.31380032e-10,2.75440909,3.60848392,1.68291385,-1.34509847,1.40823866e-04,5.91191258,-3.37049382,-1,-0.9982117047088844
3.01062664e+03,4.79999894,-2.24989001e-10,2.74711049,3.60913218,1.67796803,-1.34509847,1.40775973e-04,5.91671096,-3.35600196,-1,-0.9981078178748467
3.14715340e+03,4.79999891,-2.18666538e-10,2.73988513,3.60983939,1.67294093,-1.34509847,1.40794274e-04,5.92158999,-3.34127271,-1,-0.9979992466785399
3.28976816e+03,4.79999888,-2.12489154e-10,2.73241598,3.61052398,1.66783718,-1.34509847,1.40782173e-04,5.92654622,-3.32631355,-1,-0.9978858340764668
3.43877066e+03,4.79999885,-2.06310288e-10,2.72479423,3.61120665,1.66266096,-1.34509847,1.40673362e-04,5.93149381,-3.31129959,-1,-0.9977673417041457
3.59447695e+03,4.79999882,-2.00279873e-10,2.71729519,3.61196087,1.65740300,-1.34509847,1.40696256e-04,5.93659858,-3.29589627,-1,-0.9976435182267718
3.75707813e+03,4.79999879,-1.94347591e-10,2.70946570,3.61266806,1.65207388,-1.34509847,1.40610509e-04,5.94177406,-3.28028483,-1,-0.9975142116744629
