star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
8.06346722e+02,3.39999978,-2.43449462e-10,2.64911447,3.59304630,1.66114179,-1.34509847,1.13236762e-04,5.79626562,-3.44397263,-1
8.45486155e+02,3.39999977,-2.40395654e-10,2.64590411,3.59334743,1.65893434,-1.34509847,1.13370638e-04,5.79838286,-3.43760714,-1
8.86550486e+02,3.39999976,-2.37510717e-10,2.64255634,3.59365297,1.65664938,-1.34509847,1.13607977e-04,5.80057473,-3.43101499,-1
9.29593507e+02,3.39999975,-2.34456362e-10,2.63909263,3.59396875,1.65428596,-1.34509847,1.13798767e-04,5.80284213,-3.42419549,-1
9.74695032e+02,3.39999974,-2.31284682e-10,2.63552056,3.59429735,1.65184273,-1.34509847,1.13970993e-04,5.80518617,-3.41714536,-1
1.02195012e+03,3.39999973,-2.28027505e-10,2.63180629,3.59463086,1.64931857,-1.34509847,1.14122062e-04,5.80760820,-3.40985953,-1
1.07146262e+03,3.39999972,-2.24683799e-10,2.62798943,3.59498015,1.64671157,-1.34509847,1.14271222e-04,5.81010968,-3.40233096,-1
1.12333562e+03,3.39999970,-2.21285352e-10,2.62404660,3.59534009,1.64402027,-1.34509847,1.14421622e-04,5.81269256,-3.39455904,-1
1.17770458e+03,3.39999969,-2.17825184e-10,2.61994915,3.59570439,1.64124294,-1.34509847,1.14556599e-04,5.81535798,-3.38653678,-1
1.23486108e+03,3.39999968,-2.14291609e-10,2.61572403,3.59608343,1.63837231,-1.34509847,1.14687498e-04,5.81811342,-3.37824593,-1
1.29475614e+03,3.39999967,-2.10730029e-10,2.61152451,3.59651395,1.63541151,-1.34509847,1.14907114e-04,5.82095499,-3.36969355,-1
1.35747203e+03,3.39999965,-2.07163575e-10,2.60700051,3.59690680,1.63236381,-1.34509847,1.15053864e-04,5.82388123,-3.36088563,-1
1.42312058e+03,3.39999964,-2.03475310e-10,2.60244772,3.59733720,1.62922661,-1.34509847,1.15205448e-04,5.82689332,-3.35181679,-1
1.49179160e+03,3.39999963,-1.99816746e-10,2.59773592,3.59777205,1.62600101,-1.34509847,1.15381120e-04,5.82999100,-3.34248980,-1
1.56412856e+03,3.39999961,-1.96074103e-10,2.59284343,3.59821319,1.62267249,-1.34509847,1.15515673e-04,5.83318804,-3.33286289,-1
1.63978735e+03,3.39999960,-1.92279889e-10,2.58773622,3.59864507,1.61925513,-1.34509847,1.15595608e-04,5.83647132,-3.32297427,-1
1.71883212e+03,3.39999958,-1.88447656e-10,2.58268100,3.59913478,1.61574809,-1.34509847,1.15752277e-04,5.83984043,-3.31282760,-1
1.80212710e+03,3.39999957,-1.84658160e-10,2.57734824,3.59960793,1.61213541,-1.34509847,1.15890360e-04,5.84331251,-3.30236812,-1
1.88906620e+03,3.39999955,-1.80839650e-10,2.57196093,3.60011166,1.60843430,-1.34509847,1.16054481e-04,5.84686950,-3.29165267,-1
1.98039258e+03,3.39999954,-1.76961323e-10,2.56633774,3.60060648,1.60463307,-1.34509847,1.16144663e-04,5.85052321,-3.28064515,-1
2.07588836e+03,3.39999952,-1.73071176e-10,2.56076672,3.60116123,1.60073806,-1.34509847,1.16315209e-04,5.85426709,-3.26936581,-1
2.17620274e+03,3.39999950,-1.69258622e-10,2.55492330,3.60169864,1.59674153,-1.34509847,1.16482456e-04,5.85810922,-3.25778638,-1
2.28097431e+03,3.39999949,-1.65362035e-10,2.54882676,3.60221700,1.59265653,-1.34509847,1.16533829e-04,5.86203734,-3.24594864,-1
2.39112028e+03,3.39999947,-1.61432320e-10,2.54267221,3.60277244,1.58846838,-1.34509847,1.16593773e-04,5.86606469,-3.23380398,-1
2.50638991e+03,3.39999945,-1.57558027e-10,2.53634611,3.60333153,1.58418715,-1.34509847,1.16666497e-04,5.87018207,-3.22138476,-1
2.62703452e+03,3.39999943,-1.53670959e-10,2.53009593,3.60395748,1.57981015,-1.34509847,1.16807950e-04,5.87439156,-3.20868511,-1
2.75357226e+03,3.39999941,-1.49862861e-10,2.52344258,3.60453064,1.57533716,-1.34509847,1.16878004e-04,5.87869461,-3.19569852,-1
2.88623036e+03,3.39999939,-1.46004950e-10,2.51669802,3.60512905,1.57076805,-1.34509847,1.16908177e-04,5.88309082,-3.18242743,-1
3.02513821e+03,3.39999937,-1.42161126e-10,2.50984870,3.60574771,1.56610609,-1.34509847,1.16934230e-04,5.88757684,-3.16888203,-1
3.17063553e+03,3.39999935,-1.38396361e-10,2.50291332,3.60639192,1.56134998,-1.34509847,1.17015864e-04,5.89215404,-3.15505929,-1
3.32302790e+03,3.39999933,-1.34636219e-10,2.49572666,3.60701901,1.55650246,-1.34509847,1.17018544e-04,5.89682132,-3.14096529,-1
3.48268373e+03,3.39999931,-1.30857480e-10,2.48839862,3.60765613,1.55156421,-1.34509847,1.16960401e-04,5.90157714,-3.12660521,-1
3.64996021e+03,3.39999929,-1.27158466e-10,2.48095865,3.60831059,1.54653530,-1.34509847,1.16935449e-04,5.90642150,-3.11197594,-1
3.82525849e+03,3.39999927,-1.23541109e-10,2.47352236,3.60901093,1.54141648,-1.34509847,1.16989548e-04,5.91127111,-3.09723717,-1
4.00886676e+03,3.39999924,-1.19912745e-10,2.46582647,3.60969040,1.53620958,-1.34509847,1.16929198e-04,5.91626109,-3.08213821,-1
4.20121467e+03,3.39999922,-1.16376767e-10,2.45806641,3.61039881,1.53091273,-1.34509847,1.16928431e-04,5.92136584,-3.06672408,-1
4.40266986e+03,3.39999920,-1.12859205e-10,2.45013905,3.61110793,1.52553082,-1.34509847,1.16867626e-04,5.92655299,-3.05106122,-1
4.61364542e+03,3.39999918,-1.09379572e-10,2.44209929,3.61183111,1.52006457,-1.34509847,1.16782495e-04,5.93182744,-3.03513906,-1
4.83454245e+03,3.39999915,-1.05999052e-10,2.43391047,3.61255828,1.51451583,-1.34509847,1.16722158e-04,5.93718233,-3.01897461,-1
5.06597244e+03,3.39999913,-1.02633400e-10,2.42552662,3.61327698,1.50888650,-1.34509847,1.16573511e-04,5.94261901,-3.00256805,-1
5.30859390e+03,3.39999910,-9.93247963e-11,2.41709704,3.61402517,1.50317534,-1.34509847,1.16432865e-04,5.94813882,-2.98591119,-1
5.56253747e+03,3.39999908,-9.61229034e-11,2.40853995,3.61478037,1.49738640,-1.34509847,1.16329607e-04,5.95373534,-2.96902511,-1
5.82827609e+03,3.39999905,-9.29481539e-11,2.39986197,3.61554290,1.49152233,-1.34509847,1.16168024e-04,5.95940703,-2.95191433,-1
6.10704673e+03,3.39999903,-8.98348853e-11,2.39100603,3.61629950,1.48558116,-1.34509847,1.15962906e-04,5.96515741,-2.93456965,-1
6.39882473e+03,3.39999900,-8.67846932e-11,2.38224235,3.61711614,1.47956605,-1.34509847,1.15809207e-04,5.97098111,-2.91700952,-1
6.70430534e+03,3.39999898,-8.38659118e-11,2.37325497,3.61791286,1.47347892,-1.34509847,1.15692090e-04,5.97687807,-2.89923481,-1
7.02442976e+03,3.39999895,-8.09512775e-11,2.36410364,3.61870332,1.46732232,-1.34509847,1.15453479e-04,5.98284644,-2.88124970,-1
7.35933436e+03,3.39999893,-7.81273836e-11,2.35485577,3.61950275,1.46109953,-1.34509847,1.15236763e-04,5.98888213,-2.86306717,-1
7.71047631e+03,3.39999890,-7.53587447e-11,2.34544435,3.62029426,1.45481081,-1.34509847,1.14963251e-04,5.99498522,-2.84468737,-1
8.07789550e+03,3.39999887,-7.26557075e-11,2.33609755,3.62113427,1.44845738,-1.34509847,1.14725011e-04,6.00115346,-2.82611406,-1
8.46292978e+03,3.39999884,-7.00523644e-11,2.32651468,3.62194632,1.44204185,-1.34509847,1.14476436e-04,6.00738500,-2.80735589,-1
8.86597695e+03,3.39999882,-6.74943930e-11,2.31687392,3.62277381,1.43556649,-1.34509847,1.14189542e-04,6.01367712,-2.78841793,-1
9.28788003e+03,3.39999879,-6.50012071e-11,2.30704705,3.62358280,1.42903507,-1.34509847,1.13852233e-04,6.02002689,-2.76931323,-1
9.73022852e+03,3.39999876,-6.25934884e-11,2.29736842,3.62445935,1.42244266,-1.34509847,1.13604686e-04,6.02643854,-2.75002099,-1
1.01928830e+04,3.39999873,-6.02569858e-11,2.28736322,3.62527942,1.41579992,-1.34509847,1.13279109e-04,6.03290214,-2.73057427,-1
1.06774752e+04,3.39999870,-5.79710311e-11,2.27727567,3.62610420,1.40910658,-1.34509847,1.12908639e-04,6.03941741,-2.71097694,-1
1.11854885e+04,3.39999868,-5.57891136e-11,2.26741217,3.62701356,1.40235612,-1.34509847,1.12689462e-04,6.04598985,-2.69120918,-1
1.17168887e+04,3.39999865,-5.36522366e-11,2.25716342,3.62784778,1.39556331,-1.34509847,1.12325666e-04,6.05260626,-2.67131361,-1
1.22731610e+04,3.39999862,-5.15708641e-11,2.24686472,3.62869150,1.38872652,-1.34509847,1.11933441e-04,6.05926786,-2.65128333,-1
1.28561370e+04,3.39999859,-4.95673706e-11,2.23650690,3.62954245,1.38184569,-1.34509847,1.11555151e-04,6.06597493,-2.63111796,-1
1.34667686e+04,3.39999856,-4.76307519e-11,2.22621291,3.63043123,1.37492116,-1.34509847,1.11207326e-04,6.07272709,-2.61082122,-1
