star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
9.92936650e+02,2.79999981,-1.67893508e-10,2.48592011,3.59365093,1.57833534,-1.34509847,1.01741011e-04,5.79828541,-3.27812626,-1
1.04190625e+03,2.79999980,-1.65793104e-10,2.48252268,3.59395420,1.57603009,-1.34509847,1.01908059e-04,5.80048936,-3.27150550,-1
1.09324214e+03,2.79999979,-1.63595023e-10,2.47899527,3.59426471,1.57364537,-1.34509847,1.02040750e-04,5.80276940,-3.26465806,-1
1.14705934e+03,2.79999978,-1.61327496e-10,2.47534488,3.59458499,1.57117962,-1.34509847,1.02158167e-04,5.80512716,-3.25757456,-1
1.20348107e+03,2.79999978,-1.59004115e-10,2.47155092,3.59491079,1.56863104,-1.34509847,1.02260754e-04,5.80756452,-3.25025165,-1
1.26263410e+03,2.79999977,-1.56624624e-10,2.46763135,3.59524745,1.56599793,-1.34509847,1.02354921e-04,5.81008299,-3.24268545,-1
1.32464215e+03,2.79999976,-1.54202885e-10,2.46354717,3.59558562,1.56327950,-1.34509847,1.02431838e-04,5.81268326,-3.23487043,-1
1.38982094e+03,2.79999975,-1.51734155e-10,2.45970227,3.59603160,1.56046509,-1.34509847,1.02674667e-04,5.81537440,-3.22678123,-1
1.45825869e+03,2.79999974,-1.49339336e-10,2.45535906,3.59639787,1.55756095,-1.34509847,1.02832955e-04,5.81815309,-3.21842843,-1
1.53000027e+03,2.79999973,-1.46798278e-10,2.45096129,3.59679571,1.55456637,-1.34509847,1.02950500e-04,5.82101839,-3.20981372,-1
1.60515605e+03,2.79999972,-1.44242362e-10,2.44638696,3.59719423,1.55148218,-1.34509847,1.03059840e-04,5.82396993,-3.20093854,-1
1.68384401e+03,2.79999970,-1.41646085e-10,2.44166939,3.59760181,1.54830822,-1.34509847,1.03156560e-04,5.82700794,-3.19180146,-1
1.76650766e+03,2.79999969,-1.39017747e-10,2.43681467,3.59802373,1.54503702,-1.34509847,1.03252442e-04,5.83013933,-3.18238233,-1
1.85336449e+03,2.79999968,-1.36363532e-10,2.43179706,3.59845427,1.54166715,-1.34509847,1.03339058e-04,5.83336593,-3.17267510,-1
1.94417207e+03,2.79999967,-1.33683777e-10,2.42662954,3.59889193,1.53820806,-1.34509847,1.03413057e-04,5.83667832,-3.16270977,-1
2.03959500e+03,2.79999966,-1.30991590e-10,2.42152185,3.59939599,1.53464609,-1.34509847,1.03579602e-04,5.84008921,-3.15244669,-1
2.13965635e+03,2.79999964,-1.28326288e-10,2.41609197,3.59986773,1.53098768,-1.34509847,1.03702248e-04,5.84359347,-3.14190067,-1
2.24442441e+03,2.79999963,-1.25587674e-10,2.41046135,3.60033614,1.52723555,-1.34509847,1.03747214e-04,5.84718783,-3.13108260,-1
2.35451519e+03,2.79999962,-1.22836964e-10,2.40475655,3.60083744,1.52338056,-1.34509847,1.03818456e-04,5.85088110,-3.11996455,-1
2.46979864e+03,2.79999960,-1.20098014e-10,2.39891079,3.60135127,1.51943000,-1.34509847,1.03900703e-04,5.85466645,-3.10856541,-1
2.59070739e+03,2.79999959,-1.17368831e-10,2.39298098,3.60189418,1.51537929,-1.34509847,1.04016700e-04,5.85854807,-3.09687280,-1
2.71764270e+03,2.79999957,-1.14618687e-10,2.38686521,3.60244108,1.51122760,-1.34509847,1.04094282e-04,5.86252703,-3.08488557,-1
2.85046713e+03,2.79999956,-1.11897666e-10,2.38060688,3.60299980,1.50698099,-1.34509847,1.04190842e-04,5.86659742,-3.07261788,-1
2.98986609e+03,2.79999954,-1.09120117e-10,2.37403207,3.60352855,1.50263609,-1.34509847,1.04155299e-04,5.87076322,-3.06006200,-1
3.13616021e+03,2.79999953,-1.06365053e-10,2.36740099,3.60409324,1.49819117,-1.34509847,1.04161018e-04,5.87502519,-3.04721223,-1
3.28943226e+03,2.79999951,-1.03641770e-10,2.36072200,3.60469448,1.49364919,-1.34509847,1.04216426e-04,5.87938048,-3.03407753,-1
3.45007374e+03,2.79999950,-1.00939772e-10,2.35399280,3.60533224,1.48900908,-1.34509847,1.04307025e-04,5.88383068,-3.02065634,-1
3.61842117e+03,2.79999948,-9.82655063e-11,2.34690637,3.60592799,1.48427436,-1.34509847,1.04319361e-04,5.88837359,-3.00695282,-1
3.79494715e+03,2.79999946,-9.55943400e-11,2.33979329,3.60656585,1.47944210,-1.34509847,1.04350307e-04,5.89301130,-2.99296122,-1
