star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
6.61218009e+02,4.39999971,-3.82580422e-10,2.85722951,3.59229215,1.76670760,-1.34509847,1.27534449e-04,5.79662905,-3.65008852,-1
6.92137110e+02,4.39999970,-3.82436145e-10,2.85410719,3.59258635,1.76455805,-1.34509847,1.29212613e-04,5.79870108,-3.64384896,-1
7.24418188e+02,4.39999969,-3.77800765e-10,2.85085957,3.59288381,1.76233931,-1.34509847,1.29412781e-04,5.80084035,-3.63740891,-1
7.58234991e+02,4.39999967,-3.73214266e-10,2.84748381,3.59318626,1.76004653,-1.34509847,1.29657558e-04,5.80305070,-3.63075095,-1
7.93627608e+02,4.39999966,-3.68422841e-10,2.84417698,3.59354422,1.75767720,-1.34509847,1.29971573e-04,5.80533416,-3.62387302,-1
8.30648716e+02,4.39999965,-3.63587338e-10,2.84061298,3.59387527,1.75523310,-1.34509847,1.30222134e-04,5.80769066,-3.61677451,-1
8.69373430e+02,4.39999963,-3.58497335e-10,2.83692761,3.59421437,1.75271222,-1.34509847,1.30411042e-04,5.81012114,-3.60945264,-1
9.09880806e+02,4.39999962,-3.53281352e-10,2.83320126,3.59458284,1.75011210,-1.34509847,1.30629475e-04,5.81262788,-3.60189916,-1
9.52245638e+02,4.39999960,-3.48032740e-10,2.82928706,3.59494382,1.74743305,-1.34509847,1.30826977e-04,5.81521099,-3.59411469,-1
9.96549751e+02,4.39999959,-3.42635778e-10,2.82528066,3.59532207,1.74467333,-1.34509847,1.31013721e-04,5.81787224,-3.58609388,-1
1.04302009e+03,4.39999957,-3.37172800e-10,2.82106845,3.59569207,1.74182723,-1.34509847,1.31161363e-04,5.82061734,-3.57781946,-1
1.09167161e+03,4.39999956,-3.31579016e-10,2.81681377,3.59609401,1.73889602,-1.34509847,1.31331251e-04,5.82344436,-3.56929683,-1
1.14254740e+03,4.39999954,-3.26015715e-10,2.81259339,3.59654732,1.73587920,-1.34509847,1.31627069e-04,5.82635367,-3.56052457,-1
1.19570945e+03,4.39999952,-3.20459120e-10,2.80809074,3.59697130,1.73277992,-1.34509847,1.31859402e-04,5.82934350,-3.55150766,-1
1.25123586e+03,4.39999951,-3.14730737e-10,2.80340166,3.59738996,1.72959807,-1.34509847,1.32007483e-04,5.83241379,-3.54224937,-1
1.30945366e+03,4.39999949,-3.08924331e-10,2.79868478,3.59784773,1.72632408,-1.34509847,1.32200515e-04,5.83557344,-3.53272047,-1
1.37043514e+03,4.39999947,-3.03126027e-10,2.79374378,3.59829422,1.72296059,-1.34509847,1.32363253e-04,5.83882014,-3.52292898,-1
1.43406573e+03,4.39999945,-2.97246817e-10,2.78889115,3.59880562,1.71951149,-1.34509847,1.32617543e-04,5.84214902,-3.51289034,-1
1.50072356e+03,4.39999943,-2.91496151e-10,2.78378084,3.59929839,1.71597080,-1.34509847,1.32875817e-04,5.84556767,-3.50258158,-1
1.57049328e+03,4.39999941,-2.85587273e-10,2.77850181,3.59979418,1.71233970,-1.34509847,1.33051390e-04,5.84907421,-3.49200831,-1
1.64329649e+03,4.39999939,-2.79620360e-10,2.77300934,3.60027843,1.70862496,-1.34509847,1.33156580e-04,5.85266223,-3.48118753,-1
1.71972064e+03,4.39999937,-2.73606479e-10,2.76757084,3.60082530,1.70481197,-1.34509847,1.33340099e-04,5.85634534,-3.47008014,-1
1.79942259e+03,4.39999935,-2.67789452e-10,2.76201600,3.60138574,1.70091368,-1.34509847,1.33623015e-04,5.86011134,-3.45871988,-1
1.88298554e+03,4.39999933,-2.61806584e-10,2.75615942,3.60191730,1.69692227,-1.34509847,1.33733524e-04,5.86396834,-3.44708464,-1
1.97028802e+03,4.39999930,-2.55819733e-10,2.75022717,3.60247366,1.69284342,-1.34509847,1.33857427e-04,5.86791027,-3.43519214,-1
2.06151928e+03,4.39999928,-2.49871435e-10,2.74412777,3.60303197,1.68867709,-1.34509847,1.33968762e-04,5.87193741,-3.42303984,-1
2.15717005e+03,4.39999926,-2.43893006e-10,2.73791580,3.60360889,1.68441728,-1.34509847,1.34056119e-04,5.87605459,-3.41061080,-1
2.25707393e+03,4.39999923,-2.38002956e-10,2.73174191,3.60423946,1.68006918,-1.34509847,1.34251238e-04,5.88025689,-3.39792249,-1
2.36142858e+03,4.39999921,-2.32139989e-10,2.72521917,3.60482493,1.67563688,-1.34509847,1.34328769e-04,5.88454141,-3.38497862,-1
2.47080491e+03,4.39999918,-2.26263180e-10,2.71860497,3.60543355,1.67111253,-1.34509847,1.34387399e-04,5.88891528,-3.37176702,-1
2.58515329e+03,4.39999916,-2.20399067e-10,2.71178920,3.60603427,1.66650321,-1.34509847,1.34382542e-04,5.89337227,-3.35829847,-1
2.70472253e+03,4.39999913,-2.14597647e-10,2.70507075,3.60670353,1.66180547,-1.34509847,1.34479843e-04,5.89791486,-3.34457239,-1
2.82972336e+03,4.39999911,-2.08957317e-10,2.69813517,3.60736129,1.65702216,-1.34509847,1.34594492e-04,5.90254149,-3.33059250,-1
2.96043738e+03,4.39999908,-2.03258201e-10,2.69107709,3.60803097,1.65215376,-1.34509847,1.34624597e-04,5.90725243,-3.31635794,-1
