star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
3.22520331e+02,1.19991684e+02,-9.87156672e-06,6.28378383,4.44524751,1.77407405,-1.34509848,1.69168726e+02,7.24597214,-9.59478024e-01,-1
3.28312425e+02,1.19991621e+02,-9.95810170e-06,6.28453290,4.44580501,1.77333358,-1.34509848,1.71114015e+02,7.24718738,-9.55930587e-01,-1
3.34104518e+02,1.19991559e+02,-1.00446367e-05,6.28528198,4.44636252,1.77259311,-1.34509848,1.73059304e+02,7.24840263,-9.52383150e-01,-1
3.39896612e+02,1.19991496e+02,-1.01311717e-05,6.28603105,4.44692002,1.77185264,-1.34509848,1.75004594e+02,7.24961787,-9.48835714e-01,-1
3.45688706e+02,1.19991433e+02,-1.02177067e-05,6.28678012,4.44747752,1.77111217,-1.34509848,1.76949883e+02,7.25083311,-9.45288277e-01,-1
3.51480799e+02,1.19991370e+02,-1.03042416e-05,6.28752919,4.44803503,1.77037170,-1.34509848,1.78895173e+02,7.25204836,-9.41740840e-01,-1
3.57272893e+02,1.19991308e+02,-1.03907766e-05,6.28827826,4.44859253,1.76963123,-1.34509848,1.80840462e+02,7.25326360,-9.38193404e-01,-1
3.63064986e+02,1.19991245e+02,-1.04773116e-05,6.28902734,4.44915003,1.76889075,-1.34509848,1.82785752e+02,7.25447885,-9.34645967e-01,-1
3.68857080e+02,1.19991182e+02,-1.05638466e-05,6.28977641,4.44970754,1.76815028,-1.34509848,1.84731041e+02,7.25569409,-9.31098530e-01,-1
3.74649174e+02,1.19991119e+02,-1.06503816e-05,6.29052548,4.45026504,1.76740981,-1.34509848,1.86676331e+02,7.25690934,-9.27551094e-01,-1
3.80441267e+02,1.19991057e+02,-1.07369165e-05,6.29127455,4.45082254,1.76666934,-1.34509848,1.88621620e+02,7.25812458,-9.24003657e-01,-1
3.86233361e+02,1.19990994e+02,-1.08234515e-05,6.29202363,4.45138005,1.76592887,-1.34509849,1.90566909e+02,7.25933982,-9.20456220e-01,-1
3.92857904e+02,1.19990915e+02,-1.09600455e-05,6.29276911,4.45203687,1.76498797,-1.34509849,1.93637278e+02,7.26071119,-9.16454338e-01,-1
3.99614120e+02,1.19990834e+02,-1.11045575e-05,6.29351403,4.45270940,1.76401538,-1.34509849,1.96885607e+02,7.26210725,-9.12380572e-01,-1
4.06370337e+02,1.19990753e+02,-1.12490696e-05,6.29425895,4.45338193,1.76304278,-1.34509849,2.00133936e+02,7.26350331,-9.08306807e-01,-1
4.13126553e+02,1.19990672e+02,-1.13935817e-05,6.29500387,4.45405446,1.76207018,-1.34509849,2.03382265e+02,7.26489936,-9.04233042e-01,-1
4.19882770e+02,1.19990590e+02,-1.15380937e-05,6.29574879,4.45472699,1.76109758,-1.34509849,2.06630593e+02,7.26629542,-9.00159277e-01,-1
4.26638987e+02,1.19990509e+02,-1.16826058e-05,6.29649371,4.45539952,1.76012498,-1.34509849,2.09878922e+02,7.26769148,-8.96085512e-01,-1
4.33395203e+02,1.19990428e+02,-1.18271179e-05,6.29723864,4.45607205,1.75915238,-1.34509849,2.13127251e+02,7.26908754,-8.92011747e-01,-1
4.40151420e+02,1.19990347e+02,-1.19716299e-05,6.29798356,4.45674458,1.75817978,-1.34509849,2.16375580e+02,7.27048360,-8.87937982e-01,-1
4.47491364e+02,1.19990253e+02,-1.21229596e-05,6.29871706,4.45748873,1.75705823,-1.34509849,2.19978065e+02,7.27198404,-8.83560588e-01,-1
4.55094819e+02,1.19990154e+02,-1.22773668e-05,6.29944541,4.45826521,1.75586944,-1.34509849,2.23740425e+02,7.27353159,-8.79046128e-01,-1
4.62698274e+02,1.19990055e+02,-1.24317740e-05,6.30017376,4.45904169,1.75468065,-1.34509849,2.27502785e+02,7.27507915,-8.74531668e-01,-1
4.70301729e+02,1.19989955e+02,-1.25861813e-05,6.30090211,4.45981817,1.75349186,-1.34509849,2.31265144e+02,7.27662670,-8.70017208e-01,-1
4.77905184e+02,1.19989856e+02,-1.27405885e-05,6.30163046,4.46059465,1.75230307,-1.34509849,2.35027504e+02,7.27817426,-8.65502748e-01,-1
4.85508639e+02,1.19989757e+02,-1.28949957e-05,6.30235881,4.46137114,1.75111429,-1.34509849,2.38789864e+02,7.27972182,-8.60988288e-01,-1
4.93112094e+02,1.19989657e+02,-1.30494030e-05,6.30308716,4.46214762,1.74992550,-1.34509849,2.42552224e+02,7.28126937,-8.56473828e-01,-1
