star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
3.17646865e+02,1.09999945e+01,-1.49239294e-08,3.58288160,3.58737263,2.13937269,-1.34509847,1.44733456e-03,5.78291917,-4.34957339,-1
3.30200070e+02,1.09999943e+01,-1.47670165e-08,3.58031395,3.58762879,2.13757654,-1.34509847,1.44836164e-03,5.78469288,-4.34422831,-1
3.43187462e+02,1.09999941e+01,-1.46029730e-08,3.57769616,3.58789496,2.13573531,-1.34509847,1.44900962e-03,5.78650931,-4.33875449,-1
3.56621396e+02,1.09999940e+01,-1.44335002e-08,3.57502223,3.58817002,2.13384822,-1.34509847,1.44940816e-03,5.78837018,-4.33314565,-1
3.70562323e+02,1.09999938e+01,-1.42599629e-08,3.57227974,3.58845369,2.13190964,-1.34509847,1.44966967e-03,5.79028521,-4.32737333,-1
3.85143305e+02,1.09999935e+01,-1.40823871e-08,3.56941970,3.58873908,2.12990884,-1.34509847,1.44962277e-03,5.79225802,-4.32142846,-1
4.00281073e+02,1.09999933e+01,-1.39007577e-08,3.56648448,3.58903277,2.12785385,-1.34509847,1.44940862e-03,5.79428836,-4.31530925,-1
4.15973142e+02,1.09999931e+01,-1.37160540e-08,3.56347770,3.58933472,2.12574657,-1.34509847,1.44911347e-03,5.79636872,-4.30903654,-1
4.32255628e+02,1.09999929e+01,-1.35288532e-08,3.56039579,3.58964509,2.12358487,-1.34509847,1.44879419e-03,5.79849690,-4.30261424,-1
4.49187003e+02,1.09999927e+01,-1.33391765e-08,3.55723885,3.58996606,2.12136445,-1.34509847,1.44847463e-03,5.80068430,-4.29601269,-1
4.66768706e+02,1.09999924e+01,-1.31476121e-08,3.55398881,3.59029227,2.11908701,-1.34509847,1.44807738e-03,5.80294992,-4.28919023,-1
4.85060896e+02,1.09999922e+01,-1.29530993e-08,3.55065628,3.59062776,2.11674978,-1.34509847,1.44754391e-03,5.80524072,-4.28225700,-1
5.04085962e+02,1.09999920e+01,-1.27569117e-08,3.54725550,3.59097735,2.11435020,-1.34509850,1.44715083e-03,5.80759930,-4.27508317,-1
5.23842304e+02,1.09999917e+01,-1.25597295e-08,3.54375934,3.59133207,2.11189269,-1.34509864,1.44669186e-03,5.80998091,-4.26777388,-1
5.44363587e+02,1.09999915e+01,-1.23602047e-08,3.54029723,3.59172444,2.10937688,-1.34509891,1.44678441e-03,5.81238795,-4.26032972,-1
5.65675960e+02,1.09999912e+01,-1.21632456e-08,3.53667991,3.59210984,2.10679743,-1.34509913,1.44697548e-03,5.81487542,-4.25259897,-1
5.87809939e+02,1.09999909e+01,-1.19612694e-08,3.53292672,3.59249253,2.10415545,-1.34509930,1.44642828e-03,5.81742210,-4.24463799,-1
6.10796112e+02,1.09999907e+01,-1.17560304e-08,3.52907852,3.59288238,2.10145166,-1.34509943,1.44553365e-03,5.82001954,-4.23647061,-1
6.34704008e+02,1.09999904e+01,-1.15499253e-08,3.52513740,3.59328134,2.09868318,-1.34509953,1.44458525e-03,5.82267004,-4.22808833,-1
6.59559083e+02,1.09999901e+01,-1.13434621e-08,3.52110487,3.59368950,2.09585058,-1.34509962,1.44363899e-03,5.82537261,-4.21948985,-1
6.85366542e+02,1.09999898e+01,-1.11365351e-08,3.51698321,3.59410655,2.09295566,-1.34509970,1.44265782e-03,5.82812530,-4.21067825,-1
7.12154547e+02,1.09999895e+01,-1.09290863e-08,3.51277315,3.59453251,2.08999870,-1.34509956,1.44160444e-03,5.83092733,-4.20165175,-1
7.39979088e+02,1.09999892e+01,-1.07212161e-08,3.50847198,3.59496732,2.08697850,-1.34509946,1.44046538e-03,5.83377929,-4.19240364,-1
7.68848965e+02,1.09999889e+01,-1.05130616e-08,3.50408211,3.59541075,2.08389672,-1.34509955,1.43922761e-03,5.83667947,-4.18293725,-1
7.98936740e+02,1.09999886e+01,-1.03048435e-08,3.49959419,3.59586417,2.08074590,-1.34509964,1.43790006e-03,5.83963403,-4.17322297,-1
8.30136869e+02,1.09999883e+01,-1.00966515e-08,3.49501873,3.59632593,2.07753466,-1.34509972,1.43645375e-03,5.84263580,-4.16328813,-1
8.62513713e+02,1.09999880e+01,-9.88857224e-09,3.49035555,3.59679656,2.07426181,-1.34509980,1.43488235e-03,5.84568584,-4.15312707,-1
8.96194643e+02,1.09999877e+01,-9.68086144e-09,3.48559847,3.59727643,2.07092353,-1.34510001,1.43317449e-03,5.84878756,-4.14272171,-1
9.31166832e+02,1.09999873e+01,-9.47374674e-09,3.48075308,3.59776525,2.06752320,-1.34510014,1.43134970e-03,5.85193837,-4.13208111,-1
9.67429888e+02,1.09999870e+01,-9.26734776e-09,3.47582305,3.59826260,2.06406348,-1.34510022,1.42939455e-03,5.85513635,-4.12121321,-1
1.00520849e+03,1.09999866e+01,-9.06194917e-09,3.47079798,3.59876951,2.06053712,-1.34510028,1.42729084e-03,5.85838838,-4.11008497,-1
1.04434803e+03,1.09999863e+01,-8.85763530e-09,3.46569187,3.59928468,2.05695372,-1.34510034,1.42505739e-03,5.86168621,-4.09873070,-1
1.08506744e+03,1.09999859e+01,-8.65463239e-09,3.46049591,3.59980894,2.05330722,-1.34510040,1.42266064e-03,5.86503614,-4.08712141,-1
1.12729753e+03,1.09999856e+01,-8.45296514e-09,3.45521724,3.60034128,2.04960321,-1.34510046,1.42009762e-03,5.86843397,-4.07527690,-1
1.17121738e+03,1.09999852e+01,-8.25298063e-09,3.44985247,3.60088261,2.04583816,-1.34510053,1.41737280e-03,5.87188290,-4.06317587,-1
1.21675807e+03,1.09999848e+01,-8.05459744e-09,3.44440726,3.60143163,2.04201753,-1.34510060,1.41447126e-03,5.87537911,-4.05083767,-1
1.26414588e+03,1.09999845e+01,-7.85831027e-09,3.43887862,3.60198971,2.03813703,-1.34510067,1.41142171e-03,5.87892705,-4.03823662,-1
1.31323559e+03,1.09999841e+01,-7.66397233e-09,3.43327591,3.60255539,2.03420433,-1.34510075,1.40821585e-03,5.88252114,-4.02540230,-1
1.36435677e+03,1.09999837e+01,-7.47193701e-09,3.42759138,3.60312993,2.03021298,-1.34510082,1.40482566e-03,5.88616774,-4.01230005,-1
