star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-1.8479461,5.153896e+00,8.026115e+00,6.914134e+00
6.000000e+04,-1.8745931,5.107235e+00,7.994223e+00,6.934858e+00
1.200000e+05,-1.8920641,5.067630e+00,7.970141e+00,6.948028e+00
1.800000e+05,-1.9045031,5.033259e+00,7.951179e+00,6.957136e+00
2.400000e+05,-1.9137941,5.003153e+00,7.935694e+00,6.963751e+00
3.000000e+05,-1.9210301,4.976644e+00,7.922732e+00,6.968818e+00
3.600000e+05,-1.9268061,4.953213e+00,7.911638e+00,6.972811e+00
4.200000e+05,-1.9315221,4.932573e+00,7.901978e+00,6.976037e+00
4.800000e+05,-1.9354881,4.913746e+00,7.893454e+00,6.978711e+00
5.400000e+05,-1.9388681,4.896492e+00,7.885841e+00,6.980965e+00
6.000000e+05,-1.9417841,4.880597e+00,7.878976e+00,6.982890e+00
6.600000e+05,-1.9443321,4.865822e+00,7.872733e+00,6.984557e+00
7.200000e+05,-1.9465751,4.852190e+00,7.867016e+00,6.986018e+00
7.800000e+05,-1.9485691,4.839484e+00,7.861747e+00,6.987308e+00
8.400000e+05,-1.9503551,4.827597e+00,7.856865e+00,6.988456e+00
9.000000e+05,-1.9519651,4.816445e+00,7.852319e+00,6.989484e+00
9.633950e+05,-1.9535001,4.805414e+00,7.847845e+00,6.990460e+00
1.031175e+06,-1.9549811,4.794390e+00,7.843375e+00,6.991397e+00
1.103716e+06,-1.9564061,4.783475e+00,7.838953e+00,6.992298e+00
1.181862e+06,-1.9577911,4.772483e+00,7.834508e+00,6.993168e+00
1.265450e+06,-1.9591221,4.761608e+00,7.830084e+00,6.994002e+00
1.355489e+06,-1.9604101,4.750807e+00,7.825653e+00,6.994808e+00
1.452647e+06,-1.9616591,4.740033e+00,7.821211e+00,6.995588e+00
1.557306e+06,-1.9628691,4.729335e+00,7.816766e+00,6.996342e+00
1.670238e+06,-1.9640471,4.718615e+00,7.812312e+00,6.997072e+00
1.791491e+06,-1.9651821,4.707954e+00,7.807871e+00,6.997776e+00
1.922032e+06,-1.9662761,4.697348e+00,7.803429e+00,6.998458e+00
2.062900e+06,-1.9673291,4.686811e+00,7.798975e+00,6.999120e+00
2.215340e+06,-1.9683431,4.676371e+00,7.794493e+00,6.999765e+00
2.380919e+06,-1.9693211,4.666012e+00,7.789965e+00,7.000394e+00
2.561129e+06,-1.9702631,4.655729e+00,7.785378e+00,7.001009e+00
2.757643e+06,-1.9711711,4.645575e+00,7.780719e+00,7.001612e+00
2.972867e+06,-1.9720451,4.635488e+00,7.775961e+00,7.002203e+00
3.208699e+06,-1.9728871,4.625566e+00,7.771094e+00,7.002782e+00
3.468625e+06,-1.9736991,4.615748e+00,7.766081e+00,7.003353e+00
3.755424e+06,-1.9744781,4.606033e+00,7.760904e+00,7.003914e+00
4.072538e+06,-1.9752261,4.596541e+00,7.755542e+00,7.004465e+00
4.426001e+06,-1.9759481,4.587127e+00,7.749936e+00,7.005012e+00
4.819318e+06,-1.9766421,4.577981e+00,7.744079e+00,7.005552e+00
5.261311e+06,-1.9773121,4.568920e+00,7.737896e+00,7.006089e+00
5.756428e+06,-1.9779551,4.560098e+00,7.731388e+00,7.006621e+00
6.315235e+06,-1.9785741,4.551551e+00,7.724485e+00,7.007149e+00
6.949656e+06,-1.9791711,4.543098e+00,7.717126e+00,7.007672e+00
7.665700e+06,-1.9797411,4.534913e+00,7.709334e+00,7.008185e+00
8.479598e+06,-1.9802901,4.527028e+00,7.701043e+00,7.008693e+00
9.409093e+06,-1.9808211,4.519240e+00,7.692204e+00,7.009197e+00
1.046148e+07,-1.9813301,4.511714e+00,7.682886e+00,7.009693e+00
1.165846e+07,-1.9818241,4.504381e+00,7.673049e+00,7.010185e+00
1.301596e+07,-1.9823051,4.497222e+00,7.662724e+00,7.010675e+00
1.454962e+07,-1.9827741,4.490213e+00,7.651953e+00,7.011166e+00
1.627418e+07,-1.9832361,4.483277e+00,7.640789e+00,7.011662e+00
1.819742e+07,-1.9836881,4.476513e+00,7.629317e+00,7.012161e+00
2.034120e+07,-1.9841331,4.469752e+00,7.617531e+00,7.012662e+00
2.270034e+07,-1.9845681,4.463068e+00,7.605558e+00,7.013151e+00
2.528566e+07,-1.9849941,4.456396e+00,7.593423e+00,7.013627e+00
2.809528e+07,-1.9854101,4.449764e+00,7.581192e+00,7.014089e+00
3.113392e+07,-1.9858181,4.443134e+00,7.568885e+00,7.014538e+00
3.439728e+07,-1.9862181,4.436512e+00,7.556544e+00,7.014976e+00
3.788402e+07,-1.9866111,4.429889e+00,7.544188e+00,7.015407e+00
4.159110e+07,-1.9869971,4.423266e+00,7.531834e+00,7.015827e+00
4.551590e+07,-1.9873741,4.416628e+00,7.519493e+00,7.016233e+00
4.965180e+07,-1.9877441,4.409976e+00,7.507188e+00,7.016625e+00
5.399480e+07,-1.9881061,4.403314e+00,7.494928e+00,7.017005e+00
5.854302e+07,-1.9884601,4.396644e+00,7.482718e+00,7.017375e+00
6.329562e+07,-1.9888071,4.389970e+00,7.470558e+00,7.017737e+00
6.825262e+07,-1.9891471,4.383294e+00,7.458448e+00,7.018093e+00
7.341490e+07,-1.9894821,4.376618e+00,7.446392e+00,7.018448e+00
7.878526e+07,-1.9898091,4.369942e+00,7.434385e+00,7.018800e+00
8.436584e+07,-1.9901301,4.363267e+00,7.422426e+00,7.019147e+00
9.015906e+07,-1.9904441,4.356598e+00,7.410515e+00,7.019484e+00
9.616826e+07,-1.9907491,4.349929e+00,7.398647e+00,7.019806e+00
1.023945e+08,-1.9910451,4.343270e+00,7.386827e+00,7.020112e+00
1.088439e+08,-1.9913341,4.336612e+00,7.375054e+00,7.020407e+00
1.155206e+08,-1.9916171,4.329964e+00,7.363331e+00,7.020699e+00
1.224347e+08,-1.9918921,4.323322e+00,7.351652e+00,7.020988e+00
1.295918e+08,-1.9921611,4.316685e+00,7.340015e+00,7.021269e+00
1.369975e+08,-1.9924211,4.310057e+00,7.328421e+00,7.021540e+00
1.446583e+08,-1.9926751,4.303439e+00,7.316867e+00,7.021799e+00
1.525813e+08,-1.9929221,4.296838e+00,7.305351e+00,7.022041e+00
1.607744e+08,-1.9931631,4.290264e+00,7.293874e+00,7.022270e+00
1.692493e+08,-1.9934001,4.283722e+00,7.282433e+00,7.022489e+00
1.780176e+08,-1.9936331,4.277211e+00,7.271025e+00,7.022701e+00
1.870892e+08,-1.9938651,4.270721e+00,7.259646e+00,7.022906e+00
1.964684e+08,-1.9940941,4.264266e+00,7.248303e+00,7.023106e+00
2.061690e+08,-1.9943211,4.257828e+00,7.236989e+00,7.023303e+00
2.161922e+08,-1.9945451,4.251410e+00,7.225713e+00,7.023494e+00
2.265445e+08,-1.9947641,4.245005e+00,7.214474e+00,7.023678e+00
2.372279e+08,-1.9949771,4.238614e+00,7.203282e+00,7.023855e+00
2.482480e+08,-1.9951861,4.232241e+00,7.192142e+00,7.024027e+00
2.596163e+08,-1.9953921,4.225892e+00,7.181053e+00,7.024195e+00
2.713466e+08,-1.9955941,4.219568e+00,7.170012e+00,7.024360e+00
2.834493e+08,-1.9957931,4.213268e+00,7.159017e+00,7.024524e+00
2.959333e+08,-1.9959901,4.206995e+00,7.148070e+00,7.024685e+00
3.088060e+08,-1.9961841,4.200748e+00,7.137171e+00,7.024842e+00
3.220719e+08,-1.9963741,4.194528e+00,7.126324e+00,7.024988e+00
3.357320e+08,-1.9965581,4.188338e+00,7.115535e+00,7.025123e+00
3.497901e+08,-1.9967381,4.182183e+00,7.104809e+00,7.025248e+00
3.642513e+08,-1.9969121,4.176063e+00,7.094148e+00,7.025368e+00
3.791208e+08,-1.9970821,4.169981e+00,7.083554e+00,7.025485e+00
3.944013e+08,-1.9972471,4.163939e+00,7.073029e+00,7.025600e+00
4.100943e+08,-1.9974081,4.157940e+00,7.062578e+00,7.025718e+00
4.262011e+08,-1.9975671,4.151990e+00,7.052207e+00,7.025843e+00
4.427216e+08,-1.9977241,4.146088e+00,7.041918e+00,7.025973e+00
4.596380e+08,-1.9978771,4.140242e+00,7.031724e+00,7.026103e+00
4.769055e+08,-1.9980281,4.134465e+00,7.021652e+00,7.026231e+00
4.944231e+08,-1.9981741,4.128788e+00,7.011754e+00,7.026355e+00
5.119608e+08,-1.9983141,4.123275e+00,7.002145e+00,7.026470e+00
5.289771e+08,-1.9984451,4.118079e+00,6.993087e+00,7.026573e+00
5.446530e+08,-1.9985611,4.113412e+00,6.984956e+00,7.026658e+00
5.585134e+08,-1.9986611,4.109376e+00,6.977924e+00,7.026725e+00
5.706998e+08,-1.9987481,4.105893e+00,6.971859e+00,7.026778e+00
5.820894e+08,-1.9988261,4.102695e+00,6.966290e+00,7.026825e+00
5.930616e+08,-1.9989011,4.099664e+00,6.961016e+00,7.026867e+00
6.038252e+08,-1.9989731,4.096739e+00,6.955925e+00,7.026907e+00
6.145113e+08,-1.9990431,4.093879e+00,6.950951e+00,7.026945e+00
6.251383e+08,-1.9991121,4.091079e+00,6.946082e+00,7.026981e+00
6.357822e+08,-1.9991801,4.088317e+00,6.941280e+00,7.027016e+00
6.466100e+08,-1.9992471,4.085549e+00,6.936471e+00,7.027052e+00
6.576816e+08,-1.9993151,4.082763e+00,6.931630e+00,7.027087e+00
6.688868e+08,-1.9993841,4.079987e+00,6.926807e+00,7.027123e+00
6.801289e+08,-1.9994521,4.077243e+00,6.922043e+00,7.027159e+00
6.914800e+08,-1.9995201,4.074515e+00,6.917306e+00,7.027195e+00
7.031446e+08,-1.9995881,4.071753e+00,6.912514e+00,7.027232e+00
7.152912e+08,-1.9996581,4.068923e+00,6.907603e+00,7.027272e+00
7.279798e+08,-1.9997301,4.066013e+00,6.902556e+00,7.027314e+00
7.411732e+08,-1.9998031,4.063036e+00,6.897397e+00,7.027358e+00
7.547907e+08,-1.9998781,4.060015e+00,6.892161e+00,7.027403e+00
7.687491e+08,-1.9999531,4.056969e+00,6.886886e+00,7.027450e+00
7.829932e+08,-2.0000291,4.053913e+00,6.881595e+00,7.027496e+00
7.974207e+08,-2.0001051,4.050868e+00,6.876327e+00,7.027543e+00
8.121095e+08,-2.0001801,4.047820e+00,6.871055e+00,7.027590e+00
8.271377e+08,-2.0002561,4.044753e+00,6.865753e+00,7.027636e+00
8.425445e+08,-2.0003321,4.041661e+00,6.860411e+00,7.027683e+00
8.583946e+08,-2.0004081,4.038533e+00,6.855010e+00,7.027729e+00
8.747649e+08,-2.0004841,4.035358e+00,6.849530e+00,7.027776e+00
8.917110e+08,-2.0005601,4.032128e+00,6.843959e+00,7.027821e+00
9.093130e+08,-2.0006361,4.028833e+00,6.838277e+00,7.027866e+00
