B-V,Ia,Ib,II,III,IV
-0.3,34880.825199938765,20229.89789782576,18141.578771659555,-1,-1
-0.2772727272727273,34880.825199938765,18812.56222937301,15129.01751104005,-1,-1
-0.2545454545454545,34880.825199938765,17494.5271311561,13083.358534551646,-1,-1
-0.2318181818181818,34880.825199938765,16268.835462768253,10910.757154259521,-1,-1
-0.20909090909090908,34880.825199938765,15129.01751104005,9435.467149696515,-1,-1
-0.18636363636363634,34880.825199938765,14069.056840188228,7868.628719105868,-1,-1
-0.16363636363636364,34880.825199938765,13083.358534551646,6804.677873643015,-1,-1
-0.1409090909090909,34880.825199938765,12166.719666286834,5884.588359292725,-1,1327.4812364280908
-0.11818181818181817,34880.825199938765,11314.301832139128,4907.403123706084,-1,516.337602581519
-0.09545454545454543,34880.825199938765,10521.605614327045,4243.852219364084,1234.475996604636,288.78047296117524
-0.0727272727272727,34880.825199938765,9784.44683073372,3539.124976340305,665.8000885493012,193.67173628268156
-0.04999999999999999,34880.825199938765,9098.934449043965,3060.584795427582,446.5213933763534,134.69067811715686
-0.027272727272727282,34880.825199938765,8461.450048248767,2646.75007314627,322.0226616669477,100.72901198514396
-0.004545454545454519,34880.825199938765,7868.628719105868,2288.871708493565,249.7332336862843,81.00603031168299
0.018181818181818188,34880.825199938765,7587.980095009096,1979.3836037244716,193.67173628268156,65.14485566308427
0.04090909090909095,34880.825199938765,7056.355323866689,1775.0531291686973,161.51092065876412,54.32700618209867
0.06363636363636366,34880.825199938765,6804.677873643015,1591.8155558341118,134.69067811715686,46.98121999465766
0.08636363636363642,34880.825199938765,6327.932379851768,1376.5793861139227,116.4785771305191,40.62868888427214
0.10909090909090913,34880.825199938765,6102.235428174422,1280.134259487463,100.72901198514396,36.43461590888658
0.1318181818181819,34880.825199938765,5884.588359292725,1147.9868373081597,90.33082197198502,32.673494343106285
0.1545454545454546,34880.825199938765,5674.7040598338435,1029.4809070733195,81.00603031168299,30.384342456163207
0.1772727272727273,34880.825199938765,5472.305656833618,957.3539978345474,75.33063161711738,28.255571834427496
0.2,34880.825199938765,5277.126152494007,890.2804033300208,67.55429979444854,26.275945936376516
0.22272727272727283,34880.825199938765,5088.908071967921,827.9060810799933,62.82134863771963,25.338767637954575
0.24545454545454543,34880.825199938765,5088.908071967921,769.9017933287558,58.41999482890406,24.43501546870643
0.26818181818181824,34880.825199938765,4907.403123706084,715.9613691900922,54.32700618209867,23.56349722634419
0.29090909090909095,36170.925526659805,4732.371871918546,690.4253348513815,50.52077819167381,22.723063230592835
0.31363636363636377,36170.925526659805,4732.371871918546,642.053145410254,48.71886487310978,21.131052822241312
0.33636363636363636,36170.925526659805,4563.58342071823,597.0699809559225,46.98121999465766,19.65058094699074
0.3590909090909092,36170.925526659805,4563.58342071823,575.7744192225413,45.30555130820991,17.622064330686527
0.3818181818181819,36170.925526659805,4400.815109530065,555.2384015359291,42.13137938839298,16.38743722313522
0.4045454545454546,36170.925526659805,4400.815109530065,535.4348374081168,42.13137938839298,14.695772798788354
0.4272727272727273,37508.741434748554,4400.815109530065,516.337602581519,40.62868888427214,13.178737786327883
0.45,37508.741434748554,4243.852219364084,497.9215045666157,39.17959450693276,11.818305305802355
0.47272727272727283,37508.741434748554,4243.852219364084,480.1622494087865,37.782184655284524,10.598309380285048
0.4954545454545454,37508.741434748554,4243.852219364084,480.1622494087865,37.782184655284524,9.504252836072125
0.5181818181818183,37508.741434748554,4243.852219364084,463.0364096404682,36.43461590888658,8.838371247613589
0.5409090909090908,37508.741434748554,4243.852219364084,446.5213933763534,36.43461590888658,8.219142278513536
0.5636363636363637,38896.03773013405,4092.487689564533,446.5213933763534,36.43461590888658,7.643297379332034
0.5863636363636364,38896.03773013405,4092.487689564533,446.5213933763534,35.135110596163436,7.107796999892007
0.6090909090909091,38896.03773013405,4092.487689564533,430.5954145108651,35.135110596163436,6.8542847908923115
0.6318181818181818,38896.03773013405,4092.487689564533,430.5954145108651,35.135110596163436,6.609814545262262
0.6545454545454545,40334.64449176198,4092.487689564533,430.5954145108651,35.135110596163436,6.146721455807527
0.6772727272727275,40334.64449176198,4092.487689564533,430.5954145108651,35.135110596163436,5.927487713708356
0.7,40334.64449176198,4092.487689564533,430.5954145108651,35.135110596163436,5.927487713708356
0.7227272727272727,40334.64449176198,4092.487689564533,430.5954145108651,36.43461590888658,5.716073332551483
0.7454545454545456,40334.64449176198,4092.487689564533,430.5954145108651,36.43461590888658,5.512199420935635
0.7681818181818181,41826.45948578026,4243.852219364084,430.5954145108651,36.43461590888658,5.512199420935635
0.7909090909090908,41826.45948578026,4243.852219364084,430.5954145108651,36.43461590888658,5.512199420935635
0.8136363636363637,41826.45948578026,4243.852219364084,430.5954145108651,37.782184655284524,5.315597034616855
0.8363636363636364,41826.45948578026,4243.852219364084,430.5954145108651,37.782184655284524,5.315597034616855
0.8590909090909091,43373.45066901287,4243.852219364084,430.5954145108651,39.17959450693276,5.315597034616855
0.8818181818181818,43373.45066901287,4243.852219364084,446.5213933763534,39.17959450693276,5.315597034616855
0.9045454545454545,43373.45066901287,4243.852219364084,446.5213933763534,40.62868888427214,5.315597034616855
0.9272727272727275,44977.65878502988,4400.815109530065,463.0364096404682,40.62868888427214,5.512199420935635
0.95,44977.65878502988,4400.815109530065,463.0364096404682,42.13137938839298,5.512199420935635
0.9727272727272727,44977.65878502988,4400.815109530065,463.0364096404682,43.68964832276057,5.512199420935635
0.9954545454545456,44977.65878502988,4400.815109530065,480.1622494087865,45.30555130820991,5.716073332551483
1.0181818181818183,46641.20005623266,4563.58342071823,480.1622494087865,45.30555130820991,5.716073332551483
1.0409090909090908,46641.20005623266,4563.58342071823,497.9215045666157,46.98121999465766,5.927487713708356
1.0636363636363637,46641.20005623266,4563.58342071823,497.9215045666157,48.71886487310978,5.927487713708356
1.0863636363636364,46641.20005623266,4563.58342071823,516.337602581519,50.52077819167381,6.146721455807527
1.1090909090909091,48366.26897551134,4732.371871918546,535.4348374081168,52.38933697942262,-1
1.1318181818181818,48366.26897551134,4732.371871918546,535.4348374081168,54.32700618209867,-1
1.1545454545454545,48366.26897551134,4732.371871918546,555.2384015359291,56.33634191379519,-1
1.1772727272727275,50155.141201151644,4907.403123706084,555.2384015359291,58.41999482890406,-1
1.2,50155.141201151644,4907.403123706084,575.7744192225413,60.58071361877772,-1
1.2227272727272727,50155.141201151644,4907.403123706084,597.0699809559225,62.82134863771963,-1
1.2454545454545456,52010.17655881433,5088.908071967921,619.1531791913778,65.14485566308427,-1
1.2681818181818183,52010.17655881433,5088.908071967921,619.1531791913778,67.55429979444854,-1
1.2909090909090908,52010.17655881433,5088.908071967921,642.053145410254,70.05285949699758,-1
1.3136363636363637,53933.82215454592,5277.126152494007,665.8000885493012,75.33063161711738,-1
1.3363636363636364,53933.82215454592,5277.126152494007,690.4253348513815,78.11680631064242,-1
1.3590909090909091,53933.82215454592,5277.126152494007,690.4253348513815,81.00603031168299,-1
1.3818181818181816,53933.82215454592,5472.305656833618,715.9613691900922,84.00211499638976,-1
1.4045454545454548,55928.61560292478,5472.305656833618,742.4418779228199,90.33082197198502,-1
1.4272727272727275,55928.61560292478,5472.305656833618,769.9017933287558,93.67179290002474,-1
1.45,55928.61560292478,5674.7040598338435,798.3773396904941,97.13633279930077,-1
1.4727272727272727,57997.18837460666,5674.7040598338435,827.9060810799933,104.45456981032243,-1
1.4954545454545454,57997.18837460666,5674.7040598338435,858.5269709119647,108.31792091705115,-1
1.5181818181818183,60142.26926767867,5884.588359292725,858.5269709119647,116.4785771305191,-1
1.540909090909091,60142.26926767867,5884.588359292725,890.2804033300208,120.78664752595056,-1
1.5636363636363637,60142.26926767867,6102.235428174422,923.2082664934001,129.88669576627285,-1
1.5863636363636364,62366.68800740829,6102.235428174422,957.3539978345474,134.69067811715686,-1
1.6090909090909091,62366.68800740829,6327.932379851768,992.7626413604506,144.83825397503068,-1
1.6318181818181816,62366.68800740829,6327.932379851768,1029.4809070733195,150.1952338544863,-1
1.6545454545454548,64673.37897912872,6327.932379851768,1067.5572325889984,161.51092065876412,-1
1.6772727272727275,64673.37897912872,6561.976946857276,1107.0418470343795,173.67912964078633,-1
1.7,64673.37897912872,6561.976946857276,1147.9868373081597,180.1028165980142,-1
1.7227272727272729,67065.38509919247,6804.677873643015,1190.4462167922534,193.67173628268156,-1
1.7454545454545454,67065.38509919247,6804.677873643015,1190.4462167922534,208.26293637854258,-1
1.7681818181818183,69545.86182909198,6804.677873643015,1234.475996604636,223.95343534125936,-1
1.7909090909090912,69545.86182909198,7056.355323866689,1280.134259487463,232.2365650679193,-1
1.8136363636363637,69545.86182909198,7056.355323866689,-1,-1,-1
1.8363636363636362,72118.08133804887,7317.341302741842,-1,-1,-1
