star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
9.38906353e+02,9.59999935e-01,-6.85269064e-11,3.68861966,1.16681255,-3.84509847,7.50629130e-01,4.13624919e-05,5.71419943,-2.50445858,-1,-1.0
9.88343419e+02,9.59999932e-01,-6.74049709e-11,3.68884595,1.16408837,-3.84509847,7.50629130e-01,4.13624919e-05,5.71678287,-2.49673873,-1,-0.9999975779315888
1.04035680e+03,9.59999928e-01,-6.62555519e-11,3.68907950,1.16127073,-3.84509847,7.50629130e-01,4.13624919e-05,5.71945516,-2.48875278,-1,-0.9999950296418687
1.09505622e+03,9.59999925e-01,-6.50838668e-11,3.68932029,1.15835892,-3.84509847,7.50629130e-01,4.13624919e-05,5.72221723,-2.48049743,-1,-0.9999923497551357
1.15254776e+03,9.59999921e-01,-6.38932172e-11,3.68956839,1.15535236,-3.84509847,7.50629130e-01,4.13624919e-05,5.72506986,-2.47197146,-1,-0.999989533074167
1.21293541e+03,9.59999917e-01,-6.26857856e-11,3.68982382,1.15225096,-3.84509847,7.50629130e-01,4.13624919e-05,5.72801314,-2.46317444,-1,-0.9999865745041846
1.27655521e+03,9.59999913e-01,-6.14625424e-11,3.69008698,1.14904789,-3.84509847,7.50629130e-01,4.13624919e-05,5.73105364,-2.45408565,-1,-0.9999834575815923
1.34366256e+03,9.59999909e-01,-6.02248054e-11,3.69035779,1.14573943,-3.84509847,7.50629130e-01,4.13624919e-05,5.73419499,-2.44469505,-1,-0.9999801697935875
1.41403265e+03,9.59999905e-01,-5.89715738e-11,3.69063590,1.14233637,-3.84509847,7.50629130e-01,4.13624920e-05,5.73742718,-2.43503295,-1,-0.999976722154278
1.48818378e+03,9.59999901e-01,-5.77092981e-11,3.69092206,1.13882823,-3.84509847,7.50629130e-01,4.13624920e-05,5.74075988,-2.42506916,-1,-0.9999730892706108
1.56621868e+03,9.59999896e-01,-5.64437097e-11,3.69121584,1.13521697,-3.84509847,7.50629130e-01,4.13624920e-05,5.74419157,-2.41480867,-1,-0.9999692661095385
1.64819568e+03,9.59999892e-01,-5.51676562e-11,3.69152340,1.13150542,-3.84509847,7.50629130e-01,4.13624921e-05,5.74771939,-2.40425980,-1,-0.9999652498133015
1.73456996e+03,9.59999887e-01,-5.38801035e-11,3.69183392,1.12768705,-3.84509847,7.50629130e-01,4.13624921e-05,5.75134972,-2.39340336,-1,-0.9999610180812822
1.82538486e+03,9.59999882e-01,-5.25993408e-11,3.69214952,1.12376630,-3.84509847,7.50629130e-01,4.13624922e-05,5.75507870,-2.38225315,-1,-0.9999565687901258
1.92077658e+03,9.59999877e-01,-5.13115112e-11,3.69247227,1.11974485,-3.84509847,7.50629130e-01,4.13624922e-05,5.75890415,-2.37081245,-1,-0.9999518952669904
2.02141107e+03,9.59999872e-01,-5.00209613e-11,3.69280250,1.11561376,-3.84509847,7.50629130e-01,4.13624923e-05,5.76283483,-2.35905661,-1,-0.9999469648850112
2.12707282e+03,9.59999867e-01,-4.87331050e-11,3.69314986,1.11138267,-3.84509847,7.50629130e-01,4.13624924e-05,5.76686194,-2.34701094,-1,-0.9999417882026622
2.23808186e+03,9.59999862e-01,-4.74489667e-11,3.69349396,1.10705029,-3.84509847,7.50629130e-01,4.13624925e-05,5.77098660,-2.33467299,-1,-0.9999363495407251
2.35511379e+03,9.59999856e-01,-4.61652856e-11,3.69384487,1.10261037,-3.84509847,7.50629130e-01,4.13624927e-05,5.77521501,-2.32202174,-1,-0.9999306157995529
2.47816347e+03,9.59999851e-01,-4.48827355e-11,3.69420312,1.09806879,-3.84509847,7.50629130e-01,4.13624929e-05,5.77954146,-2.30907567,-1,-0.9999245872309697
2.60754172e+03,9.59999845e-01,-4.36161916e-11,3.69457956,1.09342588,-3.84509847,7.50629130e-01,4.13624931e-05,5.78396569,-2.29583843,-1,-0.9999182486069821
2.74358254e+03,9.59999839e-01,-4.23622865e-11,3.69495357,1.08868309,-3.84509847,7.50629130e-01,4.13624934e-05,5.78848617,-2.28231276,-1,-0.9999115835639402
2.88664149e+03,9.59999833e-01,-4.11160225e-11,3.69533205,1.08384143,-3.84509847,7.50629130e-01,4.13624938e-05,5.79310224,-2.26850018,-1,-0.9999045746819055
3.03709083e+03,9.59999827e-01,-3.98784807e-11,3.69571644,1.07890173,-3.84509847,7.50629130e-01,4.13624943e-05,5.79781316,-2.25439907,-1,-0.9998972037227571
3.19531188e+03,9.59999821e-01,-3.86467735e-11,3.69610715,1.07386497,-3.84509847,7.50629130e-01,4.13624949e-05,5.80261833,-2.24001728,-1,-0.9998894520044981
3.36170942e+03,9.59999815e-01,-3.74408488e-11,3.69650479,1.06873223,-3.84509847,7.50629130e-01,4.13624957e-05,5.80751768,-2.22534946,-1,-0.9998812996957559
3.53668665e+03,9.59999809e-01,-3.62508182e-11,3.69692448,1.06350435,-3.84509847,7.50629130e-01,4.13624968e-05,5.81251009,-2.21040556,-1,-0.9998727270425677
3.72062649e+03,9.59999802e-01,-3.50772382e-11,3.69733600,1.05818403,-3.84509847,7.50629130e-01,4.13624981e-05,5.81759295,-2.19518838,-1,-0.9998637152845474
3.91397187e+03,9.59999795e-01,-3.39209125e-11,3.69775152,1.05277288,-3.84509847,7.50629130e-01,4.13624997e-05,5.82276458,-2.17970696,-1,-0.9998542427212413
4.11740552e+03,9.59999789e-01,-3.27813883e-11,3.69817622,1.04727089,-3.84509847,7.50629130e-01,4.13625019e-05,5.82801374,-2.16397814,-1,-0.9998442759036831
4.33144294e+03,9.59999782e-01,-3.16658857e-11,3.69859951,1.04168431,-3.84509847,7.50629130e-01,4.13625047e-05,5.83327157,-2.14813060,-1,-0.9998337895759994
4.55631925e+03,9.59999775e-01,-3.05689703e-11,3.69902800,1.03601138,-3.84509847,7.50629130e-01,4.13625084e-05,5.83868394,-2.13190596,-1,-0.9998227722189645
4.79251499e+03,9.59999768e-01,-2.94883795e-11,3.69945960,1.03025606,-3.84509847,7.50629130e-01,4.13625130e-05,5.84418936,-2.11541186,-1,-0.9998112002894994
5.04136209e+03,9.59999761e-01,-2.84403132e-11,3.69989607,1.02441408,-3.84509847,7.50629130e-01,4.13625192e-05,5.84978015,-2.09866441,-1,-0.9997990085324051
5.30266280e+03,9.59999753e-01,-2.74126430e-11,3.70033735,1.01849659,-3.84509847,7.50629130e-01,4.13625272e-05,5.85544316,-2.08170045,-1,-0.9997862066360402
5.57744608e+03,9.59999746e-01,-2.64055067e-11,3.70079211,1.01249739,-3.84509847,7.50629130e-01,4.13625377e-05,5.86119073,-2.06448794,-1,-0.9997727441886043
5.86637437e+03,9.59999739e-01,-2.54273427e-11,3.70123849,1.00642322,-3.84509847,7.50629130e-01,4.13625514e-05,5.86701160,-2.04705594,-1,-0.999758588735198
6.17001286e+03,9.59999731e-01,-2.44725902e-11,3.70168755,1.00027716,-3.84509847,7.50629130e-01,4.13625695e-05,5.87290336,-2.02940814,-1,-0.9997437125854877
6.48932091e+03,9.59999724e-01,-2.35420484e-11,3.70213744,9.94060549e-01,-3.84509847,7.50629130e-01,4.13625932e-05,5.87886651,-2.01154486,-1,-0.9997280687375832
6.82495898e+03,9.59999716e-01,-2.26348215e-11,3.70258863,9.87776307e-01,-3.84509847,7.50629130e-01,4.13626245e-05,5.88489757,-1.99347270,-1,-0.9997116248335913
7.17763726e+03,9.59999708e-01,-2.17519932e-11,3.70304305,9.81425828e-01,-3.84509847,7.50629130e-01,4.13626656e-05,5.89099538,-1.97520438,-1,-0.9996943460791988
7.54877444e+03,9.59999700e-01,-2.08985961e-11,3.70350243,9.75008333e-01,-3.84509847,7.50629130e-01,4.13627204e-05,5.89715957,-1.95673676,-1,-0.999676162968577
7.93857411e+03,9.59999692e-01,-2.00629456e-11,3.70396320,9.68529063e-01,-3.84509847,7.50629130e-01,4.13627924e-05,5.90338476,-1.93808646,-1,-0.9996570655272481
8.34830684e+03,9.59999684e-01,-1.92630811e-11,3.70441877,9.61989818e-01,-3.84509847,7.50629130e-01,4.13628880e-05,5.90966996,-1.91924915,-1,-0.9996369915062218
8.77937232e+03,9.59999676e-01,-1.84835317e-11,3.70487702,9.55392154e-01,-3.84509847,7.50629130e-01,4.13630154e-05,5.91601411,-1.90023629,-1,-0.9996158723305355
9.23222541e+03,9.59999668e-01,-1.77278066e-11,3.70533337,9.48740102e-01,-3.84509847,7.50629130e-01,4.13631843e-05,5.92241348,-1.88105767,-1,-0.9995936857152496
9.70804124e+03,9.59999660e-01,-1.69962634e-11,3.70578985,9.42035868e-01,-3.84509847,7.50629130e-01,4.13634083e-05,5.92886586,-1.86172071,-1,-0.9995703740872621
1.02085127e+04,9.59999652e-01,-1.62895167e-11,3.70624554,9.35279021e-01,-3.84509847,7.50629130e-01,4.13637075e-05,5.93537124,-1.84222215,-1,-0.9995458545068733
1.07346711e+04,9.59999643e-01,-1.56059839e-11,3.70670194,9.28474592e-01,-3.84509847,7.50629130e-01,4.13641067e-05,5.94192514,-1.82258010,-1,-0.9995200764471494
1.12876311e+04,9.59999635e-01,-1.49472648e-11,3.70716085,9.21623925e-01,-3.84509847,7.50629130e-01,4.13646385e-05,5.94852612,-1.80279211,-1,-0.9994929852975926
1.18687688e+04,9.59999627e-01,-1.43128629e-11,3.70761629,9.14729472e-01,-3.84509847,7.50629129e-01,4.13653477e-05,5.95517209,-1.78287177,-1,-0.9994645136389847
1.24795436e+04,9.59999618e-01,-1.37004818e-11,3.70807105,9.07793058e-01,-3.84509847,7.50629129e-01,4.13662937e-05,5.96186147,-1.76281642,-1,-0.9994345899709937
1.31215115e+04,9.59999609e-01,-1.31100069e-11,3.70852794,9.00814805e-01,-3.84509847,7.50629129e-01,4.13675567e-05,5.96859432,-1.74263218,-1,-0.9994031380605669
1.37963231e+04,9.59999601e-01,-1.25414936e-11,3.70898080,8.93800931e-01,-3.84509847,7.50629128e-01,4.13692440e-05,5.97536480,-1.72233582,-1,-0.9993700770399175
