star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
3.70993899e+02,2.79999981,-4.34585958e-10,3.66648268,1.61861451,-4.84509850,7.50949397e-01,4.13306747e-05,5.71457916,-3.41600124,-1,-1.0
3.88545271e+02,2.79999981,-4.28968497e-10,3.66665302,1.61650921,-4.84509850,7.50949397e-01,4.13306747e-05,5.71662033,-3.40988965,-1,-0.9999883271751001
3.94403599e+02,2.79999980,-4.26332179e-10,3.67484890,1.61529786,-4.84509850,7.50949397e-01,4.13306747e-05,5.71740230,-3.40755843,-1,-0.9999844309989522
3.97451386e+02,2.79999980,-4.24412408e-10,3.68497381,1.61430137,-4.84509850,7.50949397e-01,4.13306747e-05,5.71788161,-3.40613586,-1,-0.9999824040187262
4.00499173e+02,2.79999980,-4.22492638e-10,3.69509872,1.61330489,-4.84509850,7.50949397e-01,4.13306747e-05,5.71836093,-3.40471329,-1,-0.9999803770385002
4.09491411e+02,2.79999980,-5.44694239e-10,3.70144534,1.61155060,-4.84509847,7.50949396e-01,4.13306749e-05,5.71976265,-3.40052451,-1,-0.9999743966046268
4.28736199e+02,2.79999978,-5.56480200e-10,3.70170118,1.60850993,-4.84509847,7.50949395e-01,4.13306749e-05,5.72272190,-3.39166287,-1,-0.9999615975459231
4.48871468e+02,2.79999977,-5.47646671e-10,3.70197790,1.60539183,-4.84509847,7.50949395e-01,4.13306749e-05,5.72575721,-3.38257243,-1,-0.9999482062583731
4.69973375e+02,2.79999976,-5.38433036e-10,3.70226166,1.60219272,-4.84509847,7.50949395e-01,4.13306749e-05,5.72887145,-3.37324452,-1,-0.9999341720925276
4.91973890e+02,2.79999975,-5.28431695e-10,3.70255184,1.59891885,-4.84509847,7.50949395e-01,4.13306749e-05,5.73205867,-3.36369858,-1,-0.9999195402928425
5.15106918e+02,2.79999974,-5.17929835e-10,3.70284917,1.59555316,-4.84509847,7.50949395e-01,4.13306749e-05,5.73533521,-3.35388371,-1,-0.999904155297
5.39258944e+02,2.79999973,-5.07073426e-10,3.70315417,1.59210741,-4.84509847,7.50949395e-01,4.13306749e-05,5.73869009,-3.34383369,-1,-0.999888092599994
5.64509022e+02,2.79999971,-4.96053765e-10,3.70346601,1.58857818,-4.84509847,7.50949395e-01,4.13306749e-05,5.74212642,-3.33354211,-1,-0.9998712996256782
5.90989866e+02,2.79999970,-4.85186117e-10,3.70378708,1.58495965,-4.84509847,7.50949395e-01,4.13306749e-05,5.74564986,-3.32298652,-1,-0.9998536881104524
6.18657112e+02,2.79999969,-4.74359671e-10,3.70411461,1.58125922,-4.84509847,7.50949395e-01,4.13306749e-05,5.74925334,-3.31219346,-1,-0.9998352875593148
6.47626092e+02,2.79999967,-4.63506626e-10,3.70445096,1.57747264,-4.84509847,7.50949395e-01,4.13306749e-05,5.75294132,-3.30114527,-1,-0.9998160212688465
6.77961372e+02,2.79999966,-4.52621836e-10,3.70479125,1.57359973,-4.84509847,7.50949395e-01,4.13306749e-05,5.75671384,-3.28984408,-1,-0.999795846298381
7.09649120e+02,2.79999965,-4.41853851e-10,3.70513905,1.56964555,-4.84509847,7.50949395e-01,4.13306749e-05,5.76056597,-3.27830462,-1,-0.9997747718471144
7.42845088e+02,2.79999963,-4.31075386e-10,3.70549381,1.56560497,-4.84509847,7.50949395e-01,4.13306749e-05,5.76450283,-3.26651097,-1,-0.9997526943296504
7.77604511e+02,2.79999962,-4.20356597e-10,3.70585558,1.56147954,-4.84509847,7.50949395e-01,4.13306749e-05,5.76852238,-3.25447004,-1,-0.9997295770110556
8.13946378e+02,2.79999960,-4.09698535e-10,3.70622348,1.55727251,-4.84509847,7.50949395e-01,4.13306749e-05,5.77262153,-3.24219065,-1,-0.9997054072623872
8.51955501e+02,2.79999959,-3.99035089e-10,3.70659670,1.55298367,-4.84509847,7.50949395e-01,4.13306749e-05,5.77680025,-3.22967110,-1,-0.9996801286780476
