star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
4.15662214e+03,3.99999973e-01,-5.60782280e-12,3.60137304,7.93628254e-01,-2.34509847,7.39732019e-01,4.24450738e-05,5.72055715,-1.74932518,-1,-1.0
4.38678076e+03,3.99999971e-01,-5.51684147e-12,3.60146623,7.91145262e-01,-2.34509847,7.39732019e-01,4.24450741e-05,5.72286459,-1.74244124,-1,-0.9999985990535722
4.62953192e+03,3.99999970e-01,-5.42420801e-12,3.60155344,7.88569530e-01,-2.34509847,7.39732019e-01,4.24450743e-05,5.72525890,-1.73529569,-1,-0.9999971214579453
4.88595662e+03,3.99999969e-01,-5.32933957e-12,3.60164412,7.85896803e-01,-2.34509847,7.39732019e-01,4.24450746e-05,5.72774415,-1.72787867,-1,-0.9999955606332087
5.15652196e+03,3.99999967e-01,-5.23289668e-12,3.60173531,7.83127320e-01,-2.34509847,7.39732019e-01,4.24450749e-05,5.73032010,-1.72019069,-1,-0.9999939137361837
5.44184618e+03,3.99999966e-01,-5.13470884e-12,3.60182777,7.80260443e-01,-2.34509847,7.39732019e-01,4.24450753e-05,5.73298742,-1.71222885,-1,-0.9999921770037218
5.74253820e+03,3.99999964e-01,-5.03494143e-12,3.60192187,7.77296109e-01,-2.34509847,7.39732019e-01,4.24450758e-05,5.73574603,-1.70399337,-1,-0.9999903467294038
6.05928724e+03,3.99999963e-01,-4.93365585e-12,3.60203308,7.74233209e-01,-2.34509847,7.39732019e-01,4.24450763e-05,5.73859737,-1.69548119,-1,-0.9999884187180347
6.39374179e+03,3.99999961e-01,-4.83189855e-12,3.60213384,7.71065999e-01,-2.34509847,7.39732019e-01,4.24450770e-05,5.74154654,-1.68667553,-1,-0.999986382935464
6.74713992e+03,3.99999959e-01,-4.72829177e-12,3.60223226,7.67792822e-01,-2.34509847,7.39732019e-01,4.24450778e-05,5.74459540,-1.67757139,-1,-0.9999842318457166
7.11941227e+03,3.99999958e-01,-4.62357900e-12,3.60233272,7.64418489e-01,-2.34509847,7.39732019e-01,4.24450787e-05,5.74773933,-1.66818057,-1,-0.9999819658709777
7.51176448e+03,3.99999956e-01,-4.51819555e-12,3.60244598,7.60940033e-01,-2.34509847,7.39732019e-01,4.24450798e-05,5.75098162,-1.65849647,-1,-0.999979577672669
7.92628965e+03,3.99999954e-01,-4.41186861e-12,3.60254606,7.57353822e-01,-2.34509847,7.39732019e-01,4.24450812e-05,5.75432564,-1.64850671,-1,-0.9999770545103556
8.36318178e+03,3.99999952e-01,-4.30479734e-12,3.60264306,7.53663215e-01,-2.34509847,7.39732019e-01,4.24450828e-05,5.75776856,-1.63822100,-1,-0.9999743952031837
8.82415410e+03,3.99999950e-01,-4.19715241e-12,3.60274231,7.49866431e-01,-2.34509847,7.39732019e-01,4.24450848e-05,5.76131227,-1.62763297,-1,-0.9999715893229392
9.30963725e+03,3.99999948e-01,-4.08914239e-12,3.60284051,7.45966310e-01,-2.34509847,7.39732019e-01,4.24450873e-05,5.76495420,-1.61675285,-1,-0.9999686342483706
9.82293024e+03,3.99999946e-01,-3.98096221e-12,3.60294240,7.41955557e-01,-2.34509847,7.39732019e-01,4.24450903e-05,5.76870131,-1.60555623,-1,-0.999965509898821
1.03629235e+04,3.99999944e-01,-3.87317140e-12,3.60304269,7.37844170e-01,-2.34509847,7.39732019e-01,4.24450939e-05,5.77254408,-1.59407318,-1,-0.999962223028103
1.09325941e+04,3.99999942e-01,-3.76523907e-12,3.60313748,7.33627157e-01,-2.34509847,7.39732019e-01,4.24450985e-05,5.77648725,-1.58229008,-1,-0.9999587555151676
1.15342943e+04,3.99999940e-01,-3.65766514e-12,3.60323099,7.29303202e-01,-2.34509847,7.39732019e-01,4.24451041e-05,5.78053205,-1.57020097,-1,-0.9999550930421055
1.21681508e+04,3.99999938e-01,-3.55049765e-12,3.60332301,7.24873462e-01,-2.34509847,7.39732019e-01,4.24451111e-05,5.78460797,-1.55792964,-1,-0.99995123483771
1.28361731e+04,3.99999935e-01,-3.44364963e-12,3.60341863,7.20338507e-01,-2.34509847,7.39732019e-01,4.24451198e-05,5.78882161,-1.54529760,-1,-0.9999471686704084
1.35405388e+04,3.99999933e-01,-3.33824459e-12,3.60352409,7.15707624e-01,-2.34509847,7.39732019e-01,4.24451307e-05,5.79312576,-1.53238848,-1,-0.9999428812854249
1.42831180e+04,3.99999930e-01,-3.23356482e-12,3.60360963,7.10973883e-01,-2.34509847,7.39732019e-01,4.24451443e-05,5.79755368,-1.51913719,-1,-0.999938361299697
1.50663100e+04,3.99999928e-01,-3.12988946e-12,3.60369694,7.06146998e-01,-2.34509847,7.39732019e-01,4.24451615e-05,5.80207729,-1.50560703,-1,-0.9999335941089892
1.58920207e+04,3.99999925e-01,-3.02757318e-12,3.60377760,7.01219583e-01,-2.34509847,7.39732019e-01,4.24451833e-05,5.80669348,-1.49179269,-1,-0.9999285681123287
1.67624730e+04,3.99999923e-01,-2.92644461e-12,3.60385274,6.96200616e-01,-2.34509847,7.39732019e-01,4.24452109e-05,5.81140306,-1.47770167,-1,-0.9999232697792044
1.76802435e+04,3.99999920e-01,-2.82651497e-12,3.60392385,6.91085258e-01,-2.34509847,7.39732019e-01,4.24452460e-05,5.81620521,-1.46333297,-1,-0.9999176834261778
1.86476184e+04,3.99999918e-01,-2.72842732e-12,3.60398942,6.85880791e-01,-2.34509847,7.39732019e-01,4.24452907e-05,5.82109458,-1.44870209,-1,-0.9999117951374384
1.96673977e+04,3.99999915e-01,-2.63197590e-12,3.60405120,6.80587402e-01,-2.34509847,7.39732019e-01,4.24453479e-05,5.82607014,-1.43381346,-1,-0.9999055878697403
2.07425332e+04,3.99999912e-01,-2.53712309e-12,3.60410486,6.75206133e-01,-2.34509847,7.39732019e-01,4.24454213e-05,5.83113127,-1.41866853,-1,-0.9998990436558497
2.18752364e+04,3.99999909e-01,-2.44447415e-12,3.60416515,6.69739673e-01,-2.34509847,7.39732019e-01,4.24455154e-05,5.83627471,-1.40327709,-1,-0.9998921490346458
