star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-2.2129891,5.157587e+00,8.104454e+00,8.149207e+00
5.000000e+04,-2.2191601,5.086091e+00,8.090191e+00,8.152348e+00
1.000000e+05,-2.2228441,5.036476e+00,8.078825e+00,8.154506e+00
1.500000e+05,-2.2253281,4.999015e+00,8.069357e+00,8.156099e+00
2.000000e+05,-2.2271331,4.969325e+00,8.061212e+00,8.157338e+00
2.500000e+05,-2.2285121,4.945199e+00,8.054038e+00,8.158338e+00
3.000000e+05,-2.2296001,4.925554e+00,8.047604e+00,8.159168e+00
3.500000e+05,-2.2304851,4.909172e+00,8.041752e+00,8.159873e+00
4.000000e+05,-2.2312201,4.895345e+00,8.036372e+00,8.160484e+00
4.500000e+05,-2.2318391,4.883558e+00,8.031378e+00,8.161020e+00
5.000000e+05,-2.2323661,4.873397e+00,8.026710e+00,8.161496e+00
5.575064e+05,-2.2328791,4.863493e+00,8.021703e+00,8.161980e+00
6.241193e+05,-2.2333771,4.853842e+00,8.016307e+00,8.162476e+00
7.017711e+05,-2.2338591,4.844504e+00,8.010473e+00,8.162983e+00
7.931155e+05,-2.2343271,4.835500e+00,8.004128e+00,8.163505e+00
9.015680e+05,-2.2347781,4.826842e+00,7.997188e+00,8.164044e+00
1.031527e+06,-2.2352151,4.818615e+00,7.989559e+00,8.164603e+00
1.188972e+06,-2.2356371,4.810814e+00,7.981123e+00,8.165189e+00
1.381507e+06,-2.2360461,4.803501e+00,7.971759e+00,8.165809e+00
1.619403e+06,-2.2364441,4.796690e+00,7.961321e+00,8.166471e+00
1.915431e+06,-2.2368331,4.790380e+00,7.949683e+00,8.167176e+00
2.284704e+06,-2.2372111,4.784535e+00,7.936768e+00,8.167919e+00
2.743504e+06,-2.2375821,4.779079e+00,7.922606e+00,8.168691e+00
3.307385e+06,-2.2379481,4.773908e+00,7.907359e+00,8.169486e+00
3.989036e+06,-2.2383141,4.768910e+00,7.891310e+00,8.170303e+00
4.796260e+06,-2.2386811,4.763934e+00,7.874820e+00,8.171140e+00
5.733063e+06,-2.2390531,4.758903e+00,7.858216e+00,8.171988e+00
6.799591e+06,-2.2394251,4.753749e+00,7.841769e+00,8.172833e+00
7.993613e+06,-2.2397961,4.748440e+00,7.825657e+00,8.173663e+00
9.312268e+06,-2.2401631,4.742962e+00,7.809964e+00,8.174463e+00
1.075200e+07,-2.2405201,4.737315e+00,7.794713e+00,8.175215e+00
1.230839e+07,-2.2408671,4.731518e+00,7.779901e+00,8.175921e+00
1.397891e+07,-2.2412091,4.725590e+00,7.765501e+00,8.176604e+00
1.576282e+07,-2.2415461,4.719541e+00,7.751458e+00,8.177272e+00
1.765826e+07,-2.2418781,4.713343e+00,7.737725e+00,8.177922e+00
1.966186e+07,-2.2422051,4.707104e+00,7.724272e+00,8.178554e+00
2.177499e+07,-2.2425281,4.700781e+00,7.711040e+00,8.179166e+00
2.399352e+07,-2.2428411,4.694347e+00,7.698006e+00,8.179740e+00
2.631220e+07,-2.2431441,4.687879e+00,7.685171e+00,8.180282e+00
2.873395e+07,-2.2434411,4.681428e+00,7.672494e+00,8.180799e+00
3.126170e+07,-2.2437321,4.674894e+00,7.659944e+00,8.181298e+00
3.388898e+07,-2.2440151,4.668363e+00,7.647536e+00,8.181781e+00
3.662130e+07,-2.2442941,4.661787e+00,7.635234e+00,8.182252e+00
3.945639e+07,-2.2445691,4.655275e+00,7.623046e+00,8.182726e+00
4.240635e+07,-2.2448441,4.648722e+00,7.610918e+00,8.183203e+00
4.546474e+07,-2.2451131,4.642195e+00,7.598872e+00,8.183670e+00
