star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
9.73781530e+02,1.75999988,-1.06570378e-10,2.25160822,3.61712570,1.41422985,-1.84509892,7.97800472e-05,5.73845537,-2.98596909,-1
1.02478989e+03,1.75999988,-1.05042336e-10,2.24789706,3.61740280,1.41182008,-1.84509892,7.95790205e-05,5.74074895,-2.97910577,-1
1.07836683e+03,1.75999987,-1.03657558e-10,2.24405796,3.61769026,1.40932560,-1.84509892,7.95046343e-05,5.74312344,-2.97200035,-1
1.13467491e+03,1.75999987,-1.02197873e-10,2.24007588,3.61798597,1.40674315,-1.84509892,7.93911092e-05,5.74558227,-2.96464243,-1
1.19388035e+03,1.75999986,-1.00656298e-10,2.23595981,3.61829380,1.40406947,-1.84509891,7.92331469e-05,5.74812855,-2.95702333,-1
1.25612653e+03,1.75999985,-9.90559395e-11,2.23173583,3.61862142,1.40130223,-1.84509891,7.90504179e-05,5.75076433,-2.94913632,-1
1.32155055e+03,1.75999985,-9.74198801e-11,2.22738500,3.61896487,1.39843992,-1.84509891,7.88573351e-05,5.75349108,-2.94097612,-1
1.39028464e+03,1.75999984,-9.57682605e-11,2.22284458,3.61930859,1.39548226,-1.84509890,7.86614567e-05,5.75630943,-2.93254281,-1
1.46284703e+03,1.75999983,-9.40749433e-11,2.21804836,3.61964097,1.39241940,-1.84509890,7.84348456e-05,5.75922879,-2.92380518,-1
1.53920501e+03,1.75999983,-9.23245469e-11,2.21330012,3.62003696,1.38925329,-1.84509890,7.81982155e-05,5.76224677,-2.91477281,-1
1.61932196e+03,1.75999982,-9.06227700e-11,2.20847254,3.62046269,1.38598804,-1.84509889,7.80231629e-05,5.76535959,-2.90545482,-1
1.70353734e+03,1.75999981,-8.88642628e-11,2.20329428,3.62085145,1.38262138,-1.84509889,7.77870731e-05,5.76857053,-2.89584181,-1
1.79240405e+03,1.75999981,-8.70885982e-11,2.19792000,3.62124655,1.37914406,-1.84509888,7.75424303e-05,5.77188798,-2.88591067,-1
1.88546727e+03,1.75999980,-8.52922843e-11,2.19239627,3.62165221,1.37557088,-1.84509888,7.72857635e-05,5.77529756,-2.87570315,-1
1.98376916e+03,1.75999979,-8.34701830e-11,2.18676160,3.62208785,1.37188224,-1.84509887,7.70197142e-05,5.77881830,-2.86516273,-1
2.08673894e+03,1.75999978,-8.16345001e-11,2.18099859,3.62254135,1.36809374,-1.84509887,7.67475181e-05,5.78243521,-2.85433312,-1
2.19544123e+03,1.75999977,-7.97843402e-11,2.17503855,3.62300336,1.36418970,-1.84509886,7.64611614e-05,5.78616304,-2.84317211,-1
2.30942137e+03,1.75999976,-7.79683339e-11,2.16891628,3.62347579,1.36018371,-1.84509886,7.62075628e-05,5.78998937,-2.83171568,-1
2.42941791e+03,1.75999975,-7.61217329e-11,2.16264884,3.62396717,1.35606723,-1.84509885,7.59255151e-05,5.79392195,-2.81993894,-1
2.55569501e+03,1.75999974,-7.42817456e-11,2.15615240,3.62445615,1.35184106,-1.84509885,7.56391469e-05,5.79796097,-2.80784267,-1
2.68828720e+03,1.75999973,-7.24228423e-11,2.14944199,3.62494367,1.34751081,-1.84509884,7.53220045e-05,5.80210066,-2.79544488,-1
2.82758715e+03,1.75999972,-7.05636750e-11,2.14255888,3.62544080,1.34307499,-1.84509883,7.49950082e-05,5.80634262,-2.78273716,-1
2.97434466e+03,1.75999971,-6.87004778e-11,2.13548479,3.62594555,1.33852845,-1.84509883,7.46487241e-05,5.81069182,-2.76970912,-1
3.12863406e+03,1.75999970,-6.68427589e-11,2.12836104,3.62649165,1.33387438,-1.84509882,7.43066988e-05,5.81514497,-2.75636992,-1
3.29076755e+03,1.75999969,-6.50022210e-11,2.12092967,3.62701279,1.32911640,-1.84509881,7.39510835e-05,5.81969905,-2.74272630,-1
3.46123135e+03,1.75999968,-6.31727420e-11,2.11340419,3.62756272,1.32425380,-1.84509881,7.35949873e-05,5.82435424,-2.72877734,-1
3.64044218e+03,1.75999967,-6.13612191e-11,2.10581176,3.62814882,1.31928540,-1.84509880,7.32469316e-05,5.82911189,-2.71451956,-1
3.82882142e+03,1.75999966,-5.95838608e-11,2.09798959,3.62872930,1.31421335,-1.84509880,7.29086546e-05,5.83397051,-2.69995890,-1
4.02682825e+03,1.75999965,-5.77961466e-11,2.09001120,3.62932182,1.30903912,-1.84509879,7.25301093e-05,5.83892856,-2.68509955,-1
4.23487016e+03,1.75999964,-5.60261447e-11,2.08171715,3.62988459,1.30376654,-1.84509878,7.21263192e-05,5.84398270,-2.66994856,-1
4.45364161e+03,1.75999963,-5.42874033e-11,2.07342052,3.63049726,1.29839288,-1.84509878,7.17427725e-05,5.84913472,-2.65450451,-1
4.68384567e+03,1.75999961,-5.25724524e-11,2.06492688,3.63111060,1.29291939,-1.84509877,7.13483864e-05,5.85438435,-2.63876712,-1
