star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
3.22520331e+02,1.34996916e+02,-1.13242980e-05,6.37779789,4.51329573,1.68498464,-1.84509850,2.38886529e+02,7.32852373,-7.31172016e-01,-1
3.28465389e+02,1.34996845e+02,-1.13769547e-05,6.37792985,4.51394724,1.68374760,-1.84509850,2.40947692e+02,7.32956354,-7.28153472e-01,-1
3.34410447e+02,1.34996774e+02,-1.14296114e-05,6.37806181,4.51459875,1.68251056,-1.84509850,2.43008855e+02,7.33060335,-7.25134928e-01,-1
3.40355504e+02,1.34996704e+02,-1.14822681e-05,6.37819377,4.51525026,1.68127352,-1.84509850,2.45070018e+02,7.33164316,-7.22116384e-01,-1
3.46300562e+02,1.34996633e+02,-1.15349248e-05,6.37832573,4.51590177,1.68003647,-1.84509850,2.47131181e+02,7.33268298,-7.19097839e-01,-1
3.52245620e+02,1.34996562e+02,-1.15875815e-05,6.37845769,4.51655328,1.67879943,-1.84509850,2.49192344e+02,7.33372279,-7.16079295e-01,-1
3.58190677e+02,1.34996491e+02,-1.16402382e-05,6.37858965,4.51720479,1.67756239,-1.84509850,2.51253508e+02,7.33476260,-7.13060751e-01,-1
3.64135735e+02,1.34996421e+02,-1.16928949e-05,6.37872160,4.51785630,1.67632535,-1.84509850,2.53314671e+02,7.33580241,-7.10042207e-01,-1
3.70080793e+02,1.34996350e+02,-1.17455516e-05,6.37885356,4.51850781,1.67508831,-1.84509850,2.55375834e+02,7.33684222,-7.07023663e-01,-1
3.76025850e+02,1.34996279e+02,-1.17982083e-05,6.37898552,4.51915932,1.67385127,-1.84509850,2.57436997e+02,7.33788203,-7.04005119e-01,-1
3.81970908e+02,1.34996209e+02,-1.18508650e-05,6.37911748,4.51981083,1.67261423,-1.84509850,2.59498160e+02,7.33892184,-7.00986575e-01,-1
3.88063435e+02,1.34996135e+02,-1.19079467e-05,6.37924494,4.52047815,1.67134333,-1.84509850,2.61703557e+02,7.33998374,-6.97903818e-01,-1
3.94991841e+02,1.34996049e+02,-1.19901101e-05,6.37934689,4.52123504,1.66988051,-1.84509850,2.64726491e+02,7.34117083,-6.94457097e-01,-1
4.01920247e+02,1.34995962e+02,-1.20722734e-05,6.37944884,4.52199194,1.66841769,-1.84509850,2.67749426e+02,7.34235793,-6.91010375e-01,-1
4.08848654e+02,1.34995875e+02,-1.21544368e-05,6.37955079,4.52274884,1.66695487,-1.84509850,2.70772361e+02,7.34354502,-6.87563654e-01,-1
4.15777060e+02,1.34995788e+02,-1.22366002e-05,6.37965275,4.52350574,1.66549205,-1.84509850,2.73795296e+02,7.34473211,-6.84116932e-01,-1
4.22705466e+02,1.34995701e+02,-1.23187635e-05,6.37975470,4.52426263,1.66402923,-1.84509850,2.76818231e+02,7.34591920,-6.80670211e-01,-1
4.29633872e+02,1.34995614e+02,-1.24009269e-05,6.37985665,4.52501953,1.66256642,-1.84509850,2.79841166e+02,7.34710630,-6.77223489e-01,-1
4.36562278e+02,1.34995527e+02,-1.24830902e-05,6.37995860,4.52577643,1.66110360,-1.84509850,2.82864101e+02,7.34829339,-6.73776768e-01,-1
4.43756179e+02,1.34995436e+02,-1.25647318e-05,6.38005170,4.52656071,1.65958159,-1.84509850,2.85973646e+02,7.34951826,-6.70220184e-01,-1
4.51536420e+02,1.34995334e+02,-1.26452208e-05,6.38012522,4.52740546,1.65792885,-1.84509850,2.89274469e+02,7.35082658,-6.66420971e-01,-1
4.59316661e+02,1.34995233e+02,-1.27257098e-05,6.38019875,4.52825020,1.65627612,-1.84509850,2.92575291e+02,7.35213491,-6.62621758e-01,-1
4.67096902e+02,1.34995131e+02,-1.28061988e-05,6.38027228,4.52909495,1.65462339,-1.84509850,2.95876113e+02,7.35344323,-6.58822545e-01,-1
4.74877143e+02,1.34995030e+02,-1.28866879e-05,6.38034580,4.52993970,1.65297065,-1.84509851,2.99176935e+02,7.35475155,-6.55023332e-01,-1
4.82657384e+02,1.34994928e+02,-1.29671769e-05,6.38041933,4.53078445,1.65131792,-1.84509851,3.02477757e+02,7.35605987,-6.51224119e-01,-1
4.90437626e+02,1.34994826e+02,-1.30476659e-05,6.38049286,4.53162920,1.64966519,-1.84509851,3.05778580e+02,7.35736819,-6.47424906e-01,-1
4.98937061e+02,1.34994712e+02,-1.31282832e-05,6.38054308,4.53254572,1.64785725,-1.84509851,3.09356032e+02,7.35877455,-6.43340674e-01,-1
5.07508896e+02,1.34994596e+02,-1.32089134e-05,6.38059095,4.53346947,1.64603369,-1.84509851,3.12961331e+02,7.36019078,-6.39227750e-01,-1
5.16080730e+02,1.34994480e+02,-1.32895436e-05,6.38063882,4.53439322,1.64421013,-1.84509851,3.16566630e+02,7.36160702,-6.35114825e-01,-1
