star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
4.69136093e+02,3.99999974,-4.88469719e-10,2.92526571,3.61393748,1.75743504,-1.84509849,9.52863589e-05,5.73878547,-3.67304385,-1
4.92207252e+02,3.99999973,-4.82324902e-10,2.92193525,3.61420471,1.75523536,-1.84509849,9.50693694e-05,5.74091575,-3.66665896,-1
5.16376549e+02,3.99999971,-4.76035145e-10,2.91867584,3.61452850,1.75295807,-1.84509849,9.48601409e-05,5.74312076,-3.66004995,-1
5.41089757e+02,3.99999970,-4.69843324e-10,2.92391787,3.61715136,1.75033337,-1.84509849,1.14161430e-04,5.74539415,-3.65323849,-1
5.67341016e+02,3.99999969,-4.73098767e-10,2.92358152,3.61834977,1.74776837,-1.84509849,1.22410899e-04,5.74779565,-3.64604099,-1
5.95190044e+02,3.99999968,-4.67476124e-10,2.91996249,3.61874107,1.74517625,-1.84509849,1.22517287e-04,5.75030711,-3.63851253,-1
6.24386182e+02,3.99999966,-4.61185092e-10,2.91603925,3.61909775,1.74250128,-1.84509849,1.22451543e-04,5.75289994,-3.63073951,-1
6.54955006e+02,3.99999965,-4.54508719e-10,2.91207178,3.61948522,1.73974261,-1.84509849,1.22319595e-04,5.75557348,-3.62272366,-1
6.86966105e+02,3.99999964,-4.47500384e-10,2.90794012,3.61987445,1.73689832,-1.84509849,1.22114827e-04,5.75833060,-3.61445780,-1
7.20583042e+02,3.99999962,-4.40155619e-10,2.90358594,3.62025392,1.73396228,-1.84509849,1.21827882e-04,5.76117712,-3.60592231,-1
7.55922645e+02,3.99999961,-4.32708397e-10,2.89907837,3.62064266,1.73093101,-1.84509849,1.21530465e-04,5.76411644,-3.59711022,-1
7.92917741e+02,3.99999959,-4.25066712e-10,2.89443180,3.62104086,1.72781134,-1.84509849,1.21192530e-04,5.76714189,-3.58803934,-1
8.31626539e+02,3.99999957,-4.17287292e-10,2.88964076,3.62144722,1.72460309,-1.84509849,1.20826761e-04,5.77025350,-3.57870925,-1
8.72306300e+02,3.99999956,-4.09505386e-10,2.88482105,3.62189613,1.72129541,-1.84509849,1.20487973e-04,5.77346142,-3.56909007,-1
9.15000387e+02,3.99999954,-4.01702602e-10,2.87991211,3.62237186,1.71788948,-1.84509849,1.20161312e-04,5.77676461,-3.55918451,-1
9.59589554e+02,3.99999952,-3.93704860e-10,2.87467468,3.62280875,1.71439699,-1.84509849,1.19759862e-04,5.78015295,-3.54902336,-1
1.00657859e+03,3.99999950,-3.85702148e-10,2.86925416,3.62325252,1.71079919,-1.84509849,1.19359785e-04,5.78364380,-3.53855131,-1
1.05563252e+03,3.99999949,-3.77451843e-10,2.86387490,3.62375145,1.70711169,-1.84509849,1.18906757e-04,5.78722133,-3.52781962,-1
1.10726137e+03,3.99999947,-3.69368906e-10,2.85830161,3.62425504,1.70331787,-1.84509849,1.18502641e-04,5.79090274,-3.51677490,-1
1.16125252e+03,3.99999945,-3.61229919e-10,2.85247273,3.62474036,1.69943280,-1.84509849,1.18065797e-04,5.79467333,-3.50546331,-1
1.21785597e+03,3.99999943,-3.53036198e-10,2.84653240,3.62524660,1.69545015,-1.84509849,1.17610756e-04,5.79853887,-3.49386505,-1
1.27731772e+03,3.99999941,-3.44932802e-10,2.84047264,3.62575035,1.69141277,-1.84509849,1.17148394e-04,5.80245824,-3.48210522,-1
1.33958538e+03,3.99999938,-3.36699122e-10,2.83433888,3.62630774,1.68723110,-1.84509849,1.16673938e-04,5.80651763,-3.46992610,-1
1.40485134e+03,3.99999936,-3.28614432e-10,2.82808464,3.62688415,1.68295118,-1.84509849,1.16241461e-04,5.81067246,-3.45745846,-1
1.47325079e+03,3.99999934,-3.20520944e-10,2.82153360,3.62743411,1.67857573,-1.84509849,1.15773381e-04,5.81492122,-3.44470791,-1
1.54494947e+03,3.99999932,-3.12481445e-10,2.81485451,3.62800027,1.67410387,-1.84509849,1.15307407e-04,5.81926408,-3.43167284,-1
1.62012587e+03,3.99999930,-3.04365871e-10,2.80819285,3.62861982,1.66953394,-1.84509849,1.14806961e-04,5.82370206,-3.41835283,-1
1.69895552e+03,3.99999927,-2.96362216e-10,2.80134958,3.62924314,1.66486567,-1.84509849,1.14317869e-04,5.82823659,-3.40474135,-1
1.78156801e+03,3.99999925,-2.88487335e-10,2.79419428,3.62983470,1.66010490,-1.84509849,1.13831026e-04,5.83286231,-3.39085724,-1
1.86816806e+03,3.99999922,-2.80494608e-10,2.78690939,3.63044058,1.65525068,-1.84509849,1.13264063e-04,5.83757943,-3.37669667,-1
1.95894598e+03,3.99999920,-2.72726459e-10,2.77964696,3.63109997,1.65030070,-1.84509849,1.12765493e-04,5.84238975,-3.36225451,-1
2.05405167e+03,3.99999917,-2.64959779e-10,2.77203934,3.63171729,1.64526224,-1.84509849,1.12205714e-04,5.84728769,-3.34754852,-1
2.15372731e+03,3.99999915,-2.57341183e-10,2.76455365,3.63241199,1.64012999,-1.84509849,1.11686548e-04,5.85227668,-3.33256947,-1
2.25813299e+03,3.99999912,-2.49854195e-10,2.75669368,3.63305587,1.63491225,-1.84509849,1.11153445e-04,5.85735036,-3.31733344,-1
2.36769001e+03,3.99999909,-2.42381154e-10,2.74888008,3.63375793,1.62960133,-1.84509849,1.10588776e-04,5.86251483,-3.30182581,-1
2.48249204e+03,3.99999907,-2.34974759e-10,2.74077495,3.63442945,1.62420573,-1.84509849,1.09981112e-04,5.86776268,-3.28606195,-1
2.60276389e+03,3.99999904,-2.27717878e-10,2.73265953,3.63514195,1.61872301,-1.84509849,1.09391686e-04,5.87309526,-3.27004273,-1
2.72868808e+03,3.99999901,-2.20545875e-10,2.72435121,3.63584734,1.61315807,-1.84509849,1.08771412e-04,5.87850815,-3.25377891,-1
2.86085178e+03,3.99999898,-2.13544654e-10,2.71595592,3.63657379,1.60750752,-1.84509849,1.08165461e-04,5.88400488,-3.23725965,-1
2.99924033e+03,3.99999895,-2.06622815e-10,2.70726870,3.63726594,1.60177962,-1.84509849,1.07513392e-04,5.88957826,-3.22051026,-1
3.14416172e+03,3.99999893,-1.99854244e-10,2.69867414,3.63802159,1.59597104,-1.84509849,1.06878205e-04,5.89523065,-3.20352206,-1
3.29629968e+03,3.99999890,-1.93241509e-10,2.69000968,3.63880105,1.59007989,-1.84509849,1.06244197e-04,5.90096455,-3.18628890,-1
3.45541542e+03,3.99999887,-1.86757297e-10,2.68094815,3.63951587,1.58411948,-1.84509849,1.05579383e-04,5.90676802,-3.16884447,-1
3.62241555e+03,3.99999883,-1.80364481e-10,2.67197564,3.64025835,1.57814827,-1.84509849,1.04847773e-04,5.91248326,-3.15155201,-1
3.79721438e+03,3.99999880,-1.74225392e-10,2.66304278,3.64106819,1.57206217,-1.84509849,1.04203397e-04,5.91838327,-3.13378749,-1
