star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
9.52966461e+02,1.83999988,-1.15579075e-10,2.28821409,3.61738005,1.43202410,-1.84509885,8.18990180e-05,5.73939142,-3.02105738,-1
1.00275072e+03,1.83999987,-1.13902116e-10,2.28462804,3.61770383,1.42958351,-1.84509885,8.17097286e-05,5.74171648,-3.01410141,-1
1.05503942e+03,1.83999986,-1.12398119e-10,2.28077603,3.61800359,1.42705798,-1.84509885,8.16458842e-05,5.74412298,-3.00689861,-1
1.10999009e+03,1.83999986,-1.10795178e-10,2.27677890,3.61831142,1.42444375,-1.84509885,8.15285125e-05,5.74661453,-2.99944229,-1
1.16775883e+03,1.83999985,-1.09110829e-10,2.27271942,3.61864988,1.42173711,-1.84509884,8.13802081e-05,5.74919446,-2.99172091,-1
1.22848034e+03,1.83999985,-1.07389213e-10,2.26848556,3.61899155,1.41893683,-1.84509884,8.12179483e-05,5.75186424,-2.98373103,-1
1.29227447e+03,1.83999984,-1.05589788e-10,2.26403600,3.61932631,1.41604253,-1.84509884,8.10033578e-05,5.75462420,-2.97547054,-1
1.35928692e+03,1.83999983,-1.03755028e-10,2.25944017,3.61967238,1.41305249,-1.84509884,8.07770591e-05,5.75747590,-2.96693492,-1
1.43016717e+03,1.83999982,-1.01914146e-10,2.25480233,3.62006377,1.40995077,-1.84509883,8.05777897e-05,5.76043449,-2.95808067,-1
1.50455572e+03,1.83999982,-1.00046488e-10,2.24990667,3.62043890,1.40675268,-1.84509883,8.03548995e-05,5.76348604,-2.94894752,-1
1.58257525e+03,1.83999981,-9.81477783e-11,2.24482917,3.62081669,1.40345835,-1.84509883,8.01148274e-05,5.76662997,-2.93953707,-1
1.66482590e+03,1.83999980,-9.62231349e-11,2.23958809,3.62120751,1.40005619,-1.84509882,7.98643210e-05,5.76987745,-2.92981657,-1
1.75134878e+03,1.83999979,-9.42732763e-11,2.23423506,3.62162288,1.39654892,-1.84509882,7.96076913e-05,5.77322595,-2.91979265,-1
1.84203221e+03,1.83999978,-9.23063392e-11,2.22870367,3.62204289,1.39294321,-1.84509882,7.93392288e-05,5.77666949,-2.90948410,-1
1.93784006e+03,1.83999978,-9.03223301e-11,2.22303260,3.62248632,1.38922081,-1.84509881,7.90666099e-05,5.78022513,-2.89883841,-1
2.03816993e+03,1.83999977,-8.83371888e-11,2.21723676,3.62294753,1.38540048,-1.84509881,7.87991563e-05,5.78387502,-2.88790942,-1
2.14402399e+03,1.83999976,-8.63497996e-11,2.21118114,3.62340076,1.38146621,-1.84509881,7.85215136e-05,5.78763525,-2.87664852,-1
2.25511451e+03,1.83999975,-8.43370782e-11,2.20505001,3.62388716,1.37742784,-1.84509880,7.82308445e-05,5.79149586,-2.86508604,-1
2.37182580e+03,1.83999974,-8.23055321e-11,2.19883022,3.62440533,1.37328160,-1.84509880,7.79271307e-05,5.79546053,-2.85321133,-1
2.49485328e+03,1.83999973,-8.03278091e-11,2.19227409,3.62489568,1.36902283,-1.84509879,7.76527439e-05,5.79953453,-2.84100892,-1
2.62402859e+03,1.83999972,-7.83110671e-11,2.18555265,3.62539675,1.36465998,-1.84509879,7.73335246e-05,5.80370901,-2.82850459,-1
2.75971882e+03,1.83999971,-7.62906125e-11,2.17868029,3.62591268,1.36019195,-1.84509878,7.70025669e-05,5.80798540,-2.81569384,-1
2.90234102e+03,1.83999970,-7.42547008e-11,2.17158423,3.62642581,1.35561765,-1.84509878,7.66359762e-05,5.81236449,-2.80257439,-1
3.05243379e+03,1.83999969,-7.22578681e-11,2.16439679,3.62697055,1.35093444,-1.84509877,7.63021814e-05,5.81684889,-2.78913706,-1
3.21023751e+03,1.83999968,-7.02587296e-11,2.15694065,3.62750041,1.34614665,-1.84509877,7.59365059e-05,5.82143513,-2.77539450,-1
3.37610829e+03,1.83999966,-6.82644884e-11,2.14944202,3.62807209,1.34125398,-1.84509876,7.55666958e-05,5.82612305,-2.76134592,-1
3.55045630e+03,1.83999965,-6.63203904e-11,2.14189239,3.62868421,1.33625492,-1.84509876,7.52406337e-05,5.83091440,-2.74698799,-1
3.73362472e+03,1.83999964,-6.43737129e-11,2.13395637,3.62924982,1.33115570,-1.84509875,7.48621954e-05,5.83580338,-2.73233553,-1
3.92611406e+03,1.83999963,-6.24341921e-11,2.12581993,3.62981483,1.32595745,-1.84509875,7.44573371e-05,5.84078904,-2.71739170,-1
4.12865521e+03,1.83999962,-6.05181797e-11,2.11764497,3.63042190,1.32065583,-1.84509874,7.40577183e-05,5.84587489,-2.70214882,-1
4.34153146e+03,1.83999960,-5.86300788e-11,2.10925985,3.63102517,1.31525674,-1.84509874,7.36503188e-05,5.85105602,-2.68661662,-1
4.56521297e+03,1.83999959,-5.67569590e-11,2.10074736,3.63164502,1.30976080,-1.84509873,7.32238158e-05,5.85633174,-2.67080127,-1
