star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
2.38351128e+03,7.49999950e-01,-1.84529794e-11,1.47937456,3.60464496,1.05307450,-1.84510005,3.90487038e-05,5.73825506,-2.25691294,-1
2.51396044e+03,7.49999947e-01,-1.81744505e-11,1.47522521,3.60485223,1.05058529,-1.84510002,3.89454112e-05,5.74058613,-2.24994881,-1
2.65162545e+03,7.49999945e-01,-1.78889674e-11,1.47106034,3.60510440,1.04799853,-1.84509998,3.88536339e-05,5.74300931,-2.24270845,-1
2.79688172e+03,7.49999942e-01,-1.76021429e-11,1.46659999,3.60533173,1.04531368,-1.84509993,3.87527947e-05,5.74552511,-2.23519176,-1
2.95007664e+03,7.49999940e-01,-1.73044285e-11,1.46199714,3.60557321,1.04252931,-1.84509987,3.86390013e-05,5.74813474,-2.22739603,-1
3.11154882e+03,7.49999937e-01,-1.70029281e-11,1.45729010,3.60583912,1.03964397,-1.84509981,3.85319233e-05,5.75083980,-2.21931369,-1
3.28161701e+03,7.49999934e-01,-1.66969265e-11,1.45233201,3.60609241,1.03665835,-1.84509974,3.84122657e-05,5.75363967,-2.21094741,-1
3.46061856e+03,7.49999931e-01,-1.63840994e-11,1.44717915,3.60634725,1.03357223,-1.84509966,3.82805619e-05,5.75653449,-2.20229722,-1
3.64942950e+03,7.49999928e-01,-1.60648220e-11,1.44184966,3.60661112,1.03037973,-1.84509958,3.81398900e-05,5.75953002,-2.19334442,-1
3.84920653e+03,7.49999925e-01,-1.57414646e-11,1.43635509,3.60689092,1.02707287,-1.84509950,3.79977405e-05,5.76263377,-2.18406780,-1
4.05907934e+03,7.49999922e-01,-1.54161477e-11,1.43065408,3.60716930,1.02366559,-1.84509943,3.78507617e-05,5.76583262,-2.17450417,-1
4.28060939e+03,7.49999919e-01,-1.50861723e-11,1.42480904,3.60746750,1.02014667,-1.84509935,3.77005335e-05,5.76913758,-2.16462305,-1
4.51434065e+03,7.49999915e-01,-1.47576559e-11,1.41894229,3.60781732,1.01651366,-1.84509928,3.75749580e-05,5.77255088,-2.15441875,-1
4.76029266e+03,7.49999911e-01,-1.44236222e-11,1.41264339,3.60811202,1.01277481,-1.84509921,3.74095768e-05,5.77606532,-2.14391113,-1
5.01993549e+03,7.49999908e-01,-1.40849487e-11,1.40619540,3.60842671,1.00892143,-1.84509914,3.72372847e-05,5.77968838,-2.13307775,-1
5.29355803e+03,7.49999904e-01,-1.37445182e-11,1.39952677,3.60874163,1.00495728,-1.84509906,3.70557992e-05,5.78341749,-2.12192843,-1
5.58132147e+03,7.49999900e-01,-1.34035839e-11,1.39267391,3.60906399,1.00088613,-1.84509899,3.68706327e-05,5.78724828,-2.11047277,-1
5.88582971e+03,7.49999896e-01,-1.30592803e-11,1.38574068,3.60942703,9.96693424e-01,-1.84509893,3.66852569e-05,5.79119515,-2.09866945,-1
6.20626279e+03,7.49999892e-01,-1.27200769e-11,1.37854772,3.60977987,9.92391273e-01,-1.84509888,3.65021921e-05,5.79524677,-2.08655218,-1
6.54370842e+03,7.49999888e-01,-1.23802397e-11,1.37110316,3.61012433,9.87980075e-01,-1.84509884,3.63050490e-05,5.79940285,-2.07412132,-1
6.89919604e+03,7.49999884e-01,-1.20390181e-11,1.36347072,3.61047688,9.83458762e-01,-1.84509879,3.60963646e-05,5.80366456,-2.06137280,-1
7.27417095e+03,7.49999879e-01,-1.16970377e-11,1.35565243,3.61083933,9.78824711e-01,-1.84509874,3.58771804e-05,5.80803431,-2.04830008,-1
7.66960568e+03,7.49999875e-01,-1.13585145e-11,1.34774801,3.61123631,9.74078543e-01,-1.84509870,3.56676197e-05,5.81251200,-2.03490388,-1
8.08616518e+03,7.49999870e-01,-1.10260370e-11,1.33956764,3.61161853,9.69223910e-01,-1.84509867,3.54570690e-05,5.81709377,-2.02119223,-1
8.52500524e+03,7.49999865e-01,-1.06915395e-11,1.33111097,3.61199399,9.64244651e-01,-1.84509864,3.52238221e-05,5.82168074,-2.00731834,-1
8.98730078e+03,7.49999860e-01,-1.03575278e-11,1.32247346,3.61237635,9.59161186e-01,-1.84509861,3.49765833e-05,5.82642388,-1.99305076,-1
9.47451228e+03,7.49999855e-01,-1.00290515e-11,1.31371051,3.61278083,9.53970754e-01,-1.84509858,3.47363868e-05,5.83132522,-1.97837400,-1
9.98823554e+03,7.49999850e-01,-9.70317320e-12,1.30462442,3.61315424,9.48680880e-01,-1.84509856,3.44719056e-05,5.83631811,-1.96342157,-1
1.05294878e+04,7.49999845e-01,-9.38340411e-12,1.29545623,3.61355736,9.43290554e-01,-1.84509854,3.42170100e-05,5.84141208,-1.94816976,-1
1.10995763e+04,7.49999840e-01,-9.07112849e-12,1.28619399,3.61398430,9.37805539e-01,-1.84509852,3.39735686e-05,5.84660232,-1.93263238,-1
1.16997100e+04,7.49999835e-01,-8.76069552e-12,1.27668338,3.61439540,9.32228040e-01,-1.84509851,3.37063973e-05,5.85188347,-1.91682434,-1
1.23326523e+04,7.49999829e-01,-8.45570054e-12,1.26691012,3.61479492,9.26542364e-01,-1.84509850,3.34302545e-05,5.85726992,-1.90069777,-1
1.29993774e+04,7.49999824e-01,-8.15425683e-12,1.25697830,3.61520199,9.20762318e-01,-1.84509850,3.31426848e-05,5.86274905,-1.88429284,-1
1.37008520e+04,7.49999818e-01,-7.86022144e-12,1.24690187,3.61561085,9.14906390e-01,-1.84509849,3.28549241e-05,5.86830236,-1.86766037,-1
1.44415260e+04,7.49999813e-01,-7.57461406e-12,1.23673231,3.61604653,9.08950252e-01,-1.84509848,3.25800148e-05,5.87395300,-1.85073369,-1
1.52200643e+04,7.49999807e-01,-7.28997727e-12,1.22621748,3.61643660,9.02912700e-01,-1.84509848,3.22632173e-05,5.87968483,-1.83356333,-1
1.60417441e+04,7.49999801e-01,-7.01536634e-12,1.21569819,3.61686828,8.96789685e-01,-1.84509848,3.19688297e-05,5.88550017,-1.81613905,-1
1.69057922e+04,7.49999795e-01,-6.74872693e-12,1.20502170,3.61730125,8.90585492e-01,-1.84509848,3.16779387e-05,5.89139637,-1.79847571,-1
1.78173320e+04,7.49999789e-01,-6.48646900e-12,1.19402430,3.61769805,8.84293199e-01,-1.84509848,3.13606944e-05,5.89737953,-1.78055266,-1
1.87768399e+04,7.49999783e-01,-6.23100837e-12,1.18309231,3.61814611,8.77931095e-01,-1.84509848,3.10545310e-05,5.90343205,-1.76242306,-1
1.97873044e+04,7.49999777e-01,-5.98453819e-12,1.17187457,3.61855728,8.71499885e-01,-1.84509848,3.07437973e-05,5.90955301,-1.74408339,-1
2.08522371e+04,7.49999771e-01,-5.74245401e-12,1.16047632,3.61896453,8.64986255e-01,-1.84509847,3.04161676e-05,5.91575559,-1.72549522,-1
2.19733834e+04,7.49999765e-01,-5.50891406e-12,1.14896610,3.61936864,8.58422916e-01,-1.84509847,3.00911054e-05,5.92200879,-1.70675163,-1
