star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
1.06753302e+03,1.63999989,-9.20904991e-11,2.18871335,3.61684345,1.38334693,-1.84509876,7.61108703e-05,5.73943017,-2.92277071,-1
1.12326416e+03,1.63999988,-9.09211664e-11,2.18495737,3.61712556,1.38090472,-1.84509876,7.60618419e-05,5.74175143,-2.91582434,-1
1.18182602e+03,1.63999988,-8.96771830e-11,2.18106577,3.61741701,1.37837601,-1.84509876,7.59686392e-05,5.74415549,-2.90863238,-1
1.24340610e+03,1.63999987,-8.83586574e-11,2.17702910,3.61771722,1.37575727,-1.84509876,7.58296110e-05,5.74664573,-2.90118131,-1
1.30816896e+03,1.63999987,-8.69886933e-11,2.17285118,3.61802838,1.37304599,-1.84509875,7.56633606e-05,5.74922453,-2.89346456,-1
1.37626753e+03,1.63999986,-8.55797634e-11,2.16857416,3.61836207,1.37024009,-1.84509875,7.54846671e-05,5.75189385,-2.88547783,-1
1.44783358e+03,1.63999986,-8.41422189e-11,2.16414047,3.61870427,1.36733884,-1.84509875,7.52941732e-05,5.75465447,-2.87721742,-1
1.52301314e+03,1.63999985,-8.26731740e-11,2.15966466,3.61908442,1.36434064,-1.84509875,7.51021998e-05,5.75750771,-2.86867959,-1
1.60211076e+03,1.63999984,-8.12238784e-11,2.15492959,3.61944991,1.36124213,-1.84509875,7.49287420e-05,5.76045722,-2.85985362,-1
1.68560305e+03,1.63999984,-7.97207717e-11,2.14997950,3.61981556,1.35803579,-1.84509875,7.47128592e-05,5.76351041,-2.85071574,-1
1.77316820e+03,1.63999983,-7.81962425e-11,2.14485024,3.62018441,1.35473345,-1.84509875,7.44829495e-05,5.76665579,-2.84130293,-1
1.86506901e+03,1.63999982,-7.66499488e-11,2.13959843,3.62057208,1.35133221,-1.84509875,7.42446030e-05,5.76989603,-2.83160622,-1
1.96217694e+03,1.63999982,-7.50808103e-11,2.13408444,3.62095069,1.34781798,-1.84509875,7.39821043e-05,5.77324470,-2.82158182,-1
2.06383291e+03,1.63999981,-7.34876088e-11,2.12845330,3.62134762,1.34420856,-1.84509875,7.37039076e-05,5.77668490,-2.81128353,-1
2.17117016e+03,1.63999980,-7.19122582e-11,2.12291784,3.62182695,1.34048217,-1.84509875,7.34802495e-05,5.78023700,-2.80065043,-1
2.28357285e+03,1.63999979,-7.03405204e-11,2.11703995,3.62226914,1.33665884,-1.84509875,7.32407936e-05,5.78388279,-2.78973456,-1
2.40225962e+03,1.63999978,-6.87438899e-11,2.11091707,3.62270745,1.33272078,-1.84509875,7.29695324e-05,5.78763896,-2.77848804,-1
2.52665859e+03,1.63999978,-6.71252090e-11,2.10462039,3.62315211,1.32868314,-1.84509874,7.26714974e-05,5.79149116,-2.76695300,-1
2.65760486e+03,1.63999977,-6.55104664e-11,2.09813923,3.62360504,1.32453668,-1.84509874,7.23723604e-05,5.79544839,-2.75510480,-1
2.79539030e+03,1.63999976,-6.38879256e-11,2.09146654,3.62406398,1.32028247,-1.84509874,7.20562095e-05,5.79950954,-2.74294169,-1
2.94011458e+03,1.63999975,-6.22619778e-11,2.08501597,3.62463300,1.31591913,-1.84509874,7.17706276e-05,5.80367518,-2.73046575,-1
3.09216570e+03,1.63999974,-6.06820140e-11,2.07810246,3.62513882,1.31145073,-1.84509874,7.14974527e-05,5.80794311,-2.71768263,-1
3.25213454e+03,1.63999973,-5.90834254e-11,2.07105133,3.62566441,1.30687399,-1.84509874,7.11947857e-05,5.81231626,-2.70458322,-1
3.42041625e+03,1.63999972,-5.74802728e-11,2.06373125,3.62617576,1.30219125,-1.84509873,7.08611224e-05,5.81679174,-2.69117698,-1
3.59727261e+03,1.63999971,-5.58845058e-11,2.05625455,3.62669978,1.29740486,-1.84509873,7.05198636e-05,5.82136781,-2.67746880,-1
3.78313862e+03,1.63999970,-5.42865576e-11,2.04862406,3.62723705,1.29251507,-1.84509873,7.01563526e-05,5.82604413,-2.66345991,-1
3.97847918e+03,1.63999969,-5.27068192e-11,2.04078910,3.62777436,1.28752298,-1.84509873,6.97886777e-05,5.83082004,-2.64915271,-1
4.18381625e+03,1.63999968,-5.11440881e-11,2.03287301,3.62834233,1.28242899,-1.84509872,6.94264317e-05,5.83569473,-2.63454605,-1
4.39959591e+03,1.63999967,-4.96107380e-11,2.02482224,3.62892755,1.27723317,-1.84509872,6.90769246e-05,5.84066838,-2.61964075,-1
4.62648575e+03,1.63999966,-4.80973733e-11,2.01662409,3.62952638,1.27193643,-1.84509872,6.87264629e-05,5.84574034,-2.60443881,-1
4.86511089e+03,1.63999965,-4.65908566e-11,2.00817033,3.63011013,1.26654205,-1.84509871,6.83419371e-05,5.85090735,-2.58895074,-1
5.11589305e+03,1.63999963,-4.51140547e-11,1.99972213,3.63074479,1.26104863,-1.84509871,6.79794972e-05,5.85617090,-2.57317314,-1
5.37922900e+03,1.63999962,-4.36464859e-11,1.99088670,3.63132801,1.25546448,-1.84509870,6.75693951e-05,5.86152368,-2.55712741,-1
5.65587020e+03,1.63999961,-4.21813174e-11,1.98189151,3.63191466,1.24979359,-1.84509870,6.71154600e-05,5.86686520,-2.54099208,-1
5.94713514e+03,1.63999960,-4.07842403e-11,1.97291127,3.63255403,1.24402472,-1.84509869,6.67384077e-05,5.87237497,-2.52444449,-1
6.25288481e+03,1.63999959,-3.93946343e-11,1.96380848,3.63320636,1.23816868,-1.84509869,6.63274019e-05,5.87798544,-2.50761263,-1
6.57430881e+03,1.63999957,-3.80427639e-11,1.95462636,3.63388442,1.23222150,-1.84509868,6.59345045e-05,5.88368964,-2.49050028,-1
6.91212195e+03,1.63999956,-3.67197761e-11,1.94514744,3.63453066,1.22618956,-1.84509867,6.55244374e-05,5.88948041,-2.47313319,-1
7.26680188e+03,1.63999955,-3.54119238e-11,1.93543879,3.63515913,1.22007828,-1.84509866,6.50766033e-05,5.89535103,-2.45552447,-1
7.64000373e+03,1.63999954,-3.41334730e-11,1.92582887,3.63585538,1.21388083,-1.84509866,6.46401990e-05,5.90130444,-2.43766347,-1
8.03176036e+03,1.63999952,-3.28939391e-11,1.91590704,3.63651161,1.20760745,-1.84509865,6.42008542e-05,5.90733349,-2.41957362,-1
8.44360676e+03,1.63999951,-3.16707309e-11,1.90590408,3.63718646,1.20125627,-1.84509864,6.37310821e-05,5.91344013,-2.40124999,-1
8.87644664e+03,1.63999950,-3.04904599e-11,1.89580428,3.63787609,1.19482711,-1.84509863,6.32821154e-05,5.91962432,-2.38269053,-1
9.33071754e+03,1.63999948,-2.93338741e-11,1.88543807,3.63853212,1.18833195,-1.84509862,6.28008048e-05,5.92587466,-2.36393455,-1
9.80882003e+03,1.63999947,-2.82144179e-11,1.87511028,3.63923521,1.18176188,-1.84509861,6.23353050e-05,5.93219911,-2.34495202,-1
1.03108697e+04,1.63999946,-2.71201344e-11,1.86460912,3.63992919,1.17512333,-1.84509859,6.18470761e-05,5.93859258,-2.32576308,-1
1.08382295e+04,1.63999944,-2.60627142e-11,1.85407194,3.64064632,1.16842048,-1.84509858,6.13699140e-05,5.94505008,-2.30638140,-1
1.13921890e+04,1.63999943,-2.50292911e-11,1.84321548,3.64131365,1.16165760,-1.84509857,6.08550720e-05,5.95156824,-2.28681374,-1
1.19748591e+04,1.63999941,-2.40317791e-11,1.83248362,3.64204444,1.15483008,-1.84509856,6.03577572e-05,5.95815080,-2.26705179,-1
1.25867012e+04,1.63999940,-2.30685470e-11,1.82148782,3.64273846,1.14794415,-1.84509855,5.98543178e-05,5.96479242,-2.24710969,-1
1.32293443e+04,1.63999939,-2.21279923e-11,1.81033287,3.64341924,1.14100511,-1.84509854,5.93201582e-05,5.97148774,-2.22700357,-1
1.39047373e+04,1.63999937,-2.12234306e-11,1.79927178,3.64415256,1.13400792,-1.84509853,5.88047651e-05,5.97824181,-2.20672060,-1
1.46143220e+04,1.63999936,-2.03536532e-11,1.78810532,3.64488459,1.12696064,-1.84509852,5.82951964e-05,5.98504723,-2.18628281,-1
1.53594965e+04,1.63999934,-1.95046489e-11,1.77666073,3.64557053,1.11986647,-1.84509852,5.77455238e-05,5.99190114,-2.16569819,-1
1.61430304e+04,1.63999933,-1.86827338e-11,1.76542342,3.64633407,1.11272072,-1.84509851,5.71950180e-05,5.99880712,-2.14495932,-1
1.69659691e+04,1.63999931,-1.79060780e-11,1.75386478,3.64703793,1.10553368,-1.84509850,5.66791774e-05,6.00575603,-2.12408494,-1
1.78304486e+04,1.63999930,-1.71420277e-11,1.74219560,3.64773484,1.09830527,-1.84509849,5.61075963e-05,6.01274812,-2.10308490,-1
1.87387963e+04,1.63999928,-1.64070111e-11,1.73053194,3.64845314,1.09103684,-1.84509849,5.55366643e-05,6.01978259,-2.08195883,-1
