star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
5.80061936e+03,3.99999972e-01,-3.94497642e-12,8.04223301e-01,3.57033310,7.84122600e-01,-1.84509974,1.91825250e-05,5.73876708,-1.71981804,-1,-1.0
6.11388669e+03,3.99999971e-01,-3.88320784e-12,7.99746885e-01,3.57040639,7.81737813e-01,-1.84509952,1.90589692e-05,5.74098078,-1.71321190,-1,-0.9999982262658922
6.44383933e+03,3.99999970e-01,-3.81989460e-12,7.95112620e-01,3.57048383,7.79265799e-01,-1.84509934,1.89310637e-05,5.74327605,-1.70636279,-1,-0.9999963580587875
6.79143298e+03,3.99999969e-01,-3.75555390e-12,7.90346171e-01,3.57057291,7.76704412e-01,-1.84509920,1.88021057e-05,5.74565500,-1.69926160,-1,-0.9999943899674686
7.15750245e+03,3.99999967e-01,-3.69048994e-12,7.85366816e-01,3.57065381,7.74052949e-01,-1.84509908,1.86680623e-05,5.74811821,-1.69190856,-1,-0.9999923172652024
7.54301498e+03,3.99999966e-01,-3.62385346e-12,7.80209440e-01,3.57073598,7.71309911e-01,-1.84509897,1.85281139e-05,5.75066716,-1.68429967,-1,-0.9999901344754316
7.94987108e+03,3.99999965e-01,-3.55608464e-12,7.74861121e-01,3.57081872,7.68470274e-01,-1.84509889,1.83833798e-05,5.75330657,-1.67641924,-1,-0.9999878308373805
8.37815601e+03,3.99999963e-01,-3.48734214e-12,7.69331378e-01,3.57090285,7.65537139e-01,-1.84509881,1.82347034e-05,5.75603391,-1.66827623,-1,-0.999985405868303
8.82912913e+03,3.99999961e-01,-3.41772729e-12,7.63610217e-01,3.57098668,7.62508902e-01,-1.84509875,1.80817173e-05,5.75885043,-1.65986471,-1,-0.9999828524376447
9.30450570e+03,3.99999960e-01,-3.34732504e-12,7.57696277e-01,3.57107144,7.59382405e-01,-1.84509869,1.79243832e-05,5.76175939,-1.65117622,-1,-0.999980160833524
9.80401521e+03,3.99999958e-01,-3.27600931e-12,7.51654463e-01,3.57117099,7.56162402e-01,-1.84509865,1.77649793e-05,5.76475650,-1.64222265,-1,-0.9999773325875813
1.03319531e+04,3.99999957e-01,-3.20444725e-12,7.45342652e-01,3.57125543,7.52837621e-01,-1.84509862,1.76011849e-05,5.76785234,-1.63297360,-1,-0.9999743433788363
1.08877754e+04,3.99999955e-01,-3.13197286e-12,7.38819409e-01,3.57133605,7.49414751e-01,-1.84509858,1.74296164e-05,5.77104089,-1.62344688,-1,-0.9999711962872726
1.14713930e+04,3.99999953e-01,-3.05900770e-12,7.32119760e-01,3.57141933,7.45898369e-01,-1.84509856,1.72546717e-05,5.77431793,-1.61365604,-1,-0.9999678918174351
1.20891190e+04,3.99999951e-01,-2.98579193e-12,7.25200707e-01,3.57150225,7.42273013e-01,-1.84509853,1.70757682e-05,5.77769830,-1.60355561,-1,-0.9999643942242596
