star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-2.2381631,5.155594e+00,8.152696e+00,8.377604e+00
5.000000e+04,-2.2476891,5.083129e+00,8.136723e+00,8.380909e+00
1.000000e+05,-2.2531671,5.033274e+00,8.124371e+00,8.383158e+00
1.500000e+05,-2.2567501,4.996298e+00,8.114249e+00,8.384813e+00
2.000000e+05,-2.2592841,4.967837e+00,8.105620e+00,8.386101e+00
2.500000e+05,-2.2611701,4.945336e+00,8.098054e+00,8.387141e+00
3.000000e+05,-2.2626211,4.927332e+00,8.091282e+00,8.388005e+00
3.500000e+05,-2.2637711,4.912617e+00,8.085126e+00,8.388740e+00
4.000000e+05,-2.2647061,4.900403e+00,8.079462e+00,8.389376e+00
4.500000e+05,-2.2654761,4.890252e+00,8.074201e+00,8.389935e+00
5.000000e+05,-2.2661201,4.881683e+00,8.069275e+00,8.390432e+00
5.663110e+05,-2.2668171,4.872401e+00,8.063229e+00,8.391008e+00
6.454666e+05,-2.2674841,4.863524e+00,8.056571e+00,8.391604e+00
7.412075e+05,-2.2681231,4.855083e+00,8.049174e+00,8.392225e+00
8.584115e+05,-2.2687341,4.847129e+00,8.040898e+00,8.392875e+00
1.003704e+06,-2.2693161,4.839714e+00,8.031574e+00,8.393563e+00
1.185987e+06,-2.2698731,4.832873e+00,8.021020e+00,8.394299e+00
1.416857e+06,-2.2704071,4.826625e+00,8.009061e+00,8.395091e+00
1.710826e+06,-2.2709231,4.820946e+00,7.995567e+00,8.395949e+00
2.084470e+06,-2.2714291,4.815756e+00,7.980523e+00,8.396879e+00
2.554139e+06,-2.2719291,4.810918e+00,7.964092e+00,8.397867e+00
3.132546e+06,-2.2724241,4.806264e+00,7.946635e+00,8.398881e+00
3.826406e+06,-2.2729161,4.801641e+00,7.928653e+00,8.399892e+00
4.637494e+06,-2.2734051,4.796932e+00,7.910623e+00,8.400884e+00
5.565052e+06,-2.2738971,4.792067e+00,7.892897e+00,8.401858e+00
6.607989e+06,-2.2743931,4.787010e+00,7.875670e+00,8.402817e+00
7.765307e+06,-2.2748921,4.781750e+00,7.859022e+00,8.403762e+00
9.036061e+06,-2.2753981,4.776300e+00,7.842973e+00,8.404714e+00
1.042099e+07,-2.2759071,4.770659e+00,7.827471e+00,8.405659e+00
1.191831e+07,-2.2764111,4.764839e+00,7.812467e+00,8.406567e+00
1.352530e+07,-2.2769021,4.758853e+00,7.797905e+00,8.407410e+00
1.523848e+07,-2.2773781,4.752725e+00,7.783746e+00,8.408184e+00
1.705641e+07,-2.2778451,4.746484e+00,7.769951e+00,8.408916e+00
1.898094e+07,-2.2783081,4.740140e+00,7.756459e+00,8.409630e+00
2.101322e+07,-2.2787641,4.733701e+00,7.743220e+00,8.410325e+00
2.315275e+07,-2.2792141,4.727180e+00,7.730198e+00,8.410997e+00
2.539906e+07,-2.2796551,4.720572e+00,7.717366e+00,8.411644e+00
2.775149e+07,-2.2800851,4.713914e+00,7.704698e+00,8.412252e+00
3.020988e+07,-2.2805021,4.707202e+00,7.692178e+00,8.412822e+00
3.277417e+07,-2.2809081,4.700447e+00,7.679798e+00,8.413359e+00
3.544675e+07,-2.2813041,4.693624e+00,7.667542e+00,8.413870e+00
3.822861e+07,-2.2816921,4.686809e+00,7.655407e+00,8.414363e+00
4.112787e+07,-2.2820741,4.679961e+00,7.643359e+00,8.414845e+00
4.414494e+07,-2.2824521,4.673048e+00,7.631406e+00,8.415326e+00
4.728139e+07,-2.2828281,4.666130e+00,7.619551e+00,8.415814e+00
5.054719e+07,-2.2831981,4.659246e+00,7.607756e+00,8.416292e+00
5.394848e+07,-2.2835621,4.652285e+00,7.596011e+00,8.416754e+00
5.747649e+07,-2.2839181,4.645339e+00,7.584354e+00,8.417198e+00
6.114324e+07,-2.2842661,4.638400e+00,7.572756e+00,8.417625e+00
6.495297e+07,-2.2846061,4.631421e+00,7.561214e+00,8.418033e+00
6.890311e+07,-2.2849351,4.624535e+00,7.549743e+00,8.418421e+00
7.301454e+07,-2.2852571,4.617628e+00,7.538294e+00,8.418794e+00
7.727795e+07,-2.2855671,4.610765e+00,7.526898e+00,8.419134e+00
8.170200e+07,-2.2858651,4.603959e+00,7.515543e+00,8.419448e+00
