star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
2.27872006e+03,1.17999992,-3.08225692e-11,3.58953511,1.21313350,-1.34509847,6.38455367e-01,5.25064653e-05,5.79904011,-2.54535111,-1,-1.0
2.39580413e+03,1.17999992,-3.03894086e-11,3.58979815,1.21074659,-1.34509847,6.38455367e-01,5.25064654e-05,5.80128967,-2.53861578,-1,-0.999996772857925
2.51875013e+03,1.17999991,-2.99499094e-11,3.59007473,1.20827510,-1.34509847,6.38455367e-01,5.25064654e-05,5.80361955,-2.53164145,-1,-0.9999933841457836
2.64787660e+03,1.17999991,-2.95028313e-11,3.59035765,1.20571695,-1.34509847,6.38455367e-01,5.25064654e-05,5.80603135,-2.52441894,-1,-0.9999898250837838
2.78349520e+03,1.17999990,-2.90463550e-11,3.59064393,1.20307061,-1.34509847,6.38455367e-01,5.25064655e-05,5.80852714,-2.51694448,-1,-0.9999860870817633
2.92634331e+03,1.17999990,-2.85795411e-11,3.59094026,1.20032915,-1.34509847,6.38455367e-01,5.25064655e-05,5.81111308,-2.50919846,-1,-0.9999821498156082
3.07656489e+03,1.17999990,-2.81041082e-11,3.59123063,1.19749450,-1.34509847,6.38455367e-01,5.25064655e-05,5.81378779,-2.50118831,-1,-0.9999780093174054
3.23438445e+03,1.17999989,-2.76186911e-11,3.59155143,1.19456603,-1.34509847,6.38455367e-01,5.25064656e-05,5.81655193,-2.49290739,-1,-0.9999736593990747
3.40008122e+03,1.17999989,-2.71300025e-11,3.59188777,1.19154365,-1.34509847,6.38455367e-01,5.25064657e-05,5.81940536,-2.48435906,-1,-0.9999690923643092
3.57393558e+03,1.17999988,-2.66380260e-11,3.59223437,1.18842737,-1.34509847,6.38455367e-01,5.25064658e-05,5.82234817,-2.47554267,-1,-0.9999643004851059
3.75659777e+03,1.17999988,-2.61372934e-11,3.59258066,1.18521364,-1.34509847,6.38455367e-01,5.25064660e-05,5.82538414,-2.46644811,-1,-0.9999592658391555
3.94933400e+03,1.17999987,-2.56298497e-11,3.59294511,1.18189285,-1.34509847,6.38455367e-01,5.25064662e-05,5.82852198,-2.45704712,-1,-0.9999539535264113
4.15123252e+03,1.17999987,-2.51172857e-11,3.59330467,1.17847900,-1.34509847,6.38455367e-01,5.25064663e-05,5.83174866,-2.44737992,-1,-0.9999483886770788
4.36334879e+03,1.17999986,-2.45986101e-11,3.59368122,1.17496515,-1.34509847,6.38455367e-01,5.25064666e-05,5.83507071,-2.43742591,-1,-0.9999425421999302
4.58675877e+03,1.17999986,-2.40776429e-11,3.59406916,1.17134510,-1.34509847,6.38455367e-01,5.25064669e-05,5.83849385,-2.42716783,-1,-0.9999363844387041
4.82069344e+03,1.17999985,-2.35528647e-11,3.59448011,1.16763002,-1.34509847,6.38455367e-01,5.25064673e-05,5.84200804,-2.41663346,-1,-0.9999299365895956
5.06747157e+03,1.17999985,-2.30273848e-11,3.59487549,1.16380508,-1.34509847,6.38455367e-01,5.25064679e-05,5.84562721,-2.40578557,-1,-0.9999231347412612
5.32593766e+03,1.17999984,-2.24952283e-11,3.59527465,1.15988466,-1.34509847,6.38455367e-01,5.25064687e-05,5.84933802,-2.39466157,-1,-0.9999160107422917
5.59801998e+03,1.17999983,-2.19623125e-11,3.59570435,1.15585966,-1.34509847,6.38455367e-01,5.25064698e-05,5.85306269,-2.38338468,-1,-0.9999085114445415
5.88391990e+03,1.17999983,-2.14357554e-11,3.59619811,1.15172722,-1.34509847,6.38455367e-01,5.25064712e-05,5.85694860,-2.37169688,-1,-0.9999006312977283
6.18365802e+03,1.17999982,-2.09104814e-11,3.59664424,1.14749909,-1.34509847,6.38455367e-01,5.25064730e-05,5.86089603,-2.35978999,-1,-0.9998923697340626
6.49914412e+03,1.17999981,-2.03787235e-11,3.59709527,1.14316195,-1.34509847,6.38455367e-01,5.25064753e-05,5.86500638,-2.34746162,-1,-0.9998836741150309
6.83067258e+03,1.17999981,-1.98490441e-11,3.59757353,1.13872253,-1.34509847,6.38455367e-01,5.25064777e-05,5.86920319,-2.33485833,-1,-0.9998745363267533
7.17864779e+03,1.17999980,-1.93206863e-11,3.59803797,1.13418344,-1.34509847,6.38455367e-01,5.25064808e-05,5.87350528,-2.32194866,-1,-0.9998649452231877
7.54407911e+03,1.17999979,-1.87927970e-11,3.59851699,1.12954481,-1.34509847,6.38455367e-01,5.25064844e-05,5.87790194,-2.30875055,-1,-0.999854872983742
7.92794769e+03,1.17999979,-1.82709172e-11,3.59901695,1.12480553,-1.34509847,6.38455367e-01,5.25064885e-05,5.88239705,-2.29525315,-1,-0.9998442925653657
