star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
6.53552646e+02,1.43999991,-1.36711477e-10,2.34628248,3.67788229,1.34005381,-3.34509847,6.10384088e-05,5.71337149,-2.85519609,-1,-1.0
6.86917729e+02,1.43999990,-1.34830354e-10,2.34229434,3.67811337,1.33759758,-3.34509847,6.11051647e-05,5.71571723,-2.84818160,-1,-0.9999961128187457
7.21974394e+02,1.43999990,-1.32842383e-10,2.33817198,3.67835354,1.33505605,-3.34509847,6.11442853e-05,5.71814464,-2.84092228,-1,-0.9999920285606299
7.58816897e+02,1.43999989,-1.30781338e-10,2.33393684,3.67860953,1.33242651,-3.34509847,6.11794027e-05,5.72065669,-2.83341013,-1,-0.9999877362444074
7.97535767e+02,1.43999989,-1.28656410e-10,2.32950545,3.67886105,1.32970778,-3.34509847,6.11826592e-05,5.72325458,-2.82564095,-1,-0.9999832253230454
8.38212018e+02,1.43999988,-1.26492609e-10,2.32493682,3.67912336,1.32689885,-3.34509847,6.11880508e-05,5.72593892,-2.81761233,-1,-0.9999784863580506
8.80918787e+02,1.43999988,-1.24309928e-10,2.32021912,3.67939353,1.32399965,-3.34509847,6.11987670e-05,5.72871010,-2.80932368,-1,-0.999973510828636
9.25742141e+02,1.43999987,-1.22087365e-10,2.31543278,3.67969244,1.32100866,-3.34509847,6.12340388e-05,5.73156926,-2.80077137,-1,-0.9999682887076112
9.72749500e+02,1.43999987,-1.19845932e-10,2.31045025,3.67998783,1.31792662,-3.34509847,6.12569410e-05,5.73451615,-2.79195606,-1,-0.9999628121402453
1.02236300e+03,1.43999986,-1.17556912e-10,2.30526620,3.68028495,1.31474035,-3.34509847,6.12580130e-05,5.73756295,-2.78284151,-1,-0.9999570319458079
1.07443427e+03,1.43999985,-1.15260255e-10,2.29992063,3.68058868,1.31146010,-3.34509847,6.12641328e-05,5.74070038,-2.77345385,-1,-0.9999509654101834
1.12897388e+03,1.43999985,-1.12934833e-10,2.29443005,3.68090173,1.30808872,-3.34509847,6.12665167e-05,5.74392536,-2.76380581,-1,-0.9999446113019197
1.18645165e+03,1.43999984,-1.10584701e-10,2.28876303,3.68122267,1.30461333,-3.34509847,6.12631542e-05,5.74725046,-2.75385670,-1,-0.9999379148848874
1.24677772e+03,1.43999983,-1.08204912e-10,2.28306529,3.68158496,1.30103988,-3.34509847,6.12986672e-05,5.75066947,-2.74362592,-1,-0.9999308866281781
1.31008971e+03,1.43999983,-1.05844844e-10,2.27713907,3.68193910,1.29736849,-3.34509847,6.13279139e-05,5.75418334,-2.73311130,-1,-0.9999235104984469
1.37667860e+03,1.43999982,-1.03470682e-10,2.27099300,3.68228911,1.29359543,-3.34509847,6.13346774e-05,5.75779573,-2.72230134,-1,-0.9999157525952235
1.44657782e+03,1.43999981,-1.01086282e-10,2.26471058,3.68265409,1.28972425,-3.34509847,6.13484249e-05,5.76150269,-2.71120652,-1,-0.9999076090237636
1.51995810e+03,1.43999981,-9.86944899e-11,2.25829873,3.68303653,1.28575345,-3.34509847,6.13716661e-05,5.76530631,-2.69982275,-1,-0.9998990598932593
1.59716908e+03,1.43999980,-9.62870341e-11,2.25164461,3.68340982,1.28167982,-3.34509847,6.13580581e-05,5.76920947,-2.68814210,-1,-0.9998900644690883
1.67809387e+03,1.43999979,-9.38937339e-11,2.24483665,3.68379210,1.27751128,-3.34509847,6.13520581e-05,5.77320445,-2.67618451,-1,-0.999880636369458
