star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-1.5581521,4.535770e+00,7.686741e+00,5.664984e+00
2.500000e+05,-1.5867911,4.441596e+00,7.686001e+00,5.666079e+00
5.000000e+05,-1.5972681,4.404771e+00,7.685276e+00,5.666877e+00
7.500000e+05,-1.6032451,4.383830e+00,7.684578e+00,5.667547e+00
1.000000e+06,-1.6073751,4.369485e+00,7.683900e+00,5.668145e+00
1.250000e+06,-1.6105121,4.358707e+00,7.683236e+00,5.668696e+00
1.625000e+06,-1.6140451,4.346800e+00,7.682270e+00,5.669452e+00
2.187500e+06,-1.6179831,4.333790e+00,7.680879e+00,5.670486e+00
2.953716e+06,-1.6220051,4.320756e+00,7.679067e+00,5.671770e+00
3.969574e+06,-1.6260541,4.307907e+00,7.676752e+00,5.673325e+00
5.289790e+06,-1.6301041,4.295362e+00,7.673772e+00,5.675176e+00
6.969069e+06,-1.6341411,4.283157e+00,7.669862e+00,5.677335e+00
9.041924e+06,-1.6381271,4.271356e+00,7.664724e+00,5.679779e+00
1.151562e+07,-1.6420121,4.260059e+00,7.658146e+00,5.682448e+00
1.438188e+07,-1.6457721,4.249236e+00,7.650082e+00,5.685268e+00
1.760965e+07,-1.6493811,4.238837e+00,7.640697e+00,5.688150e+00
2.116110e+07,-1.6528161,4.228890e+00,7.630277e+00,5.691017e+00
2.502415e+07,-1.6560891,4.219309e+00,7.619057e+00,5.693826e+00
2.918494e+07,-1.6592071,4.210022e+00,7.607269e+00,5.696544e+00
3.363239e+07,-1.6621761,4.200992e+00,7.595108e+00,5.699154e+00
3.836482e+07,-1.6650021,4.192233e+00,7.582704e+00,5.701647e+00
4.339780e+07,-1.6677011,4.183668e+00,7.570110e+00,5.704028e+00
4.872687e+07,-1.6702801,4.175250e+00,7.557405e+00,5.706293e+00
5.434385e+07,-1.6727371,4.167000e+00,7.544650e+00,5.708441e+00
6.025730e+07,-1.6750781,4.158911e+00,7.531856e+00,5.710472e+00
6.647150e+07,-1.6773091,4.150957e+00,7.519042e+00,5.712384e+00
7.298181e+07,-1.6794341,4.143151e+00,7.506242e+00,5.714187e+00
7.979215e+07,-1.6814601,4.135481e+00,7.493464e+00,5.715893e+00
8.690041e+07,-1.6833941,4.127944e+00,7.480719e+00,5.717516e+00
9.430284e+07,-1.6852411,4.120538e+00,7.468018e+00,5.719067e+00
1.019942e+08,-1.6870071,4.113256e+00,7.455371e+00,5.720551e+00
1.099649e+08,-1.6886921,4.106092e+00,7.442797e+00,5.721963e+00
1.182014e+08,-1.6902961,4.099067e+00,7.430316e+00,5.723302e+00
1.267035e+08,-1.6918301,4.092114e+00,7.417926e+00,5.724571e+00
1.354267e+08,-1.6932861,4.085304e+00,7.405684e+00,5.725768e+00
