star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
1.03668254e+03,2.59999983,-1.46892925e-10,2.42560743,3.59355856,1.54836374,-1.34509847,9.73024005e-05,5.79738208,-3.21927445,-1,-1.0
1.08724083e+03,2.59999982,-1.45088516e-10,2.42226330,3.59384265,1.54612350,-1.34509847,9.74296731e-05,5.79952129,-3.21284999,-1,-0.999989929313094
1.14020356e+03,2.59999981,-1.43206180e-10,2.41890512,3.59416176,1.54380620,-1.34509847,9.75760087e-05,5.80173385,-3.20620461,-1,-0.9999793796866825
1.19568652e+03,2.59999980,-1.41298893e-10,2.41536183,3.59447357,1.54141093,-1.34509847,9.77039930e-05,5.80402100,-3.19933635,-1,-0.9999683280565982
1.25382429e+03,2.59999980,-1.39326579e-10,2.41169297,3.59479412,1.53893540,-1.34509847,9.78118291e-05,5.80638546,-3.19223455,-1,-0.9999567476159014
1.31475249e+03,2.59999979,-1.37308421e-10,2.40790823,3.59512676,1.53637774,-1.34509847,9.79168473e-05,5.80882856,-3.18489587,-1,-0.9999446113504948
1.37860494e+03,2.59999978,-1.35254243e-10,2.40399581,3.59546927,1.53373652,-1.34509847,9.80211436e-05,5.81135174,-3.17731724,-1,-0.9999318926048227
1.44551015e+03,2.59999977,-1.33163495e-10,2.39989273,3.59580613,1.53101125,-1.34509847,9.80957933e-05,5.81395547,-3.16949377,-1,-0.9999185657810262
1.51560264e+03,2.59999976,-1.31018317e-10,2.39568896,3.59616070,1.52820024,-1.34509847,9.81659374e-05,5.81664170,-3.16142418,-1,-0.9999046040841167
1.58927669e+03,2.59999975,-1.28856783e-10,2.39151221,3.59656923,1.52529480,-1.34509847,9.83184915e-05,5.81941772,-3.15308261,-1,-0.9998899289776082
1.66657676e+03,2.59999974,-1.26702075e-10,2.38704315,3.59694982,1.52229908,-1.34509847,9.84321959e-05,5.82228043,-3.14447992,-1,-0.9998745316055299
1.74752124e+03,2.59999973,-1.24476981e-10,2.38243700,3.59734028,1.51921509,-1.34509847,9.85090867e-05,5.82522814,-3.13561877,-1,-0.9998584083047845
1.83223162e+03,2.59999972,-1.22229814e-10,2.37769172,3.59773998,1.51604305,-1.34509847,9.85828163e-05,5.82826045,-3.12650265,-1,-0.9998415348758244
1.92088987e+03,2.59999971,-1.19955735e-10,2.37294376,3.59818419,1.51278066,-1.34509847,9.87057205e-05,5.83137889,-3.11712564,-1,-0.9998238750721131
2.01430305e+03,2.59999970,-1.17696519e-10,2.36792362,3.59861188,1.50941519,-1.34509847,9.88082553e-05,5.83459704,-3.10744702,-1,-0.9998052681356708
2.11192427e+03,2.59999969,-1.15386152e-10,2.36277580,3.59905157,1.50596191,-1.34509847,9.88818003e-05,5.83789996,-3.09751162,-1,-0.9997858230013121
2.21412781e+03,2.59999968,-1.13065211e-10,2.35753246,3.59951364,1.50241609,-1.34509847,9.89733214e-05,5.84129175,-3.08730669,-1,-0.9997654651163439
2.32159289e+03,2.59999966,-1.10734210e-10,2.35212532,3.59998564,1.49876854,-1.34509847,9.90598301e-05,5.84478174,-3.07680644,-1,-0.9997440591871877
2.43373329e+03,2.59999965,-1.08402858e-10,2.34660352,3.60047253,1.49503386,-1.34509847,9.91572095e-05,5.84835568,-3.06605285,-1,-0.9997217219827865
2.55185772e+03,2.59999964,-1.06046316e-10,2.34088446,3.60096306,1.49119326,-1.34509847,9.92196620e-05,5.85203158,-3.05498886,-1,-0.9996981928216842
2.67513454e+03,2.59999963,-1.03684396e-10,2.33510455,3.60148250,1.48726443,-1.34509847,9.93042699e-05,5.85579201,-3.04367152,-1,-0.9996736373579418
2.80475620e+03,2.59999961,-1.01330712e-10,2.32914276,3.60200826,1.48323201,-1.34509847,9.93834929e-05,5.85965241,-3.03204882,-1,-0.9996478180678889
2.94036203e+03,2.59999960,-9.89775978e-11,2.32301640,3.60253925,1.47910685,-1.34509847,9.94484493e-05,5.86360167,-3.02015648,-1,-0.9996208067932485
3.08232798e+03,2.59999959,-9.66092035e-11,2.31683771,3.60310485,1.47488631,-1.34509847,9.95240546e-05,5.86764235,-3.00798441,-1,-0.9995925286486801
3.23148054e+03,2.59999957,-9.42727649e-11,2.31037238,3.60364917,1.47056499,-1.34509847,9.95690119e-05,5.87178065,-2.99551208,-1,-0.9995628190059495
3.38755461e+03,2.59999956,-9.18999040e-11,2.30370310,3.60418812,1.46615246,-1.34509847,9.95355360e-05,5.87600657,-2.98277412,-1,-0.9995317306702265
3.55100141e+03,2.59999954,-8.95387908e-11,2.29705536,3.60477989,1.46164504,-1.34509847,9.95559790e-05,5.88032411,-2.96975715,-1,-0.9994991737631679
3.72221106e+03,2.59999953,-8.72244974e-11,2.29019888,3.60536638,1.45704382,-1.34509847,9.95809787e-05,5.88473242,-2.95646241,-1,-0.9994650705769165
3.90193066e+03,2.59999951,-8.49007089e-11,2.28322838,3.60597304,1.45234526,-1.34509847,9.95803131e-05,5.88923538,-2.94288241,-1,-0.9994292722969024
4.09015839e+03,2.59999950,-8.26074460e-11,2.27610486,3.60658744,1.44755470,-1.34509847,9.95805408e-05,5.89382801,-2.92903378,-1,-0.9993917792856507
4.28734738e+03,2.59999948,-8.03360911e-11,2.26884045,3.60721101,1.44267536,-1.34509847,9.95698528e-05,5.89839523,-2.91512302,-1,-0.9993525012843658
4.49390697e+03,2.59999946,-7.80774016e-11,2.26140254,3.60783626,1.43770591,-1.34509847,9.95247706e-05,5.90310519,-2.90085589,-1,-0.9993113567567661
4.71032443e+03,2.59999945,-7.58327358e-11,2.25391900,3.60849637,1.43264392,-1.34509847,9.94892169e-05,5.90795104,-2.88622514,-1,-0.9992682486437221
4.93702960e+03,2.59999943,-7.36460783e-11,2.24625569,3.60915623,1.42749253,-1.34509847,9.94709701e-05,5.91288956,-2.87132084,-1,-0.9992230913255647
5.17448537e+03,2.59999941,-7.14536313e-11,2.23838681,3.60980768,1.42225520,-1.34509847,9.93702459e-05,5.91791661,-2.85615128,-1,-0.9991757925994079
5.42318690e+03,2.59999940,-6.92919097e-11,2.23035082,3.61045965,1.41693327,-1.34509847,9.92460831e-05,5.92302871,-2.84072606,-1,-0.999126253834516
5.68373572e+03,2.59999938,-6.71624292e-11,2.22221106,3.61112750,1.41152767,-1.34509847,9.91181718e-05,5.92822122,-2.82505741,-1,-0.9990743552123529
5.95700418e+03,2.59999936,-6.50692354e-11,2.21400640,3.61182217,1.40603601,-1.34509847,9.90037751e-05,5.93350002,-2.80912834,-1,-0.9990199229698479
6.24318656e+03,2.59999934,-6.30290381e-11,2.20568365,3.61252807,1.40046284,-1.34509847,9.89077964e-05,5.93885833,-2.79295722,-1,-0.9989629184084403
6.54281359e+03,2.59999932,-6.10072195e-11,2.19720616,3.61323458,1.39481108,-1.34509847,9.87626849e-05,5.94429432,-2.77655358,-1,-0.9989032358122197
6.85647717e+03,2.59999931,-5.90273916e-11,2.18863752,3.61395723,1.38908145,-1.34509847,9.86235676e-05,5.94980770,-2.75991203,-1,-0.9988407572808461
7.18545389e+03,2.59999929,-5.70813345e-11,2.17980398,3.61465198,1.38327519,-1.34509847,9.84175937e-05,5.95539824,-2.74304130,-1,-0.9987752285308339
7.53000592e+03,2.59999927,-5.51738121e-11,2.17110068,3.61541774,1.37739202,-1.34509847,9.82751235e-05,5.96106472,-2.72594333,-1,-0.9987065973406389
