star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
1.06526761e+03,2.49999983,-1.36623132e-10,2.39326113,3.59351573,1.53227626,-1.34509847,9.49594975e-05,5.79701825,-3.18757645,-1,-1.0
1.11872711e+03,2.49999983,-1.34925639e-10,2.38987672,3.59381535,1.52998481,-1.34509847,9.51158268e-05,5.79920407,-3.18101466,-1,-0.9999922609052825
1.17481183e+03,2.49999982,-1.33144133e-10,2.38636701,3.59412417,1.52761231,-1.34509847,9.52407002e-05,5.80146770,-3.17421768,-1,-0.9999841417691085
1.23365289e+03,2.49999981,-1.31306109e-10,2.38273210,3.59444303,1.52515713,-1.34509847,9.53535180e-05,5.80381045,-3.16718356,-1,-0.9999756236098175
1.29539100e+03,2.49999980,-1.29421609e-10,2.37894381,3.59476579,1.52261747,-1.34509847,9.54492681e-05,5.80623393,-3.15990558,-1,-0.9999666860574465
1.36017101e+03,2.49999980,-1.27488285e-10,2.37502543,3.59509927,1.51999134,-1.34509847,9.55362957e-05,5.80874026,-3.15237808,-1,-0.9999573081427037
1.42813537e+03,2.49999979,-1.25518570e-10,2.37096898,3.59544211,1.51727742,-1.34509847,9.56193217e-05,5.81133088,-3.14459719,-1,-0.9999474692437342
1.49957197e+03,2.49999978,-1.23513547e-10,2.36691864,3.59583350,1.51446947,-1.34509847,9.57635057e-05,5.81401138,-3.13654470,-1,-0.9999371276839797
1.57471215e+03,2.49999977,-1.21510934e-10,2.36258568,3.59620174,1.51156651,-1.34509847,9.58768770e-05,5.81678354,-3.12821525,-1,-0.9999262499733742
1.65353789e+03,2.49999976,-1.19439380e-10,2.35808660,3.59657431,1.50857184,-1.34509847,9.59470664e-05,5.81964360,-3.11962065,-1,-0.9999148387205933
1.73618828e+03,2.49999975,-1.17331832e-10,2.35352546,3.59697775,1.50548439,-1.34509847,9.60413067e-05,5.82259269,-3.11075979,-1,-0.9999028737901945
1.82279064e+03,2.49999974,-1.15231712e-10,2.34883675,3.59739567,1.50230418,-1.34509847,9.61662619e-05,5.82563087,-3.10162676,-1,-0.9998903367506261
1.91380759e+03,2.49999973,-1.13087391e-10,2.34390447,3.59780207,1.49902525,-1.34509847,9.62342939e-05,5.82876409,-3.09220759,-1,-0.9998771606304425
2.00955874e+03,2.49999972,-1.10910323e-10,2.33889249,3.59824000,1.49564339,-1.34509847,9.63228152e-05,5.83199628,-3.08249144,-1,-0.9998632991611216
2.10973960e+03,2.49999971,-1.08724315e-10,2.33378988,3.59870176,1.49216856,-1.34509847,9.64360523e-05,5.83531753,-3.07250601,-1,-0.99984879642233
2.21508102e+03,2.49999970,-1.06539032e-10,2.32844799,3.59915525,1.48859064,-1.34509847,9.65291968e-05,5.83873798,-3.06222027,-1,-0.9998335466121548
2.32562060e+03,2.49999969,-1.04306392e-10,2.32290493,3.59960815,1.48491332,-1.34509847,9.65694356e-05,5.84225396,-3.05164729,-1,-0.9998175442874107
2.44152888e+03,2.49999967,-1.02063148e-10,2.31738826,3.60011779,1.48113570,-1.34509847,9.66759153e-05,5.84586548,-3.04078419,-1,-0.9998007647597782
2.56332865e+03,2.49999966,-9.98426392e-11,2.31161698,3.60061580,1.47725403,-1.34509847,9.67697134e-05,5.84957706,-3.02961746,-1,-0.9997831323472677
2.69107375e+03,2.49999965,-9.75942368e-11,2.30575878,3.60114262,1.47327131,-1.34509847,9.68640963e-05,5.85338546,-3.01815833,-1,-0.999764639255701
2.82499843e+03,2.49999964,-9.53427471e-11,2.29961004,3.60164618,1.46918982,-1.34509847,9.68996566e-05,5.85728924,-3.00640814,-1,-0.9997452515737448
2.96587050e+03,2.49999962,-9.30622978e-11,2.29338811,3.60218481,1.46500159,-1.34509847,9.69335882e-05,5.86129538,-2.99434521,-1,-0.9997248581489506
3.11342659e+03,2.49999961,-9.08243573e-11,2.28704978,3.60274365,1.46071473,-1.34509847,9.70164628e-05,5.86539665,-2.98199371,-1,-0.9997034971082251
3.26816404e+03,2.49999960,-8.85680960e-11,2.28055121,3.60331253,1.45632769,-1.34509847,9.70662723e-05,5.86959477,-2.96934466,-1,-0.9996810964538624
3.43093019e+03,2.49999958,-8.63155658e-11,2.27389283,3.60389455,1.45183446,-1.34509847,9.71039254e-05,5.87389550,-2.95638400,-1,-0.9996575335202087
3.60155812e+03,2.49999957,-8.40809584e-11,2.26697357,3.60446010,1.44724373,-1.34509847,9.71028573e-05,5.87829117,-2.94313672,-1,-0.999632832471532
3.78051625e+03,2.49999955,-8.18298017e-11,2.25991066,3.60503888,1.44255471,-1.34509847,9.70625430e-05,5.88278152,-2.92959974,-1,-0.9996069254967465
3.96828031e+03,2.49999954,-7.96108971e-11,2.25280858,3.60565795,1.43776554,-1.34509847,9.70742430e-05,5.88736884,-2.91577305,-1,-0.9995797437265299
4.16528432e+03,2.49999952,-7.74302551e-11,2.24556450,3.60629113,1.43287714,-1.34509847,9.71065434e-05,5.89205236,-2.90165141,-1,-0.9995512243297318
4.37199058e+03,2.49999951,-7.52306279e-11,2.23809311,3.60691428,1.42789516,-1.34509847,9.70502003e-05,5.89674263,-2.88740484,-1,-0.9995213003812314
4.58886726e+03,2.49999949,-7.30664237e-11,2.23043843,3.60753959,1.42281719,-1.34509847,9.69884363e-05,5.90156455,-2.87281274,-1,-0.9994899041061344
4.81641812e+03,2.49999947,-7.09095326e-11,2.22266475,3.60818369,1.41764214,-1.34509847,9.69048437e-05,5.90652439,-2.85784975,-1,-0.9994569625773396
5.05520625e+03,2.49999946,-6.88194026e-11,2.21492498,3.60888492,1.41236981,-1.34509847,9.69290043e-05,5.91157534,-2.84260966,-1,-0.9994223942788053
5.30565628e+03,2.49999944,-6.67338296e-11,2.20694646,3.60957236,1.40700566,-1.34509847,9.68773659e-05,5.91671898,-2.82709275,-1,-0.9993861377387294
5.56827041e+03,2.49999942,-6.46684091e-11,2.19868913,3.61023471,1.40155229,-1.34509847,9.67546218e-05,5.92195430,-2.81129919,-1,-0.9993481202558454
5.84364986e+03,2.49999941,-6.26249021e-11,2.19031068,3.61091080,1.39601088,-1.34509847,9.66115852e-05,5.92727506,-2.79524827,-1,-0.9993082547942003
6.13276078e+03,2.49999939,-6.06175106e-11,2.18190448,3.61162490,1.39037960,-1.34509847,9.64948405e-05,5.93268336,-2.77892953,-1,-0.9992664014885434
6.43615066e+03,2.49999937,-5.86586594e-11,2.17329717,3.61233201,1.38466172,-1.34509847,9.63670298e-05,5.93817818,-2.76234936,-1,-0.9992224810811758
6.75416737e+03,2.49999935,-5.67435670e-11,2.16460687,3.61306075,1.37885908,-1.34509847,9.62590317e-05,5.94375682,-2.74551576,-1,-0.9991764432125003
7.08759828e+03,2.49999933,-5.48476885e-11,2.15575771,3.61379038,1.37297525,-1.34509847,9.60999428e-05,5.94941533,-2.72843831,-1,-0.9991281738984542
7.43776599e+03,2.49999932,-5.29842688e-11,2.14670664,3.61451030,1.36700987,-1.34509847,9.58938780e-05,5.95515455,-2.71111671,-1,-0.9990774816721011
7.80459213e+03,2.49999930,-5.11571532e-11,2.13756843,3.61524673,1.36096791,-1.34509847,9.56827626e-05,5.96097027,-2.69356776,-1,-0.9990243778787186
8.18975949e+03,2.49999928,-4.93897065e-11,2.12838858,3.61601326,1.35484493,-1.34509847,9.55217487e-05,5.96686731,-2.67577576,-1,-0.9989686189082614
8.59346167e+03,2.49999926,-4.76555597e-11,2.11903565,3.61677366,1.34864767,-1.34509847,9.53213476e-05,5.97284016,-2.65776188,-1,-0.9989101767341164
9.01708121e+03,2.49999924,-4.59539318e-11,2.10962244,3.61755630,1.34237578,-1.34509847,9.51088725e-05,5.97888815,-2.63952906,-1,-0.9988488512120994
9.46112829e+03,2.49999922,-4.43088045e-11,2.10005401,3.61833594,1.33603228,-1.34509847,9.49063544e-05,5.98500890,-2.62107978,-1,-0.9987845684857144
9.92720604e+03,2.49999920,-4.26952080e-11,2.09040007,3.61912952,1.32961814,-1.34509847,9.46780248e-05,5.99120022,-2.60241678,-1,-0.9987170964769415
1.04153558e+04,2.49999918,-4.11250088e-11,2.08054520,3.61990504,1.32313968,-1.34509847,9.44177013e-05,5.99745708,-2.58355877,-1,-0.9986464292011721
1.09281226e+04,2.49999916,-3.95880340e-11,2.07065826,3.62070645,1.31659339,-1.34509847,9.41446058e-05,6.00378294,-2.56449268,-1,-0.9985721982257006
1.14655097e+04,2.49999914,-3.81132936e-11,2.06066979,3.62151428,1.30998348,-1.34509847,9.39124167e-05,6.01017439,-2.54523948,-1,-0.9984944030785912
1.20286865e+04,2.49999912,-3.66587546e-11,2.05055965,3.62232125,1.30331448,-1.34509847,9.36114211e-05,6.01662675,-2.52580917,-1,-0.9984128744709924
1.26201251e+04,2.49999909,-3.52639880e-11,2.04036017,3.62313634,1.29658455,-1.34509847,9.33466231e-05,6.02314114,-2.50619782,-1,-0.998327254527951
1.32400797e+04,2.49999907,-3.39011748e-11,2.03008028,3.62395917,1.28979894,-1.34509847,9.30517980e-05,6.02971287,-2.48641255,-1,-0.9982375064500605
1.38900295e+04,2.49999905,-3.25810229e-11,2.01974775,3.62479601,1.28295900,-1.34509847,9.27626840e-05,6.03634053,-2.46646222,-1,-0.9981434161000973
1.45712364e+04,2.49999903,-3.13055665e-11,2.00915834,3.62559305,1.27607023,-1.34509847,9.24311717e-05,6.04301963,-2.44636198,-1,-0.998044800798395
1.52866467e+04,2.49999901,-3.00683247e-11,1.99872100,3.62645523,1.26912719,-1.34509847,9.21445566e-05,6.04975464,-2.42609788,-1,-0.9979412340221696
1.60365467e+04,2.49999899,-2.88803583e-11,1.98807773,3.62728862,1.26213878,-1.34509847,9.18468065e-05,6.05653709,-2.40569603,-1,-0.9978326743250401
1.68226650e+04,2.49999896,-2.77167324e-11,1.97724786,3.62809523,1.25511061,-1.34509847,9.14614502e-05,6.06336096,-2.38517415,-1,-0.9977188714652507
1.76472281e+04,2.49999894,-2.66029280e-11,1.96649384,3.62894191,1.24804026,-1.34509847,9.11385573e-05,6.07022853,-2.36452143,-1,-0.9975995031222714
1.85116918e+04,2.49999892,-2.55163718e-11,1.95555191,3.62975802,1.24093706,-1.34509847,9.07340221e-05,6.07713112,-2.34376727,-1,-0.9974743585463927
1.94183962e+04,2.49999890,-2.44790932e-11,1.94462721,3.63059532,1.23380012,-1.34509847,9.03770454e-05,6.08406979,-2.32290885,-1,-0.997343098971716
2.03692532e+04,2.49999887,-2.34762084e-11,1.93363184,3.63142842,1.22663624,-1.34509847,8.99929456e-05,6.09103801,-2.30196764,-1,-0.9972054476209579
2.13666896e+04,2.49999885,-2.25162037e-11,1.92268285,3.63228572,1.21944714,-1.34509847,8.96427133e-05,6.09803361,-2.28094458,-1,-0.9970610531770454
2.24129859e+04,2.49999883,-2.15898437e-11,1.91168179,3.63313807,1.21224190,-1.34509847,8.92653062e-05,6.10504769,-2.25986605,-1,-0.9969095855021077
2.35104692e+04,2.49999881,-2.07012622e-11,1.90064485,3.63398559,1.20502840,-1.34509847,8.88798911e-05,6.11207234,-2.23875758,-1,-0.9967507077121986
2.46615249e+04,2.49999878,-1.98431532e-11,1.88954841,3.63481694,1.19781747,-1.34509847,8.84471209e-05,6.11909703,-2.21765281,-1,-0.9965840744835399
2.58689523e+04,2.49999876,-1.90255006e-11,1.87844327,3.63563959,1.19061962,-1.34509847,8.80199298e-05,6.12611190,-2.19658159,-1,-0.9964092805738853
2.71357630e+04,2.49999874,-1.82432973e-11,1.86739048,3.63646207,1.18344824,-1.34509847,8.75859565e-05,6.13310393,-2.17558199,-1,-0.9962258900072598
2.84650523e+04,2.49999871,-1.74994847e-11,1.85641575,3.63728284,1.17631935,-1.34509847,8.71607396e-05,6.14005704,-2.15470514,-1,-0.9960334546908103
2.98603189e+04,2.49999869,-1.67910645e-11,1.84561673,3.63811676,1.16925200,-1.34509847,8.67432375e-05,6.14695256,-2.13400548,-1,-0.9958314681332546
3.13244913e+04,2.49999866,-1.61187955e-11,1.83482885,3.63890850,1.16227458,-1.34509847,8.62947116e-05,6.15376318,-2.11356154,-1,-0.995619506388636
3.28613323e+04,2.49999864,-1.54798469e-11,1.82412840,3.63966198,1.15541739,-1.34509847,8.58047600e-05,6.16045866,-2.09346631,-1,-0.9953970247330869
3.44758471e+04,2.49999862,-1.48807993e-11,1.81392957,3.64046803,1.14870589,-1.34509847,8.53811180e-05,6.16701431,-2.07379215,-1,-0.9951632985860017
3.61707921e+04,2.49999859,-1.43247303e-11,1.80389535,3.64122297,1.14217888,-1.34509847,8.49679954e-05,6.17339262,-2.05465437,-1,-0.9949179289155773
3.79523205e+04,2.49999857,-1.38046650e-11,1.79407617,3.64191701,1.13588121,-1.34509847,8.45181677e-05,6.17954965,-2.03618626,-1,-0.9946600249503397
3.98249791e+04,2.49999854,-1.33210158e-11,1.78472166,3.64259595,1.12984607,-1.34509847,8.40736669e-05,6.18545263,-2.01848631,-1,-0.9943889284702183
4.17912000e+04,2.49999852,-1.28767061e-11,1.77577271,3.64323209,1.12409933,-1.34509847,8.36445113e-05,6.19107521,-2.00163187,-1,-0.9941042873908826
4.38612557e+04,2.49999849,-1.24708114e-11,1.76737764,3.64384391,1.11867816,-1.34509847,8.32391899e-05,6.19638064,-1.98572764,-1,-0.9938046146080671
4.60360328e+04,2.49999846,-1.21027790e-11,1.75943905,3.64440926,1.11357817,-1.34509847,8.28640142e-05,6.20137286,-1.97076334,-1,-0.993489781772622
4.83210396e+04,2.49999844,-1.17627799e-11,1.75194788,3.64492949,1.10879211,-1.34509847,8.24716082e-05,6.20605877,-1.95671570,-1,-0.9931589914723861
5.07230522e+04,2.49999841,-1.14549024e-11,1.74492046,3.64542348,1.10429042,-1.34509847,8.21261452e-05,6.21046756,-1.94350240,-1,-0.9928112627614147
5.32483531e+04,2.49999838,-1.11724323e-11,1.73835950,3.64591873,1.10001944,-1.34509847,8.18274383e-05,6.21465124,-1.93096549,-1,-0.9924456861500466
5.59011686e+04,2.49999835,-1.09056940e-11,1.73189175,3.64635618,1.09591066,-1.34509847,8.15031123e-05,6.21867712,-1.91890432,-1,-0.9920616498155745
5.86860832e+04,2.49999832,-1.06512226e-11,1.72559090,3.64679845,1.09187571,-1.34509847,8.11999525e-05,6.22263154,-1.90706049,-1,-0.9916584900802663
6.16065275e+04,2.49999829,-1.04046199e-11,1.71927260,3.64724546,1.08782254,-1.34509847,8.09196857e-05,6.22660463,-1.89516282,-1,-0.9912357103113748
6.46724382e+04,2.49999826,-1.01553295e-11,1.71276555,3.64770553,1.08364886,-1.34509847,8.06178385e-05,6.23069665,-1.88290823,-1,-0.9907918720169112
6.78914796e+04,2.49999823,-9.89973431e-12,1.70582976,3.64817784,1.07923636,-1.34509847,8.02992036e-05,6.23502378,-1.86995336,-1,-0.9903258656701562
7.12623444e+04,2.49999819,-9.62911587e-12,1.69833638,3.64868164,1.07448207,-1.34509847,7.99315394e-05,6.23968725,-1.85599102,-1,-0.9898378805231332
7.47923318e+04,2.49999816,-9.34085476e-12,1.69026635,3.64927506,1.06926020,-1.34509847,7.95491860e-05,6.24481001,-1.84065441,-1,-0.9893268599030303
7.84834686e+04,2.49999813,-9.02807316e-12,1.68110529,3.64988925,1.06345130,-1.34509847,7.90777996e-05,6.25051013,-1.82359200,-1,-0.9887925103990007
8.23393665e+04,2.49999809,-8.68676554e-12,1.67086762,3.65058963,1.05693170,-1.34509847,7.85261525e-05,6.25690853,-1.80444066,-1,-0.9882343091612537
