star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
1.74920130e+03,1.47999990,-4.92211920e-11,3.59166597,1.31087956,-1.34509847,6.38455367e-01,5.25064653e-05,5.79738954,-2.74342838,-1,-1.0
1.83732073e+03,1.47999990,-4.85683990e-11,3.59192386,1.30858975,-1.34509847,6.38455367e-01,5.25064653e-05,5.79955549,-2.73693994,-1,-0.9999955637488229
1.92973308e+03,1.47999989,-4.78984930e-11,3.59219730,1.30622004,-1.34509847,6.38455367e-01,5.25064653e-05,5.80179752,-2.73022446,-1,-0.9999909113765089
2.02668986e+03,1.47999989,-4.72170591e-11,3.59247553,1.30376831,-1.34509847,6.38455367e-01,5.25064653e-05,5.80411720,-2.72327429,-1,-0.9999860302211337
2.12843835e+03,1.47999988,-4.65203104e-11,3.59276088,1.30123236,-1.34509847,6.38455367e-01,5.25064653e-05,5.80651711,-2.71608230,-1,-0.999980907833727
2.23522030e+03,1.47999988,-4.58093538e-11,3.59305619,1.29861064,-1.34509847,6.38455367e-01,5.25064653e-05,5.80899877,-2.70864538,-1,-0.9999755320437181
2.34727179e+03,1.47999987,-4.50861820e-11,3.59336284,1.29590186,-1.34509847,6.38455367e-01,5.25064653e-05,5.81156316,-2.70096008,-1,-0.9999698909659853
2.46498047e+03,1.47999987,-4.43522830e-11,3.59373605,1.29310034,-1.34509847,6.38455367e-01,5.25064653e-05,5.81421544,-2.69301033,-1,-0.9999639650848238
2.58892636e+03,1.47999986,-4.36284118e-11,3.59408800,1.29020193,-1.34509847,6.38455367e-01,5.25064653e-05,5.81696055,-2.68478045,-1,-0.9999577251999267
2.71896101e+03,1.47999986,-4.28783351e-11,3.59442795,1.28721292,-1.34509847,6.38455367e-01,5.25064654e-05,5.81979231,-2.67629098,-1,-0.9999511787848043
2.85531154e+03,1.47999985,-4.21107971e-11,3.59477644,1.28413289,-1.34509847,6.38455367e-01,5.25064654e-05,5.82271107,-2.66754078,-1,-0.9999443144054136
2.99820277e+03,1.47999985,-4.13343601e-11,3.59514815,1.28096127,-1.34509847,6.38455367e-01,5.25064654e-05,5.82571683,-2.65852711,-1,-0.9999371207435019
3.14840883e+03,1.47999984,-4.05557968e-11,3.59555196,1.27769023,-1.34509847,6.38455367e-01,5.25064655e-05,5.82881757,-2.64922755,-1,-0.9999295588265618
3.30644083e+03,1.47999983,-3.97727075e-11,3.59594284,1.27431813,-1.34509847,6.38455367e-01,5.25064656e-05,5.83201497,-2.63963887,-1,-0.999921602923465
3.47178741e+03,1.47999983,-3.89755440e-11,3.59633630,1.27085527,-1.34509847,6.38455367e-01,5.25064657e-05,5.83529917,-2.62978751,-1,-0.9999132787779259
3.64571067e+03,1.47999982,-3.81686544e-11,3.59673816,1.26729049,-1.34509847,6.38455367e-01,5.25064658e-05,5.83868103,-2.61964268,-1,-0.9999045228512603
3.82822964e+03,1.47999981,-3.73584880e-11,3.59716114,1.26362699,-1.34509847,6.38455367e-01,5.25064660e-05,5.84215680,-2.60921348,-1,-0.9998953341854292
4.01963900e+03,1.47999981,-3.65446503e-11,3.59758254,1.25986660,-1.34509847,6.38455367e-01,5.25064663e-05,5.84572532,-2.59850642,-1,-0.9998856979451743
