star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-1.6209071,4.564303e+00,7.686723e+00,5.665025e+00
2.500000e+05,-1.6393761,4.466657e+00,7.685983e+00,5.666109e+00
5.000000e+05,-1.6465691,4.428724e+00,7.685258e+00,5.666903e+00
7.500000e+05,-1.6508221,4.407115e+00,7.684561e+00,5.667571e+00
1.000000e+06,-1.6538261,4.392307e+00,7.683883e+00,5.668167e+00
1.250000e+06,-1.6561441,4.381179e+00,7.683220e+00,5.668716e+00
1.625000e+06,-1.6587981,4.368882e+00,7.682254e+00,5.669472e+00
2.156823e+06,-1.6616681,4.356033e+00,7.680937e+00,5.670451e+00
2.867048e+06,-1.6646211,4.343259e+00,7.679251e+00,5.671649e+00
3.799996e+06,-1.6676411,4.330629e+00,7.677118e+00,5.673094e+00
5.003469e+06,-1.6707081,4.318253e+00,7.674408e+00,5.674807e+00
6.527181e+06,-1.6738101,4.306164e+00,7.670904e+00,5.676803e+00
8.407275e+06,-1.6769171,4.294430e+00,7.666336e+00,5.679071e+00
1.066110e+07,-1.6799951,4.283120e+00,7.660469e+00,5.681572e+00
1.328705e+07,-1.6830121,4.272238e+00,7.653202e+00,5.684241e+00
1.626414e+07,-1.6859401,4.261802e+00,7.644619e+00,5.687002e+00
1.957173e+07,-1.6887641,4.251748e+00,7.634911e+00,5.689790e+00
2.318509e+07,-1.6914741,4.242023e+00,7.624333e+00,5.692546e+00
2.708458e+07,-1.6940621,4.232611e+00,7.613121e+00,5.695228e+00
3.126535e+07,-1.6965361,4.223500e+00,7.601458e+00,5.697819e+00
3.573624e+07,-1.6989061,4.214560e+00,7.589456e+00,5.700314e+00
4.048114e+07,-1.7011661,4.205887e+00,7.577262e+00,5.702697e+00
4.552771e+07,-1.7033341,4.197355e+00,7.564884e+00,5.704978e+00
5.086306e+07,-1.7054051,4.188966e+00,7.552409e+00,5.707151e+00
5.648747e+07,-1.7073811,4.180730e+00,7.539873e+00,5.709217e+00
6.240904e+07,-1.7092651,4.172632e+00,7.527287e+00,5.711169e+00
6.863082e+07,-1.7110611,4.164667e+00,7.514675e+00,5.713012e+00
7.515727e+07,-1.7127741,4.156830e+00,7.502051e+00,5.714758e+00
8.199158e+07,-1.7144091,4.149115e+00,7.489424e+00,5.716418e+00
