star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-1.9018681,5.154880e+00,8.009848e+00,7.058339e+00
6.000000e+04,-1.9235091,5.100914e+00,7.982548e+00,7.073137e+00
1.200000e+05,-1.9374021,5.057310e+00,7.961868e+00,7.082563e+00
1.800000e+05,-1.9471291,5.020791e+00,7.945443e+00,7.089042e+00
2.400000e+05,-1.9543631,4.989727e+00,7.931954e+00,7.093802e+00
3.000000e+05,-1.9599381,4.963328e+00,7.920574e+00,7.097451e+00
3.600000e+05,-1.9644151,4.940082e+00,7.910772e+00,7.100344e+00
4.200000e+05,-1.9681031,4.919158e+00,7.902187e+00,7.102702e+00
4.800000e+05,-1.9711931,4.900222e+00,7.894565e+00,7.104665e+00
5.400000e+05,-1.9738251,4.882986e+00,7.887722e+00,7.106328e+00
6.000000e+05,-1.9760951,4.867299e+00,7.881520e+00,7.107760e+00
6.600000e+05,-1.9780821,4.852744e+00,7.875853e+00,7.109004e+00
7.200000e+05,-1.9798281,4.839393e+00,7.870638e+00,7.110095e+00
7.800000e+05,-1.9813811,4.826993e+00,7.865811e+00,7.111062e+00
8.400000e+05,-1.9827801,4.815306e+00,7.861320e+00,7.111926e+00
9.000000e+05,-1.9840361,4.804491e+00,7.857123e+00,7.112703e+00
9.657220e+05,-1.9852721,4.793534e+00,7.852835e+00,7.113467e+00
1.036583e+06,-1.9864711,4.782571e+00,7.848524e+00,7.114206e+00
1.112811e+06,-1.9876241,4.771792e+00,7.844201e+00,7.114919e+00
1.195621e+06,-1.9887481,4.761014e+00,7.839830e+00,7.115612e+00
1.285146e+06,-1.9898381,4.750295e+00,7.835433e+00,7.116283e+00
1.381973e+06,-1.9908981,4.739596e+00,7.831010e+00,7.116933e+00
1.486477e+06,-1.9919241,4.728906e+00,7.826571e+00,7.117561e+00
1.599137e+06,-1.9929101,4.718282e+00,7.822122e+00,7.118169e+00
1.721060e+06,-1.9938611,4.707749e+00,7.817646e+00,7.118761e+00
1.853572e+06,-1.9947781,4.697292e+00,7.813124e+00,7.119338e+00
1.997951e+06,-1.9956621,4.686918e+00,7.808543e+00,7.119902e+00
2.155724e+06,-1.9965151,4.676664e+00,7.803890e+00,7.120454e+00
2.328837e+06,-1.9973371,4.666492e+00,7.799142e+00,7.120997e+00
2.519114e+06,-1.9981301,4.656468e+00,7.794288e+00,7.121532e+00
2.729269e+06,-1.9988941,4.646566e+00,7.789298e+00,7.122061e+00
2.961985e+06,-1.9996291,4.636779e+00,7.784152e+00,7.122584e+00
3.220403e+06,-2.0003361,4.627202e+00,7.778824e+00,7.123102e+00
3.509397e+06,-2.0010181,4.617729e+00,7.773266e+00,7.123616e+00
3.832634e+06,-2.0016731,4.608515e+00,7.767462e+00,7.124128e+00
4.197374e+06,-2.0023061,4.599417e+00,7.761343e+00,7.124638e+00
4.608537e+06,-2.0029141,4.590619e+00,7.754897e+00,7.125147e+00
5.076614e+06,-2.0035021,4.581946e+00,7.748039e+00,7.125658e+00
5.608001e+06,-2.0040661,4.573607e+00,7.740766e+00,7.126166e+00
6.217304e+06,-2.0046101,4.565394e+00,7.732983e+00,7.126675e+00
6.912260e+06,-2.0051301,4.557459e+00,7.724710e+00,7.127178e+00
7.709420e+06,-2.0056311,4.549829e+00,7.715885e+00,7.127677e+00
8.626778e+06,-2.0061151,4.542311e+00,7.706470e+00,7.128177e+00
9.673178e+06,-2.0065811,4.535048e+00,7.696539e+00,7.128671e+00
1.086974e+07,-2.0070331,4.527968e+00,7.686071e+00,7.129160e+00
1.223159e+07,-2.0074721,4.521110e+00,7.675120e+00,7.129645e+00
1.377777e+07,-2.0079041,4.514220e+00,7.663717e+00,7.130129e+00
1.550446e+07,-2.0083251,4.507556e+00,7.652045e+00,7.130611e+00
1.744064e+07,-2.0087421,4.500925e+00,7.640051e+00,7.131098e+00
1.958536e+07,-2.0091551,4.494296e+00,7.627856e+00,7.131587e+00
2.193836e+07,-2.0095601,4.487720e+00,7.615542e+00,7.132069e+00
2.450760e+07,-2.0099571,4.481156e+00,7.603129e+00,7.132537e+00
2.729111e+07,-2.0103461,4.474576e+00,7.590670e+00,7.132991e+00
3.028374e+07,-2.0107271,4.468013e+00,7.578210e+00,7.133430e+00
3.348752e+07,-2.0111021,4.461434e+00,7.565753e+00,7.133858e+00
3.689647e+07,-2.0114701,4.454851e+00,7.553324e+00,7.134277e+00
4.050872e+07,-2.0118321,4.448258e+00,7.540928e+00,7.134688e+00
4.432045e+07,-2.0121861,4.441657e+00,7.528571e+00,7.135085e+00
4.832835e+07,-2.0125331,4.435044e+00,7.516262e+00,7.135467e+00
5.252867e+07,-2.0128721,4.428417e+00,7.504007e+00,7.135837e+00
5.691818e+07,-2.0132041,4.421781e+00,7.491813e+00,7.136195e+00
6.149635e+07,-2.0135291,4.415139e+00,7.479681e+00,7.136545e+00
6.626394e+07,-2.0138481,4.408494e+00,7.467606e+00,7.136887e+00
7.122245e+07,-2.0141621,4.401849e+00,7.455588e+00,7.137228e+00
7.637498e+07,-2.0144701,4.395206e+00,7.443624e+00,7.137568e+00
8.172532e+07,-2.0147731,4.388565e+00,7.431712e+00,7.137905e+00
8.727620e+07,-2.0150701,4.381926e+00,7.419847e+00,7.138234e+00
9.303061e+07,-2.0153591,4.375294e+00,7.408029e+00,7.138552e+00
9.899220e+07,-2.0156401,4.368662e+00,7.396255e+00,7.138856e+00
1.051627e+08,-2.0159131,4.362041e+00,7.384529e+00,7.139143e+00
1.115489e+08,-2.0161791,4.355428e+00,7.372851e+00,7.139425e+00
1.181586e+08,-2.0164401,4.348821e+00,7.361220e+00,7.139709e+00
1.249999e+08,-2.0166941,4.342220e+00,7.349631e+00,7.139991e+00
1.320792e+08,-2.0169421,4.335627e+00,7.338083e+00,7.140268e+00
1.394025e+08,-2.0171831,4.329041e+00,7.326574e+00,7.140534e+00
1.469757e+08,-2.0174161,4.322465e+00,7.315104e+00,7.140785e+00
1.548058e+08,-2.0176431,4.315905e+00,7.303673e+00,7.141018e+00
1.629008e+08,-2.0178641,4.309375e+00,7.292279e+00,7.141234e+00
1.712739e+08,-2.0180821,4.302873e+00,7.280919e+00,7.141441e+00
1.799358e+08,-2.0182971,4.296399e+00,7.269591e+00,7.141641e+00
1.888948e+08,-2.0185091,4.289955e+00,7.258294e+00,7.141834e+00
1.981609e+08,-2.0187191,4.283534e+00,7.247026e+00,7.142023e+00
2.077396e+08,-2.0189271,4.277137e+00,7.235791e+00,7.142209e+00
2.176398e+08,-2.0191321,4.270760e+00,7.224587e+00,7.142391e+00
2.278668e+08,-2.0193331,4.264392e+00,7.213418e+00,7.142566e+00
2.384219e+08,-2.0195301,4.258036e+00,7.202295e+00,7.142734e+00
2.493144e+08,-2.0197231,4.251697e+00,7.191217e+00,7.142897e+00
2.605562e+08,-2.0199121,4.245377e+00,7.180184e+00,7.143056e+00
