star_age,log_R,log_Teff,log_center_T,log_center_Rho
0.000000e+00,-1.5733601,4.954838e+00,7.959158e+00,6.275984e+00
7.000000e+04,-1.6115621,4.913609e+00,7.951235e+00,6.286562e+00
1.400000e+05,-1.6329601,4.889887e+00,7.943291e+00,6.295340e+00
2.100000e+05,-1.6483281,4.872089e+00,7.935541e+00,6.302946e+00
2.800000e+05,-1.6604691,4.857382e+00,7.928075e+00,6.309664e+00
3.500000e+05,-1.6705601,4.844584e+00,7.920922e+00,6.315664e+00
4.288877e+05,-1.6801761,4.831813e+00,7.913282e+00,6.321701e+00
5.186182e+05,-1.6895101,4.818795e+00,7.905132e+00,6.327820e+00
6.185524e+05,-1.6984351,4.805657e+00,7.896681e+00,6.333858e+00
7.277382e+05,-1.7068601,4.792506e+00,7.888124e+00,6.339670e+00
8.448877e+05,-1.7147151,4.779466e+00,7.879641e+00,6.345143e+00
9.688690e+05,-1.7219691,4.766655e+00,7.871358e+00,6.350217e+00
1.099128e+06,-1.7286401,4.754178e+00,7.863338e+00,6.354895e+00
1.236158e+06,-1.7348001,4.742102e+00,7.855578e+00,6.359243e+00
1.381634e+06,-1.7405961,4.730109e+00,7.848004e+00,6.363321e+00
1.534389e+06,-1.7460181,4.718229e+00,7.840683e+00,6.367103e+00
1.693966e+06,-1.7510781,4.706496e+00,7.833631e+00,6.370592e+00
1.860692e+06,-1.7558101,4.694908e+00,7.826827e+00,6.373816e+00
2.035179e+06,-1.7602521,4.683459e+00,7.820242e+00,6.376806e+00
2.218301e+06,-1.7644431,4.672125e+00,7.813846e+00,6.379596e+00
2.410934e+06,-1.7684201,4.660819e+00,7.807610e+00,6.382206e+00
2.612972e+06,-1.7721681,4.649691e+00,7.801538e+00,6.384643e+00
2.826573e+06,-1.7757461,4.638561e+00,7.795572e+00,6.386938e+00
3.051354e+06,-1.7791361,4.627587e+00,7.789731e+00,6.389094e+00
3.289671e+06,-1.7823811,4.616661e+00,7.783966e+00,6.391138e+00
3.542113e+06,-1.7854791,4.605879e+00,7.778273e+00,6.393076e+00
3.811007e+06,-1.7884571,4.595199e+00,7.772616e+00,6.394923e+00
4.097772e+06,-1.7913271,4.584564e+00,7.766981e+00,6.396685e+00
4.402815e+06,-1.7940821,4.573975e+00,7.761377e+00,6.398359e+00
4.727041e+06,-1.7967171,4.563493e+00,7.755801e+00,6.399951e+00
5.072869e+06,-1.7992441,4.553074e+00,7.750225e+00,6.401468e+00
5.441802e+06,-1.8016631,4.542777e+00,7.744642e+00,6.402915e+00
5.836891e+06,-1.8039851,4.532560e+00,7.739024e+00,6.404299e+00
6.260103e+06,-1.8062121,4.522415e+00,7.733363e+00,6.405623e+00
6.713613e+06,-1.8083421,4.512438e+00,7.727649e+00,6.406891e+00
7.202433e+06,-1.8103941,4.502532e+00,7.721842e+00,6.408112e+00
7.728399e+06,-1.8123661,4.492680e+00,7.715944e+00,6.409285e+00
8.293573e+06,-1.8142511,4.483029e+00,7.709956e+00,6.410413e+00
8.905579e+06,-1.8160711,4.473435e+00,7.703821e+00,6.411504e+00
9.565961e+06,-1.8178221,4.463876e+00,7.697553e+00,6.412558e+00
1.027688e+07,-1.8194961,4.454488e+00,7.691155e+00,6.413574e+00
1.104732e+07,-1.8210991,4.445303e+00,7.684576e+00,6.414559e+00
1.188719e+07,-1.8226571,4.436081e+00,7.677767e+00,6.415517e+00
1.279363e+07,-1.8241401,4.427144e+00,7.670784e+00,6.416440e+00
1.378519e+07,-1.8255811,4.418179e+00,7.663526e+00,6.417340e+00
1.485898e+07,-1.8269571,4.409422e+00,7.656056e+00,6.418208e+00
1.603209e+07,-1.8282821,4.400818e+00,7.648302e+00,6.419052e+00
1.731590e+07,-1.8295591,4.392364e+00,7.640245e+00,6.419874e+00
1.872219e+07,-1.8307881,4.384067e+00,7.631874e+00,6.420676e+00
2.026417e+07,-1.8319781,4.375869e+00,7.623174e+00,6.421461e+00
2.195051e+07,-1.8331181,4.367915e+00,7.614168e+00,6.422230e+00
2.380869e+07,-1.8342251,4.360043e+00,7.604792e+00,6.422993e+00
2.584462e+07,-1.8352911,4.352350e+00,7.595097e+00,6.423744e+00
2.808162e+07,-1.8363231,4.344778e+00,7.585056e+00,6.424483e+00
3.053332e+07,-1.8373221,4.337305e+00,7.574693e+00,6.425206e+00
3.321169e+07,-1.8382881,4.329927e+00,7.564036e+00,6.425910e+00
3.613013e+07,-1.8392221,4.322639e+00,7.553105e+00,6.426589e+00
3.930184e+07,-1.8401271,4.315432e+00,7.541920e+00,6.427245e+00
