star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
1.86643689e+02,9.49990336e+01,-4.96481677e-06,6.08368691,4.28031642,2.00388777,-2.84509848,3.91689636e+01,6.88726647,-1.93658814,-1,-1.0
1.91125760e+02,9.49990110e+01,-4.97723987e-06,6.08376315,4.28119708,2.00216457,-2.84509848,3.94095422e+01,6.88878050,-1.93217495,-1,-0.9996254778146055
1.95607832e+02,9.49989884e+01,-4.98966296e-06,6.08383940,4.28207774,2.00044138,-2.84509848,3.96501207e+01,6.89029453,-1.92776176,-1,-0.999250955545651
2.00089903e+02,9.49989658e+01,-5.00208605e-06,6.08391565,4.28295840,1.99871818,-2.84509848,3.98906993e+01,6.89180856,-1.92334857,-1,-0.9988764333602566
2.04571974e+02,9.49989432e+01,-5.01450914e-06,6.08399189,4.28383906,1.99699498,-2.84509848,4.01312779e+01,6.89332259,-1.91893538,-1,-0.9985019111748622
2.09054046e+02,9.49989206e+01,-5.02693223e-06,6.08406814,4.28471972,1.99527178,-2.84509848,4.03718565e+01,6.89483662,-1.91452219,-1,-0.9981273889059077
2.13536117e+02,9.49988980e+01,-5.03935532e-06,6.08414439,4.28560038,1.99354859,-2.84509848,4.06124351e+01,6.89635065,-1.91010900,-1,-0.9977528667205132
2.18558769e+02,9.49988723e+01,-5.05512282e-06,6.08430207,4.28656235,1.99170350,-2.84509848,4.08960472e+01,6.89802203,-1.90523820,-1,-0.9973331735466399
2.23629777e+02,9.49988463e+01,-5.07118948e-06,6.08446704,4.28753158,1.98984750,-2.84509848,4.11835088e+01,6.89970749,-1.90032646,-1,-0.9969094397418178
2.28700784e+02,9.49988204e+01,-5.08725614e-06,6.08463201,4.28850082,1.98799151,-2.84509848,4.14709704e+01,6.90139295,-1.89541473,-1,-0.9964857060205558
2.33771792e+02,9.49987944e+01,-5.10332280e-06,6.08479697,4.28947006,1.98613551,-2.84509848,4.17584319e+01,6.90307841,-1.89050299,-1,-0.9960619722157337
2.38842800e+02,9.49987684e+01,-5.11938946e-06,6.08496194,4.29043930,1.98427952,-2.84509848,4.20458935e+01,6.90476387,-1.88559126,-1,-0.9956382384109116
2.44398453e+02,9.49987395e+01,-5.13575768e-06,6.08519960,4.29148385,1.98230925,-2.84509848,4.23517362e+01,6.90658409,-1.88028769,-1,-0.9951740076339218
2.50095850e+02,9.49987098e+01,-5.15221409e-06,6.08545852,4.29255043,1.98030555,-2.84509848,4.26629548e+01,6.90844371,-1.87486952,-1,-0.9946979327177726
2.55793246e+02,9.49986801e+01,-5.16867049e-06,6.08571744,4.29361701,1.97830186,-2.84509848,4.29741733e+01,6.91030334,-1.86945136,-1,-0.9942218578851836
2.61490643e+02,9.49986504e+01,-5.18512690e-06,6.08597636,4.29468358,1.97629816,-2.84509848,4.32853919e+01,6.91216297,-1.86403319,-1,-0.9937457829690344
2.67188039e+02,9.49986207e+01,-5.20158331e-06,6.08623528,4.29575016,1.97429447,-2.84509848,4.35966105e+01,6.91402260,-1.85861502,-1,-0.9932697081364452
2.73093868e+02,9.49985897e+01,-5.21915212e-06,6.08651851,4.29684856,1.97223929,-2.84509848,4.39250659e+01,6.91593738,-1.85303662,-1,-0.9927762166269074
2.79537328e+02,9.49985554e+01,-5.23959025e-06,6.08686445,4.29802902,1.97005134,-2.84509848,4.42979820e+01,6.91799440,-1.84704490,-1,-0.9922378006311096
2.85980788e+02,9.49985210e+01,-5.26002838e-06,6.08721039,4.29920948,1.96786339,-2.84509848,4.46708982e+01,6.92005143,-1.84105317,-1,-0.9916993846353117
2.92424247e+02,9.49984866e+01,-5.28046651e-06,6.08755633,4.30038994,1.96567543,-2.84509848,4.50438144e+01,6.92210845,-1.83506145,-1,-0.9911609687230739
2.98867707e+02,9.49984523e+01,-5.30090464e-06,6.08790228,4.30157041,1.96348748,-2.84509848,4.54167306e+01,6.92416548,-1.82906973,-1,-0.9906225527272761
3.05311166e+02,9.49984179e+01,-5.32134278e-06,6.08824822,4.30275087,1.96129953,-2.84509848,4.57896468e+01,6.92622251,-1.82307801,-1,-0.9900841368150383
3.12091409e+02,9.49983813e+01,-5.34807102e-06,6.08862110,4.30398473,1.95901825,-2.84509848,4.62332858e+01,6.92836699,-1.81683153,-1,-0.9895175792067663
3.19283985e+02,9.49983418e+01,-5.38250044e-06,6.08902695,4.30528396,1.95662271,-2.84509848,4.67635128e+01,6.93061855,-1.81027315,-1,-0.9889165670224132
3.26476560e+02,9.49983024e+01,-5.41692985e-06,6.08943280,4.30658320,1.95422716,-2.84509848,4.72937399e+01,6.93287011,-1.80371477,-1,-0.9883155549216202
3.33669136e+02,9.49982629e+01,-5.45135927e-06,6.08983866,4.30788243,1.95183162,-2.84509848,4.78239670e+01,6.93512167,-1.79715640,-1,-0.9877145427372671
3.40875920e+02,9.49982234e+01,-5.48580715e-06,6.09024570,4.30918400,1.94943199,-2.84509848,4.83551849e+01,6.93737679,-1.79058768,-1,-0.9871123433313795
3.48722370e+02,9.49981793e+01,-5.52108650e-06,6.09070621,4.31059097,1.94684831,-2.84509848,4.89310099e+01,6.93979230,-1.78355332,-1,-0.9864566933870595
3.56568820e+02,9.49981352e+01,-5.55636586e-06,6.09116671,4.31199794,1.94426464,-2.84509848,4.95068348e+01,6.94220781,-1.77651895,-1,-0.9858010434427396
3.64415269e+02,9.49980911e+01,-5.59164521e-06,6.09162722,4.31340490,1.94168096,-2.84509848,5.00826598e+01,6.94462332,-1.76948459,-1,-0.9851453935819797
3.72415183e+02,9.49980459e+01,-5.62739517e-06,6.09209794,4.31483880,1.93904851,-2.84509848,5.06730659e+01,6.94707575,-1.76234281,-1,-0.9844769201744304
3.80873097e+02,9.49979973e+01,-5.66454966e-06,6.09259911,4.31635309,1.93627053,-2.84509848,5.13069878e+01,6.94963840,-1.75488041,-1,-0.983770176252891
3.89331012e+02,9.49979487e+01,-5.70170414e-06,6.09310028,4.31786737,1.93349254,-2.84509848,5.19409097e+01,6.95220104,-1.74741801,-1,-0.9830634322477915
3.97788926e+02,9.49979002e+01,-5.73885862e-06,6.09360145,4.31938166,1.93071456,-2.84509848,5.25748317e+01,6.95476368,-1.73995561,-1,-0.982356688326252
4.06746695e+02,9.49978477e+01,-5.77779074e-06,6.09412751,4.32101319,1.92771454,-2.84509848,5.32702572e+01,6.95744124,-1.73216020,-1,-0.9816081764838162
4.15785019e+02,9.49977947e+01,-5.81700933e-06,6.09465758,4.32266360,1.92467874,-2.84509848,5.39755945e+01,6.96013732,-1.72431111,-1,-0.9808529334596019
4.24823343e+02,9.49977417e+01,-5.85622793e-06,6.09518766,4.32431402,1.92164293,-2.84509848,5.46809318e+01,6.96283339,-1.71646202,-1,-0.9800976904353876
4.34274166e+02,9.49976854e+01,-5.89728818e-06,6.09573083,4.32606108,1.91842040,-2.84509848,5.54455848e+01,6.96562033,-1.70834918,-1,-0.97930797896412
4.43876236e+02,9.49976279e+01,-5.93902369e-06,6.09627880,4.32784357,1.91512940,-2.84509848,5.62319867e+01,6.96844058,-1.70013963,-1,-0.9785056292823077
4.53478307e+02,9.49975704e+01,-5.98075921e-06,6.09682678,4.32962607,1.91183840,-2.84509848,5.70183885e+01,6.97126083,-1.69193008,-1,-0.9777032795169351
4.63568268e+02,9.49975090e+01,-6.02501762e-06,6.09738236,4.33141834,1.90853166,-2.84509848,5.78551087e+01,6.97418730,-1.68341191,-1,-0.9768601616269543
4.73766014e+02,9.49974467e+01,-6.06983340e-06,6.09793963,4.33321276,1.90522144,-2.84509848,5.87029452e+01,6.97713724,-1.67482556,-1,-0.9760080372143741
4.84037132e+02,9.49973838e+01,-6.11401378e-06,6.09849762,4.33501357,1.90189882,-2.84509848,5.95501645e+01,6.98010221,-1.66619566,-1,-0.9751497818320287
4.94864373e+02,9.49973163e+01,-6.15337822e-06,6.09906114,4.33686276,1.89848220,-2.84509848,6.03927058e+01,6.98318112,-1.65723571,-1,-0.974245056770531
5.05691615e+02,9.49972489e+01,-6.19274266e-06,6.09962466,4.33871195,1.89506559,-2.84509848,6.12352471e+01,6.98626004,-1.64827576,-1,-0.9733403316254732
5.16564803e+02,9.49971810e+01,-6.23231783e-06,6.10018725,4.34056648,1.89163782,-2.84509848,6.20842486e+01,6.98934766,-1.63929057,-1,-0.9724317672292455
5.28131835e+02,9.49971073e+01,-6.27507522e-06,6.10073571,4.34250162,1.88804177,-2.84509848,6.30308068e+01,6.99256662,-1.62992408,-1,-0.9714652251768846
5.39698867e+02,9.49970335e+01,-6.31783260e-06,6.10128418,4.34443676,1.88444571,-2.84509848,6.39773651e+01,6.99578559,-1.62055759,-1,-0.9704986831245236
5.51265900e+02,9.49969598e+01,-6.36058999e-06,6.10183264,4.34637191,1.88084966,-2.84509848,6.49239233e+01,6.99900455,-1.61119110,-1,-0.9695321409886026
5.63301180e+02,9.49968817e+01,-6.41602811e-06,6.10236342,4.34836666,1.87712555,-2.84509848,6.60559263e+01,7.00231029,-1.60157184,-1,-0.9685264720986109
5.75610060e+02,9.49968010e+01,-6.47887569e-06,6.10288386,4.35039623,1.87332661,-2.84509848,6.72962862e+01,7.00566674,-1.59180489,-1,-0.9674979411723141
5.87918941e+02,9.49967204e+01,-6.54172328e-06,6.10340429,4.35242581,1.86952768,-2.84509848,6.85366461e+01,7.00902318,-1.58203793,-1,-0.9664694101624572
6.00791046e+02,9.49966344e+01,-6.60184917e-06,6.10391262,4.35451567,1.86560213,-2.84509848,6.98198072e+01,7.01248319,-1.57197023,-1,-0.9653938161133611
6.13764423e+02,9.49965475e+01,-6.66148568e-06,6.10441878,4.35661637,1.86165381,-2.84509848,7.11106643e+01,7.01596183,-1.56184845,-1,-0.964309759768429
6.26971109e+02,9.49964583e+01,-6.72110229e-06,6.10491643,4.35874310,1.85764916,-2.84509848,7.24330684e+01,7.01948070,-1.55160989,-1,-0.9632062081061421
6.40571691e+02,9.49963654e+01,-6.78068533e-06,6.10539974,4.36091381,1.85354941,-2.84509848,7.38087332e+01,7.02306749,-1.54117415,-1,-0.9620697424648623
6.54213178e+02,9.49962720e+01,-6.84030872e-06,6.10588110,4.36308921,1.84943928,-2.84509848,7.51908379e+01,7.02666094,-1.53071906,-1,-0.9609298587987468
6.68424481e+02,9.49961730e+01,-6.90049438e-06,6.10633526,4.36533010,1.84518459,-2.84509848,7.66626524e+01,7.03034708,-1.51999439,-1,-0.9597423612653828
6.82635784e+02,9.49960739e+01,-6.96068005e-06,6.10678943,4.36757099,1.84092989,-2.84509848,7.81344669e+01,7.03403321,-1.50926972,-1,-0.9585548637320187
6.97433058e+02,9.49960103e+01,-5.91570031e-06,6.10721803,4.36986542,1.83655533,-2.84509848,6.69195652e+01,7.03780869,-1.49828617,-1,-0.9573184024184072
7.12318095e+02,9.49959519e+01,-4.70519759e-06,6.10764280,4.37216786,1.83216282,-2.84509848,5.38045471e+01,7.04159755,-1.48726384,-1,-0.9560746076220024
7.27484771e+02,9.49959124e+01,-3.47753979e-06,6.10804818,4.37449657,1.82770810,-2.84509848,4.01987806e+01,7.04542549,-1.47612777,-1,-0.9548072790498557
7.43169032e+02,9.49959075e+01,-2.21835532e-06,6.10841792,4.37687354,1.82313903,-2.84509848,2.56911445e+01,7.04932526,-1.46478265,-1,-0.9534967010366969
7.58853292e+02,9.49959026e+01,-9.59170856e-07,6.10878766,4.37925051,1.81856996,-2.84509848,1.11835084e+01,7.05322503,-1.45343754,-1,-0.9521861231070982
7.74933763e+02,9.49958973e+01,-3.18173504e-07,6.10912385,4.38165561,1.81392786,-2.84509848,3.82592424,7.05717905,-1.44193265,-1,-0.9508424377569349
7.91434094e+02,9.49958917e+01,-3.32261210e-07,6.10942450,4.38409053,1.80920835,-2.84509848,4.04515966,7.06119058,-1.43025846,-1,-0.9494636688740118
8.08048892e+02,9.49958859e+01,-3.46298651e-07,6.10971968,4.38653641,1.80446418,-2.84509848,4.26594452,7.06521772,-1.41853854,-1,-0.9480753351200737
8.25251196e+02,9.49958794e+01,-3.60078110e-07,6.10998683,4.38903855,1.79959347,-2.84509848,4.49468191,7.06932497,-1.40658388,-1,-0.9466379093211742
8.42509166e+02,9.49958730e+01,-3.73891813e-07,6.11025066,4.39154482,1.79471283,-2.84509848,4.72494373,7.07343934,-1.39460847,-1,-0.9451958320671834
8.60388525e+02,9.49958658e+01,-3.88087761e-07,6.11047739,4.39409720,1.78972145,-2.84509848,4.97222230,7.07763321,-1.38240133,-1,-0.9437018315022365
8.78360322e+02,9.49958586e+01,-4.02048254e-07,6.11069892,4.39665676,1.78471310,-2.84509848,5.21833287,7.08183762,-1.37016331,-1,-0.9422001068111495
8.96965540e+02,9.49958506e+01,-4.14395310e-07,6.11088479,4.39926556,1.77958843,-2.84509848,5.45643986,7.08611434,-1.35771373,-1,-0.9406454534142935
9.15570759e+02,9.49958426e+01,-4.26742365e-07,6.11107067,4.40187436,1.77446377,-2.84509848,5.69454686,7.09039106,-1.34526415,-1,-0.9390907999338773
9.34942485e+02,9.49958337e+01,-4.39928114e-07,6.11120230,4.40453068,1.76921694,-2.84509848,5.95993042,7.09474580,-1.33258504,-1,-0.9374720970716554
9.54425694e+02,9.49958247e+01,-4.53235845e-07,6.11132605,4.40719391,1.76395235,-2.84509849,6.22928112,7.09911189,-1.31987254,-1,-0.9358440786816796
9.74169250e+02,9.49958153e+01,-4.68540228e-07,6.11142862,4.40986850,1.75865446,-2.84509849,6.53295508,7.10350517,-1.30707926,-1,-0.9341943056770625
9.94551003e+02,9.49958050e+01,-4.88739054e-07,6.11147930,4.41257093,1.75327494,-2.84509849,6.92076643,7.10796508,-1.29408795,-1,-0.9324912048837618
1.01508515e+03,9.49957945e+01,-5.08753215e-07,6.11152417,4.41528291,1.74787341,-2.84509849,7.31077203,7.11244118,-1.28104906,-1,-0.9307753700365113
1.03623714e+03,9.49957831e+01,-5.28018712e-07,6.11154544,4.41803362,1.74238263,-2.84509849,7.70967355,7.11698294,-1.26781726,-1,-0.929007908182328
1.05762227e+03,9.49957713e+01,-5.47334428e-07,6.11155542,4.42079726,1.73686034,-2.84509849,8.11697579,7.12154716,-1.25451893,-1,-0.9272209651324423
1.07951087e+03,9.49957587e+01,-5.66758590e-07,6.11154101,4.42358884,1.73126998,-2.84509849,8.54241949,7.12615991,-1.24107693,-1,-0.9253919520919919
1.10182846e+03,9.49957454e+01,-5.84691926e-07,6.11151161,4.42640326,1.72562644,-2.84509849,8.95927987,7.13080950,-1.22752754,-1,-0.9235270926153042
1.12451428e+03,9.49957316e+01,-6.01345631e-07,6.11146934,4.42923729,1.71993724,-2.84509849,9.36877288,7.13549070,-1.21388597,-1,-0.9216314638124885
1.14766406e+03,9.49957170e+01,-6.18473035e-07,6.11140469,4.43209002,1.71419946,-2.84509849,9.80113171,7.14020651,-1.20014085,-1,-0.9196970664776403
1.17131840e+03,9.49957015e+01,-6.36115584e-07,6.11131567,4.43496307,1.70840884,-2.84509849,1.02583569e+01,7.14495997,-1.18628311,-1,-0.9177205080717464
1.19508288e+03,9.49956859e+01,-6.54683523e-07,6.11121938,4.43783826,1.70261033,-2.84509849,1.07350207e+01,7.14972229,-1.17239845,-1,-0.9157347463592787
1.21974463e+03,9.49956686e+01,-6.80790430e-07,6.11106376,4.44073076,1.69674751,-2.84509849,1.13700461e+01,7.15455694,-1.15829452,-1,-0.9136740086990204
