star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
1.12255461e+03,1.11999993,-5.86406650e-11,3.63962838,1.23191143,-2.34509898,7.39732052e-01,4.24450695e-05,5.72022574,-2.62942910,-1,-1.0
1.18104303e+03,1.11999992,-5.78190974e-11,3.63986268,1.22953836,-2.34509898,7.39732052e-01,4.24450695e-05,5.72247009,-2.62272056,-1,-0.9999970394545046
1.24249095e+03,1.11999992,-5.69684500e-11,3.64010132,1.22708026,-2.34509897,7.39732052e-01,4.24450695e-05,5.72479546,-2.61576746,-1,-0.9999939291061184
1.30706752e+03,1.11999992,-5.60999667e-11,3.64034778,1.22453486,-2.34509897,7.39732052e-01,4.24450695e-05,5.72720378,-2.60856900,-1,-0.9999906603928684
1.37500604e+03,1.11999991,-5.52213417e-11,3.64060430,1.22189881,-2.34509897,7.39732052e-01,4.24450695e-05,5.72969823,-2.60111066,-1,-0.9999872215056606
1.44661792e+03,1.11999991,-5.43256400e-11,3.64094051,1.21916400,-2.34509897,7.39732051e-01,4.24450696e-05,5.73228630,-2.59337258,-1,-0.9999835966816569
1.52192172e+03,1.11999990,-5.34231971e-11,3.64121082,1.21633646,-2.34509896,7.39732051e-01,4.24450696e-05,5.73496349,-2.58536778,-1,-0.9999797849813942
1.60106365e+03,1.11999990,-5.24905072e-11,3.64149193,1.21341516,-2.34509896,7.39732051e-01,4.24450696e-05,5.73772974,-2.57709617,-1,-0.9999757790040681
1.68416581e+03,1.11999990,-5.15593516e-11,3.64178140,1.21040065,-2.34509896,7.39732051e-01,4.24450696e-05,5.74058490,-2.56855852,-1,-0.9999715725692654
1.77138973e+03,1.11999989,-5.06081684e-11,3.64207826,1.20729236,-2.34509895,7.39732051e-01,4.24450696e-05,5.74352966,-2.55975223,-1,-0.9999671575007194
1.86351621e+03,1.11999989,-4.96391663e-11,3.64238266,1.20407690,-2.34509895,7.39732050e-01,4.24450697e-05,5.74657686,-2.55063979,-1,-0.9999624942761807
1.96033723e+03,1.11999988,-4.86567203e-11,3.64273968,1.20076123,-2.34509894,7.39732050e-01,4.24450697e-05,5.74971922,-2.54124242,-1,-0.9999575934251298
2.06177245e+03,1.11999988,-4.76732549e-11,3.64310083,1.19735005,-2.34509894,7.39732050e-01,4.24450697e-05,5.75295315,-2.53156954,-1,-0.9999524590141875
2.16894690e+03,1.11999987,-4.66682447e-11,3.64343524,1.19382760,-2.34509893,7.39732049e-01,4.24450697e-05,5.75629382,-2.52157696,-1,-0.9999470340969959
2.28121613e+03,1.11999987,-4.56780026e-11,3.64377701,1.19021092,-2.34509893,7.39732049e-01,4.24450698e-05,5.75972488,-2.51131400,-1,-0.9999413512940898
2.39961811e+03,1.11999986,-4.46674376e-11,3.64412693,1.18648570,-2.34509892,7.39732049e-01,4.24450698e-05,5.76326010,-2.50073830,-1,-0.9999353580658826
2.52372389e+03,1.11999986,-4.36487903e-11,3.64448458,1.18266361,-2.34509892,7.39732048e-01,4.24450698e-05,5.76688850,-2.48988416,-1,-0.999929076124809
2.65466569e+03,1.11999985,-4.26245149e-11,3.64487628,1.17873000,-2.34509891,7.39732048e-01,4.24450699e-05,5.77062343,-2.47870851,-1,-0.9999224481605701
2.79189741e+03,1.11999985,-4.16084056e-11,3.64527608,1.17469775,-2.34509891,7.39732048e-01,4.24450699e-05,5.77445351,-2.46724885,-1,-0.9999155018154564
2.93646627e+03,1.11999984,-4.05779161e-11,3.64567926,1.17055726,-2.34509890,7.39732047e-01,4.24450699e-05,5.77838743,-2.45547809,-1,-0.9999081840816683
3.08847278e+03,1.11999983,-3.95601537e-11,3.64607826,1.16631298,-2.34509889,7.39732047e-01,4.24450700e-05,5.78242130,-2.44340647,-1,-0.9999004898716272
3.24811009e+03,1.11999983,-3.85361655e-11,3.64651828,1.16196625,-2.34509888,7.39732046e-01,4.24450700e-05,5.78655364,-2.43104039,-1,-0.999892409408537
3.41582309e+03,1.11999982,-3.75131974e-11,3.64692830,1.15751809,-2.34509887,7.39732045e-01,4.24450701e-05,5.79078419,-2.41838059,-1,-0.9998839201731178
3.59230118e+03,1.11999981,-3.65092557e-11,3.64737684,1.15296420,-2.34509887,7.39732045e-01,4.24450701e-05,5.79511678,-2.40541476,-1,-0.9998749872695724
3.77791695e+03,1.11999981,-3.54947041e-11,3.64780512,1.14830887,-2.34509886,7.39732044e-01,4.24450702e-05,5.79954727,-2.39215519,-1,-0.9998655918382758
3.97295533e+03,1.11999980,-3.44867398e-11,3.64823697,1.14355405,-2.34509885,7.39732044e-01,4.24450703e-05,5.80407421,-2.37860528,-1,-0.9998557194567457
4.17795913e+03,1.11999979,-3.34886647e-11,3.64870720,1.13869803,-2.34509884,7.39732043e-01,4.24450704e-05,5.80869911,-2.36476056,-1,-0.9998453426492232
4.39342287e+03,1.11999979,-3.25036867e-11,3.64919345,1.13374141,-2.34509882,7.39732042e-01,4.24450704e-05,5.81342119,-2.35062368,-1,-0.9998344363842757
4.61980934e+03,1.11999978,-3.15265075e-11,3.64963756,1.12869015,-2.34509881,7.39732041e-01,4.24450706e-05,5.81823564,-2.33620690,-1,-0.9998229772365679
4.85781542e+03,1.11999977,-3.05651967e-11,3.65016456,1.12353805,-2.34509880,7.39732040e-01,4.24450707e-05,5.82314804,-2.32149786,-1,-0.9998109299316822
5.10778233e+03,1.11999976,-2.96084670e-11,3.65063040,1.11829419,-2.34509878,7.39732039e-01,4.24450709e-05,5.82815020,-2.30651849,-1,-0.9997982771978693
5.37076544e+03,1.11999976,-2.86635575e-11,3.65111053,1.11295581,-2.34509877,7.39732038e-01,4.24450712e-05,5.83324459,-2.29126119,-1,-0.9997849656147956
5.64730650e+03,1.11999975,-2.77333014e-11,3.65164443,1.10752172,-2.34509875,7.39732037e-01,4.24450715e-05,5.83831706,-2.27592283,-1,-0.9997709677603575
5.93767880e+03,1.11999974,-2.68266584e-11,3.65213044,1.10199675,-2.34509873,7.39732036e-01,4.24450721e-05,5.84357436,-2.26015172,-1,-0.9997562698012614
6.24268981e+03,1.11999973,-2.59248246e-11,3.65266285,1.09638325,-2.34509871,7.39732035e-01,4.24450729e-05,5.84892258,-2.24411909,-1,-0.9997408308652856
6.56343865e+03,1.11999973,-2.50446945e-11,3.65319120,1.09068515,-2.34509869,7.39732033e-01,4.24450740e-05,5.85436726,-2.22781022,-1,-0.9997245953175752
6.90052154e+03,1.11999972,-2.41809499e-11,3.65369147,1.08490193,-2.34509867,7.39732032e-01,4.24450752e-05,5.85989037,-2.21126311,-1,-0.9997075329788838
7.25428318e+03,1.11999971,-2.33311531e-11,3.65418917,1.07904131,-2.34509866,7.39732031e-01,4.24450766e-05,5.86549500,-2.19447288,-1,-0.9996896264013125
7.62674540e+03,1.11999970,-2.25058140e-11,3.65476183,1.07309011,-2.34509864,7.39732030e-01,4.24450788e-05,5.87118802,-2.17741451,-1,-0.9996707732446085
8.01765968e+03,1.11999969,-2.16958193e-11,3.65530984,1.06706492,-2.34509862,7.39732029e-01,4.24450823e-05,5.87695574,-2.16013149,-1,-0.9996509860882664
