star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
7.22307811e+02,1.31999991,-1.14950143e-10,2.27120858,3.67772350,1.30283443,-3.34509847,5.73420421e-05,5.71370324,-2.77956538,-1
7.59320801e+02,1.31999991,-1.13435359e-10,2.26713123,3.67795565,1.30033147,-3.34509847,5.74486971e-05,5.71608904,-2.77243369,-1
7.98175574e+02,1.31999990,-1.11779140e-10,2.26291405,3.67819480,1.29774458,-3.34509847,5.75010164e-05,5.71855510,-2.76506052,-1
8.38986945e+02,1.31999990,-1.10035879e-10,2.25855250,3.67844135,1.29507071,-3.34509847,5.75248815e-05,5.72110451,-2.75743647,-1
8.81854933e+02,1.31999990,-1.08234085e-10,2.25404232,3.67869521,1.29230789,-3.34509847,5.75326558e-05,5.72373922,-2.74955737,-1
9.26871643e+02,1.31999989,-1.06389485e-10,2.24938148,3.67895643,1.28945504,-3.34509847,5.75316157e-05,5.72646038,-2.74141900,-1
9.74124881e+02,1.31999989,-1.04510893e-10,2.24456866,3.67922493,1.28651163,-3.34509847,5.75244442e-05,5.72926842,-2.73302027,-1
1.02370808e+03,1.31999988,-1.02603581e-10,2.23977265,3.67954402,1.28347544,-3.34509847,5.75721750e-05,5.73216493,-2.72435483,-1
1.07607748e+03,1.31999988,-1.00695109e-10,2.23464790,3.67983333,1.28033445,-3.34509847,5.75804042e-05,5.73516254,-2.71538796,-1
1.13101285e+03,1.31999987,-9.87420422e-11,2.22942497,3.68014479,1.27710006,-3.34509847,5.75939690e-05,5.73824977,-2.70615268,-1
1.18855252e+03,1.31999986,-9.67789946e-11,2.22403827,3.68046107,1.27377415,-3.34509847,5.76053698e-05,5.74142510,-2.69665454,-1
1.24922817e+03,1.31999986,-9.47832644e-11,2.21842779,3.68077381,1.27034343,-3.34509847,5.75902063e-05,5.74470133,-2.68685336,-1
1.31287309e+03,1.31999985,-9.27866437e-11,2.21266324,3.68109566,1.26681746,-3.34509847,5.75834534e-05,5.74806902,-2.67677900,-1
1.37970977e+03,1.31999985,-9.07763519e-11,2.20673674,3.68142598,1.26319355,-3.34509847,5.75743953e-05,5.75153102,-2.66642297,-1
1.45001552e+03,1.31999984,-8.87520171e-11,2.20063830,3.68176430,1.25946769,-3.34509847,5.75606034e-05,5.75509148,-2.65576987,-1
1.52378017e+03,1.31999983,-8.67162423e-11,2.19437745,3.68211039,1.25564509,-3.34509847,5.75415043e-05,5.75874528,-2.64483710,-1
1.60131287e+03,1.31999983,-8.46736430e-11,2.18794455,3.68246388,1.25172167,-3.34509847,5.75180021e-05,5.76249605,-2.63361344,-1
1.68281937e+03,1.31999982,-8.26274019e-11,2.18146926,3.68285816,1.24769546,-3.34509847,5.75353904e-05,5.76634609,-2.62209201,-1
1.76825874e+03,1.31999981,-8.05757010e-11,2.17470683,3.68322841,1.24357375,-3.34509847,5.75035979e-05,5.77028832,-2.61029383,-1
1.85818017e+03,1.31999981,-7.85536513e-11,2.16776171,3.68360431,1.23934938,-3.34509847,5.74848171e-05,5.77433018,-2.59819621,-1
1.95264148e+03,1.31999980,-7.65164096e-11,2.16064940,3.68398789,1.23502607,-3.34509847,5.74482655e-05,5.77846742,-2.58581352,-1
2.05176097e+03,1.31999979,-7.44836588e-11,2.15337356,3.68437879,1.23060636,-3.34509847,5.74058757e-05,5.78269832,-2.57314960,-1
