star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase,x
1.80271418e+02,6.79999956,-2.06401922e-09,3.55721097,3.65959782,1.98208699,-3.34509848,6.54158718e-05,5.71493691,-4.13256192,-1,-1.0
1.88097013e+02,6.79999955,-2.04177828e-09,3.55411302,3.65975111,1.98023144,-3.34509848,6.53610725e-05,5.71677840,-4.12703971,-1,-0.9999693311120813
1.96237324e+02,6.79999953,-2.01854550e-09,3.55092389,3.65990842,1.97832226,-3.34509848,6.52854672e-05,5.71867285,-4.12135789,-1,-0.9999374288368316
2.04712064e+02,6.79999951,-1.99490770e-09,3.54764894,3.66007213,1.97635736,-3.34509848,6.52107929e-05,5.72062245,-4.11551071,-1,-0.9999042159180438
2.13532344e+02,6.79999949,-1.97087324e-09,3.54428379,3.66024149,1.97433608,-3.34509848,6.51354304e-05,5.72262779,-4.10949645,-1,-0.999869648811168
2.22720829e+02,6.79999948,-1.94606939e-09,3.54081060,3.66041323,1.97225600,-3.34509848,6.50425067e-05,5.72469116,-4.10330768,-1,-0.9998336386909652
2.32302889e+02,6.79999946,-1.92072669e-09,3.53721094,3.66058395,1.97011472,-3.34509848,6.49361744e-05,5.72681528,-4.09693622,-1,-0.99979608613117
2.36215218e+02,6.79999945,-1.90056923e-09,3.56928298,3.66937808,1.96856248,-3.34509848,9.85439735e-05,5.72777795,-4.09407261,-1,-0.999780753523285
2.43585115e+02,6.79999944,-2.09366525e-09,3.58295768,3.67384624,1.96646352,-3.34509848,1.28082678e-04,5.72958889,-4.08865356,-1,-0.9997518705380212
2.54091450e+02,6.79999941,-2.07103687e-09,3.57924131,3.67419971,1.96389839,-3.34509847,1.29076315e-04,5.73213265,-4.08102512,-1,-0.9997106956994879
2.65054633e+02,6.79999939,-2.04342498e-09,3.57513074,3.67448706,1.96126840,-3.34509847,1.29563253e-04,5.73474273,-4.07319442,-1,-0.9996677304513937
2.76457767e+02,6.79999937,-2.01594462e-09,3.57091487,3.67477924,1.95857610,-3.34509847,1.30085775e-04,5.73741457,-4.06518013,-1,-0.9996230410139044
2.88392292e+02,6.79999934,-1.98595595e-09,3.56659317,3.67508229,1.95580916,-3.34509847,1.30492047e-04,5.74016035,-4.05694213,-1,-0.9995762690292069
3.00823745e+02,6.79999932,-1.95419176e-09,3.56219513,3.67540065,1.95297342,-3.34509847,1.30836432e-04,5.74297411,-4.04850088,-1,-0.9995275495594766
3.13775163e+02,6.79999930,-1.92134834e-09,3.55764249,3.67571517,1.95006806,-3.34509847,1.31096336e-04,5.74585705,-4.03985270,-1,-0.9994767923215886
3.27267208e+02,6.79999927,-1.88820521e-09,3.55297969,3.67603727,1.94709246,-3.34509847,1.31358912e-04,5.74880948,-4.03099545,-1,-0.9994239163401585
3.41317263e+02,6.79999924,-1.85477185e-09,3.54818340,3.67636094,1.94404697,-3.34509847,1.31602482e-04,5.75183152,-4.02192945,-1,-0.9993688534903626
3.56020540e+02,6.79999922,-1.82085210e-09,3.54329745,3.67670191,1.94092207,-3.34509847,1.31862362e-04,5.75493168,-4.01262810,-1,-0.9993112306317364
3.71346974e+02,6.79999919,-1.78668182e-09,3.53835864,3.67706671,1.93772306,-3.34509847,1.32174521e-04,5.75810511,-4.00311011,-1,-0.9992511655904789
3.87292247e+02,6.79999916,-1.75212262e-09,3.53322840,3.67741843,1.93445450,-3.34509847,1.32404685e-04,5.76134802,-3.99338281,-1,-0.9991886752890422
4.03923297e+02,6.79999913,-1.71820999e-09,3.52797533,3.67777634,1.93111214,-3.34509847,1.32690393e-04,5.76466338,-3.98343536,-1,-0.9991234973941446
4.21304128e+02,6.79999910,-1.68399999e-09,3.52265986,3.67815793,1.92769122,-3.34509847,1.33018145e-04,5.76805638,-3.97325922,-1,-0.999055381070993
4.39370894e+02,6.79999907,-1.64998282e-09,3.51725797,3.67855269,1.92420076,-3.34509847,1.33390061e-04,5.77151792,-3.96287684,-1,-0.9989845765351707
4.58248740e+02,6.79999904,-1.61560659e-09,3.51168618,3.67894367,1.92063289,-3.34509847,1.33699397e-04,5.77505619,-3.95226266,-1,-0.9989105933373281
4.77914477e+02,6.79999901,-1.58134202e-09,3.50604009,3.67935268,1.91699184,-3.34509847,1.34057899e-04,5.77866665,-3.94143219,-1,-0.9988335223562854
4.98408517e+02,6.79999898,-1.54666689e-09,3.50021323,3.67975318,1.91327740,-3.34509847,1.34328018e-04,5.78234989,-3.93038293,-1,-0.9987532052154466
5.19785647e+02,6.79999895,-1.51265032e-09,3.49425975,3.68015987,1.90948728,-3.34509847,1.34647376e-04,5.78610803,-3.91910910,-1,-0.9986694272018906
5.42069598e+02,6.79999891,-1.47869897e-09,3.48824982,3.68058774,1.90562659,-3.34509847,1.35012802e-04,5.78993558,-3.90762681,-1,-0.9985820953126724
5.65288083e+02,6.79999888,-1.44480000e-09,3.48222869,3.68105008,1.90169133,-3.34509847,1.35469346e-04,5.79383643,-3.89592428,-1,-0.9984911009391957
5.89525384e+02,6.79999885,-1.41096607e-09,3.47594357,3.68148325,1.89768244,-3.34509847,1.35793795e-04,5.79781069,-3.88400193,-1,-0.9983961137761975
6.14739042e+02,6.79999881,-1.37780397e-09,3.46963114,3.68194399,1.89360474,-3.34509847,1.36239668e-04,5.80185259,-3.87187492,-1,-0.998297300222567
6.41069310e+02,6.79999878,-1.34444352e-09,3.46312401,3.68239310,1.88945295,-3.34509847,1.36581689e-04,5.80596798,-3.85952769,-1,-0.9981941106199664
6.68511318e+02,6.79999874,-1.31152573e-09,3.45650206,3.68284856,1.88523105,-3.34509847,1.36944426e-04,5.81015277,-3.84697280,-1,-0.9980865640541632
6.97074227e+02,6.79999870,-1.27874862e-09,3.44977361,3.68331100,1.88094196,-3.34509847,1.37296751e-04,5.81440378,-3.83421846,-1,-0.997974624622752
7.26875507e+02,6.79999867,-1.24599636e-09,3.44294621,3.68378443,1.87658139,-3.34509847,1.37634918e-04,5.81872538,-3.82125447,-1,-0.9978578319550819
7.57959279e+02,6.79999863,-1.21369726e-09,3.43596430,3.68425392,1.87215146,-3.34509847,1.37948348e-04,5.82310597,-3.80807248,-1,-0.9977360131388053
7.90345757e+02,6.79999859,-1.18202786e-09,3.42902235,3.68476762,1.86765308,-3.34509849,1.38428473e-04,5.82752153,-3.79465128,-1,-0.9976090889542718
8.24080925e+02,6.79999855,-1.15060415e-09,3.42186589,3.68526016,1.86308977,-3.34509847,1.38798646e-04,5.83196896,-3.78099351,-1,-0.9974768791879457
8.59234234e+02,6.79999851,-1.11951729e-09,3.41463035,3.68576559,1.85846115,-3.34509847,1.39186781e-04,5.83644897,-3.76709214,-1,-0.997339111657976
8.95868872e+02,6.79999847,-1.08894652e-09,3.40724069,3.68626412,1.85376926,-3.34509847,1.39541564e-04,5.84095930,-3.75294893,-1,-0.997195538727513
9.34094569e+02,6.79999843,-1.05883146e-09,3.39974662,3.68676827,1.84901392,-3.34509847,1.39895406e-04,5.84549960,-3.73855974,-1,-0.9970457303593431
9.73928904e+02,6.79999839,-1.02903761e-09,3.39219589,3.68728887,1.84419735,-3.34509847,1.40268305e-04,5.85007003,-3.72392750,-1,-0.9968896176605089
1.01543075e+03,6.79999835,-9.99611042e-10,3.38452011,3.68780793,1.83932134,-3.34509847,1.40600640e-04,5.85466972,-3.70905281,-1,-0.9967269699048564
1.05868948e+03,6.79999830,-9.70802267e-10,3.37684683,3.68835762,1.83438534,-3.34509847,1.41038645e-04,5.85929908,-3.69393428,-1,-0.9965574368352461
1.10376003e+03,6.79999826,-9.42663741e-10,3.36900183,3.68889247,1.82939314,-3.34509847,1.41429032e-04,5.86395604,-3.67857382,-1,-0.9963808031548185
1.15072730e+03,6.79999822,-9.15018971e-10,3.36102390,3.68942076,1.82434758,-3.34509847,1.41772762e-04,5.86863824,-3.66297572,-1,-0.9961967361363387
1.19968849e+03,6.79999817,-8.87839551e-10,3.35316389,3.69000720,1.81924469,-3.34509847,1.42295747e-04,5.87335050,-3.64712519,-1,-0.9960048548482733
1.25068599e+03,6.79999813,-8.61036966e-10,3.34505962,3.69055718,1.81409260,-3.34509847,1.42643432e-04,5.87808767,-3.63103927,-1,-0.9958049931621477
1.30382378e+03,6.79999809,-8.35043972e-10,3.33687244,3.69111084,1.80889170,-3.34509847,1.43028434e-04,5.88285051,-3.61471384,-1,-0.9955967435752779
1.35924546e+03,6.79999804,-8.09114510e-10,3.32864430,3.69167882,1.80364167,-3.34509847,1.43357674e-04,5.88764072,-3.59814090,-1,-0.9953795433122705
1.41700271e+03,6.79999800,-7.83368944e-10,3.32031045,3.69224377,1.79834483,-3.34509847,1.43583086e-04,5.89245858,-3.58132360,-1,-0.9951531898366889
1.47712030e+03,6.79999795,-7.58620291e-10,3.31188905,3.69280800,1.79300568,-3.34509847,1.43863230e-04,5.89730204,-3.56427075,-1,-0.9949175860736963
1.53986821e+03,6.79999790,-7.34897488e-10,3.30357839,3.69342274,1.78762086,-3.34509848,1.44386383e-04,5.90217427,-3.54696474,-1,-0.9946716739585248
1.60516778e+03,6.79999786,-7.11770434e-10,3.29510789,3.69401635,1.78219840,-3.34509847,1.44826005e-04,5.90707237,-3.52942607,-1,-0.9944157617635451
1.67328710e+03,6.79999781,-6.89185670e-10,3.28652144,3.69460052,1.77673684,-3.34509847,1.45205069e-04,5.91199415,-3.51162047,-1,-0.9941487988309908
1.74417952e+03,6.79999776,-6.67223598e-10,3.27789054,3.69518867,1.77124509,-3.34509847,1.45595026e-04,5.91694208,-3.49361317,-1,-0.9938709679844842
1.81817748e+03,6.79999771,-6.46593628e-10,3.26922888,3.69578436,1.76572286,-3.34509847,1.46160769e-04,5.92191378,-3.47536613,-1,-0.9935809663754748
1.89522192e+03,6.79999766,-6.25928523e-10,3.26054144,3.69638780,1.76017227,-3.34509847,1.46611664e-04,5.92684745,-3.45699330,-1,-0.9932790254629789
1.97545067e+03,6.79999761,-6.05734776e-10,3.25176730,3.69698271,1.75459539,-3.34509847,1.46997658e-04,5.93180675,-3.43834494,-1,-0.9929646050845142
2.05915725e+03,6.79999756,-5.85915143e-10,3.24298041,3.69758570,1.74899596,-3.34509847,1.47344522e-04,5.93684979,-3.41940028,-1,-0.992636554920906
2.14637374e+03,6.79999751,-5.66763123e-10,3.23422387,3.69820881,1.74337147,-3.34509847,1.47777151e-04,5.94193174,-3.40022254,-1,-0.9922947492490719
2.23718707e+03,6.79999746,-5.48215433e-10,3.22538818,3.69882104,1.73772916,-3.34509847,1.48171509e-04,5.94704539,-3.38081500,-1,-0.9919388473861083
2.33186365e+03,6.79999741,-5.30087350e-10,3.21651163,3.69943065,1.73207166,-3.34509847,1.48502134e-04,5.95218609,-3.36117564,-1,-0.991567805258251
2.43057195e+03,6.79999736,-5.12652117e-10,3.20767610,3.70005849,1.72639822,-3.34509847,1.48925659e-04,5.95735707,-3.34129166,-1,-0.991180962623365
2.53334345e+03,6.79999731,-4.95748190e-10,3.19884219,3.70069316,1.72071193,-3.34509847,1.49363331e-04,5.96255588,-3.32116949,-1,-0.9907781961097974
2.64051477e+03,6.79999726,-4.79308198e-10,3.18995548,3.70131835,1.71501818,-3.34509847,1.49731981e-04,5.96778734,-3.30080969,-1,-0.9903581864873745
2.75217666e+03,6.79999721,-4.63398546e-10,3.18103322,3.70193679,1.70932017,-3.34509847,1.50066752e-04,5.97305362,-3.28022349,-1,-0.9899205781024267
2.86847307e+03,6.79999715,-4.48129051e-10,3.17214805,3.70256536,1.70362047,-3.34509847,1.50472303e-04,5.97835362,-3.25940417,-1,-0.9894648068078935
2.98980441e+03,6.79999710,-4.33296565e-10,3.16323138,3.70318544,1.69792197,-3.34509847,1.50809374e-04,5.98369000,-3.23833957,-1,-0.9889893033774845
3.11613391e+03,6.79999705,-4.18910326e-10,3.15445126,3.70383848,1.69222582,-3.34509847,1.51244900e-04,5.98906368,-3.21703684,-1,-0.9884942119146204
3.24788761e+03,6.79999699,-4.05159033e-10,3.14559722,3.70446960,1.68653655,-3.34509847,1.51646030e-04,5.99447735,-3.19548771,-1,-0.9879778627477929
3.38512194e+03,6.79999694,-3.91881228e-10,3.13678239,3.70510469,1.68085898,-3.34509847,1.52059716e-04,5.99993129,-3.17370525,-1,-0.9874400347250835
3.52816612e+03,6.79999689,-3.79017058e-10,3.12799826,3.70574005,1.67519617,-3.34509847,1.52446883e-04,6.00542667,-3.15168654,-1,-0.9868794376172789
3.67727137e+03,6.79999683,-3.66609775e-10,3.11923148,3.70637066,1.66955157,-3.34509847,1.52814797e-04,6.01096511,-3.12942047,-1,-0.9862950868809647
3.83257712e+03,6.79999677,-3.54674598e-10,3.11050656,3.70700110,1.66392824,-3.34509847,1.53194671e-04,6.01654418,-3.10688674,-1,-0.9856864360831803
3.99462423e+03,6.79999672,-3.43149776e-10,3.10193847,3.70765751,1.65833136,-3.34509848,1.53648815e-04,6.02217822,-3.08411301,-1,-0.9850513655672455
4.16334685e+03,6.79999666,-3.32156996e-10,3.09341957,3.70831280,1.65276133,-3.34509847,1.54154773e-04,6.02786712,-3.06109003,-1,-0.9843901334025171
4.33937955e+03,6.79999660,-3.21606263e-10,3.08492307,3.70895421,1.64723027,-3.34509847,1.54622483e-04,6.03361260,-3.03781772,-1,-0.983700252678261
4.52266185e+03,6.79999655,-3.11420736e-10,3.07649170,3.70959189,1.64173922,-3.34509847,1.55065833e-04,6.03941276,-3.01429511,-1,-0.9829819604185427
4.71390702e+03,6.79999649,-3.01658654e-10,3.06812865,3.71022282,1.63629584,-3.34509847,1.55500565e-04,6.04527472,-2.99050437,-1,-0.9822324612834952
4.91304854e+03,6.79999643,-2.92273261e-10,3.05991935,3.71086706,1.63090270,-3.34509847,1.55989541e-04,6.05119680,-2.96644456,-1,-0.9814520159682382
5.12089392e+03,6.79999637,-2.83320233e-10,3.05183278,3.71151240,1.62556874,-3.34509847,1.56514199e-04,6.05718844,-2.94211227,-1,-0.980637459801755
5.33734336e+03,6.79999631,-2.74765419e-10,3.04392010,3.71217000,1.62029720,-3.34509847,1.57116173e-04,6.06325269,-2.91751048,-1,-0.9797891839051062
5.56318422e+03,6.79999625,-2.66559902e-10,3.03608550,3.71281008,1.61509974,-3.34509847,1.57658041e-04,6.06939449,-2.89262081,-1,-0.9789041025761064
5.79848614e+03,6.79999619,-2.58817422e-10,3.02843265,3.71345573,1.60998202,-3.34509847,1.58304926e-04,6.07561764,-2.86744863,-1,-0.9779819428922042
6.04392558e+03,6.79999613,-2.51416295e-10,3.02098938,3.71410902,1.60495380,-3.34509847,1.58994240e-04,6.08193063,-2.84197685,-1,-0.9770200537737154
6.29974247e+03,6.79999606,-2.44387915e-10,3.01368909,3.71474811,1.60002548,-3.34509847,1.59676454e-04,6.08833503,-2.81621210,-1,-0.9760174949232852
6.56650217e+03,6.79999600,-2.37696657e-10,3.00664006,3.71539499,1.59520720,-3.34509847,1.60413459e-04,6.09484017,-2.79012649,-1,-0.9749720506675399
6.84477830e+03,6.79999593,-2.31462370e-10,2.99994766,3.71606955,1.59051189,-3.34509847,1.61364167e-04,6.10145922,-2.76373872,-1,-0.9738814729617638
