star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
1.22628596e+02,1.09999929e+01,-4.89563112e-08,3.94003946,3.65678760,2.17912167,-3.34509854,8.07698346e-04,5.70407321,-4.50746781,-1
1.27705756e+02,1.09999927e+01,-4.83610945e-08,3.93710604,3.65694515,2.17733988,-3.34509854,8.05704651e-04,5.70581158,-4.50197724,-1
1.32976892e+02,1.09999924e+01,-4.77516128e-08,3.93408610,3.65710527,2.17550966,-3.34509855,8.03555599e-04,5.70759389,-4.49632905,-1
1.37029195e+02,1.09999922e+01,-4.71762932e-08,3.94520487,3.66073105,2.17381748,-3.34509856,9.64734960e-04,5.70899586,-4.49194123,-1
1.40099931e+02,1.09999921e+01,-4.72674260e-08,3.96753904,3.66710942,2.17222783,-3.34509857,1.27450163e-03,5.71010558,-4.48854305,-1
1.45865606e+02,1.09999918e+01,-5.15965157e-08,3.96416947,3.66733729,2.17008731,-3.34509857,1.42268148e-03,5.71223152,-4.48206227,-1
1.51867722e+02,1.09999915e+01,-5.09353167e-08,3.96074586,3.66757155,2.16790698,-3.34509850,1.42468482e-03,5.71440362,-4.47542507,-1
1.58122347e+02,1.09999912e+01,-5.02645958e-08,3.95720747,3.66781166,2.16565756,-3.34509851,1.42678174e-03,5.71663559,-4.46855113,-1
1.64633235e+02,1.09999909e+01,-4.95652552e-08,3.95359798,3.66805788,2.16336037,-3.34509852,1.42828548e-03,5.71890958,-4.46152349,-1
1.71406125e+02,1.09999905e+01,-4.88204203e-08,3.94990314,3.66831208,2.16100456,-3.34509852,1.42869989e-03,5.72123418,-4.45429809,-1
1.78453897e+02,1.09999902e+01,-4.80421684e-08,3.94611056,3.66857096,2.15859050,-3.34509852,1.42823765e-03,5.72360813,-4.44687648,-1
1.85788340e+02,1.09999898e+01,-4.72454479e-08,3.94221650,3.66883649,2.15611243,-3.34509852,1.42740315e-03,5.72603581,-4.43923781,-1
