star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
1.06011467e+02,3.59999120e+01,-9.97588473e-07,4.70363798,3.66670549,2.54108516,-3.34509854,7.34580961e-03,5.86482474,-4.58351163,-1
1.09701965e+02,3.59999081e+01,-1.02020759e-06,4.70934024,3.66678469,2.54377790,-3.34509854,7.44624992e-03,5.86675653,-4.57591618,-1
1.13412561e+02,3.59999042e+01,-1.04327730e-06,4.71512721,3.66686523,2.54651029,-3.34509854,7.54857072e-03,5.86870212,-4.56827539,-1
1.17319659e+02,3.59999000e+01,-1.07075236e-06,4.72174227,3.66695900,2.54963028,-3.34509854,7.66927684e-03,5.87078262,-4.56019136,-1
1.21305483e+02,3.59998956e+01,-1.10046884e-06,4.72877071,3.66706071,2.55294109,-3.34509854,7.79920093e-03,5.87292017,-4.55192468,-1
1.25409318e+02,3.59998909e+01,-1.13354522e-06,4.73641881,3.66717431,2.55653793,-3.34509854,7.94294284e-03,5.87514322,-4.54338422,-1
1.29667740e+02,3.59998859e+01,-1.17247070e-06,4.74516737,3.66731567,2.56062950,-3.34509854,8.11077916e-03,5.87748619,-4.53447129,-1
1.34022000e+02,3.59998805e+01,-1.21659048e-06,4.75487606,3.66749029,2.56513461,-3.34509854,8.30188364e-03,5.87990976,-4.52531520,-1
1.38477623e+02,3.59998749e+01,-1.26808022e-06,4.76588236,3.66771773,2.57018288,-3.34509854,8.52810144e-03,5.88242503,-4.51589049,-1
1.43022715e+02,3.59998688e+01,-1.33026481e-06,4.77863149,3.66803224,2.57592842,-3.34509854,8.80960692e-03,5.88503478,-4.50620456,-1
1.47625707e+02,3.59998624e+01,-1.40769954e-06,4.79359394,3.66848735,2.58249941,-3.34509853,9.17794693e-03,5.88773076,-4.49630171,-1
1.52257933e+02,3.59998554e+01,-1.50592822e-06,4.81079132,3.66912512,2.58982258,-3.34509853,9.67589301e-03,5.89050434,-4.48622590,-1
1.56918128e+02,3.59998479e+01,-1.62646251e-06,4.82970391,3.66995928,2.59761054,-3.34509853,1.03247273e-02,5.89335894,-4.47597038,-1
1.61654950e+02,3.59998397e+01,-1.76621733e-06,4.84942054,3.67099073,2.60540597,-3.34509853,1.11248922e-02,5.89633257,-4.46541436,-1
1.66563246e+02,3.59998305e+01,-1.91464388e-06,4.86857699,3.67216239,2.61264087,-3.34509852,1.20292266e-02,5.89948652,-4.45434237,-1
1.71762117e+02,3.59998199e+01,-2.05537228e-06,4.88566508,3.67337700,2.61875570,-3.34509852,1.29500306e-02,5.90290040,-4.44249392,-1
1.77253329e+02,3.59998081e+01,-2.18094549e-06,4.90051414,3.67460027,2.62373368,-3.34509852,1.38446995e-02,5.90656929,-4.42987745,-1
1.82995149e+02,3.59997950e+01,-2.29415090e-06,4.91372255,3.67585841,2.62782161,-3.34509851,1.47349703e-02,5.91046071,-4.41660783,-1
1.88983010e+02,3.59997807e+01,-2.40033135e-06,4.92580104,3.67719529,2.63118709,-3.34509851,1.56720006e-02,5.91457560,-4.40269187,-1
