star_age,star_mass,star_mdot,log_L,log_Teff,log_R,log_surf_z,v_wind_Km_per_s,log_center_T,log_center_Rho,phase
7.34977787e+01,4.99996097e+01,-8.97015298e-06,5.39791289,3.82513310,2.57136740,-3.34509852,2.18526317,6.14216756,-3.92184727,-1
7.59860357e+01,4.99995859e+01,-9.13241697e-06,5.40309604,3.82601320,2.57219877,-3.34509851,2.28277597,6.14428982,-3.91539028,-1
7.84742927e+01,4.99995621e+01,-9.29468096e-06,5.40827920,3.82689330,2.57303015,-3.34509851,2.38028877,6.14641209,-3.90893330,-1
8.09625497e+01,4.99995384e+01,-9.45694495e-06,5.41346235,3.82777340,2.57386152,-3.34509851,2.47780157,6.14853435,-3.90247631,-1
8.35835372e+01,4.99995126e+01,-9.61979668e-06,5.41856183,3.82870257,2.57455293,-3.34509850,2.58791114,6.15078201,-3.89565935,-1
8.63811649e+01,4.99994841e+01,-9.78343059e-06,5.42354993,3.82969703,2.57505806,-3.34509850,2.71478472,6.15319656,-3.88836334,-1
8.91787926e+01,4.99994557e+01,-9.94706449e-06,5.42853804,3.83069149,2.57556319,-3.34509850,2.84165830,6.15561110,-3.88106732,-1
9.19764203e+01,4.99994272e+01,-1.01106984e-05,5.43352615,3.83168595,2.57606833,-3.34509850,2.96853188,6.15802564,-3.87377130,-1
9.50017566e+01,4.99993952e+01,-1.02740607e-05,5.43839487,3.83277731,2.57631996,-3.34509850,3.12531478,6.16065081,-3.86587325,-1
9.81679988e+01,4.99993609e+01,-1.04372549e-05,5.44318972,3.83392864,2.57641474,-3.34509850,3.30060556,6.16340630,-3.85760265,-1
1.01334241e+02,4.99993266e+01,-1.06004491e-05,5.44798458,3.83507996,2.57650951,-3.34509850,3.47589633,6.16616180,-3.84933206,-1
1.04500483e+02,4.99992923e+01,-1.07636434e-05,5.45277943,3.83623129,2.57660429,-3.34509849,3.65118711,6.16891729,-3.84106146,-1
1.07919192e+02,4.99992538e+01,-1.09249134e-05,5.45745697,3.83750371,2.57639822,-3.34509849,3.87329225,6.17189913,-3.83214710,-1
1.11523253e+02,4.99992123e+01,-1.10847706e-05,5.46204840,3.83886503,2.57597129,-3.34509849,4.12976712,6.17504714,-3.82276009,-1
1.15127315e+02,4.99991708e+01,-1.12446279e-05,5.46663983,3.84022636,2.57554435,-3.34509849,4.38624199,6.17819514,-3.81337308,-1
1.18731376e+02,4.99991293e+01,-1.14044852e-05,5.47123125,3.84158768,2.57511742,-3.34509849,4.64271686,6.18134315,-3.80398607,-1
