star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
4.79962944e+02,6.79999955,-8.14204762e-10,3.58903546,1.94133254,-1.34509847,6.38455367e-01,5.25064653e-05,5.79669833,-3.98087812,-1,-1.0
5.00794294e+02,6.79999953,-8.05130491e-10,3.58931137,1.93935412,-1.34509847,6.38455367e-01,5.25064653e-05,5.79862606,-3.97506811,-1,-0.9999577952512486
5.22322516e+02,6.79999952,-7.96001578e-10,3.59050681,1.93719786,-1.34509847,6.38455367e-01,5.25064653e-05,5.80061786,-3.96906564,-1,-0.9999141786253183
5.44688344e+02,6.79999950,-7.90437766e-10,3.59157601,1.93499061,-1.34509847,6.38455367e-01,5.25064653e-05,5.80267547,-3.96286326,-1,-0.9998688649921953
5.68131005e+02,6.79999948,-7.86409022e-10,3.59188552,1.93280147,-1.34509847,6.38455367e-01,5.25064653e-05,5.80480695,-3.95643605,-1,-0.9998213696729976
5.92623947e+02,6.79999946,-7.76382577e-10,3.59219261,1.93054410,-1.34509847,6.38455367e-01,5.25064653e-05,5.80700489,-3.94980746,-1,-0.99977174646263
6.18151697e+02,6.79999944,-7.66953228e-10,3.59251016,1.92822217,-1.34509847,6.38455367e-01,5.25064653e-05,5.80926536,-3.94298722,-1,-0.9997200267097125
6.44765351e+02,6.79999942,-7.57048334e-10,3.59285487,1.92583291,-1.34509847,6.38455367e-01,5.25064653e-05,5.81159090,-3.93597011,-1,-0.9996661068926855
6.72521180e+02,6.79999940,-7.46892763e-10,3.59323620,1.92337353,-1.34509847,6.38455367e-01,5.25064653e-05,5.81398414,-3.92874714,-1,-0.9996098730053316
7.01469279e+02,6.79999938,-7.36702543e-10,3.59360822,1.92084424,-1.34509847,6.38455367e-01,5.25064653e-05,5.81644558,-3.92131655,-1,-0.9995512235541378
7.31658784e+02,6.79999936,-7.26211327e-10,3.59396147,1.91824532,-1.34509847,6.38455367e-01,5.25064653e-05,5.81897545,-3.91367751,-1,-0.9994900589885454
7.63145662e+02,6.79999934,-7.15359429e-10,3.59433513,1.91557430,-1.34509847,6.38455367e-01,5.25064653e-05,5.82157523,-3.90582536,-1,-0.9994262659182472
7.95982932e+02,6.79999931,-7.04450150e-10,3.59474260,1.91282945,-1.34509847,6.38455367e-01,5.25064653e-05,5.82424643,-3.89775654,-1,-0.9993597369256457
8.30219306e+02,6.79999929,-6.93545817e-10,3.59516538,1.91001095,-1.34509847,6.38455367e-01,5.25064653e-05,5.82698939,-3.88946897,-1,-0.9992903733192147
8.65902514e+02,6.79999926,-6.82570265e-10,3.59558438,1.90711918,-1.34509847,6.38455367e-01,5.25064653e-05,5.82980427,-3.88096345,-1,-0.9992180783969804
9.03081182e+02,6.79999924,-6.71338926e-10,3.59599098,1.90415481,-1.34509847,6.38455367e-01,5.25064653e-05,5.83269062,-3.87224331,-1,-0.999142753641655
9.41810788e+02,6.79999921,-6.59912568e-10,3.59642892,1.90111601,-1.34509847,6.38455367e-01,5.25064653e-05,5.83564955,-3.86330228,-1,-0.9990642866536551
9.82335088e+02,6.79999919,-6.48515626e-10,3.59685155,1.89799620,-1.34509847,6.38455367e-01,5.25064653e-05,5.83868794,-3.85412007,-1,-0.9989821835782507
1.02458098e+03,6.79999916,-6.36898482e-10,3.59730481,1.89479978,-1.34509847,6.38455367e-01,5.25064653e-05,5.84180107,-3.84471123,-1,-0.9988965925216156
1.06855288e+03,6.79999913,-6.25371447e-10,3.59777038,1.89152944,-1.34509847,6.38455367e-01,5.25064653e-05,5.84498648,-3.83508576,-1,-0.9988075045368416
1.11429700e+03,6.79999910,-6.13722934e-10,3.59822936,1.88818700,-1.34509847,6.38455367e-01,5.25064653e-05,5.84824303,-3.82524527,-1,-0.998714825997455
1.16223547e+03,6.79999908,-6.01972680e-10,3.59871332,1.88475739,-1.34509847,6.38455367e-01,5.25064653e-05,5.85158509,-3.81514929,-1,-0.998617701659288
1.21208840e+03,6.79999905,-5.90356242e-10,3.59922590,1.88125385,-1.34509847,6.38455367e-01,5.25064653e-05,5.85499890,-3.80483686,-1,-0.9985166985853072
1.26398330e+03,6.79999902,-5.78615219e-10,3.59971567,1.87767670,-1.34509847,6.38455367e-01,5.25064653e-05,5.85848554,-3.79430499,-1,-0.9984115584375982
1.31826723e+03,6.79999899,-5.66763746e-10,3.60024741,1.87401455,-1.34509847,6.38455367e-01,5.25064653e-05,5.86205507,-3.78352419,-1,-0.9983015780653762
1.37464123e+03,6.79999895,-5.55263184e-10,3.60080022,1.87028041,-1.34509847,6.38455367e-01,5.25064653e-05,5.86569525,-3.77252973,-1,-0.9981873631678247
1.43364811e+03,6.79999892,-5.43481726e-10,3.60133468,1.86646206,-1.34509847,6.38455367e-01,5.25064653e-05,5.86941899,-3.76128382,-1,-0.9980678140005839
