B-V,Ia,Ib,II,III,IV,V
0.8363636363636364,41826.45948578026,4243.852219364084,430.5954145108651,37.782184655284524,5.315597034616855,0.34880825199938764
0.8590909090909091,43373.45066901287,4243.852219364084,430.5954145108651,39.17959450693276,5.315597034616855,0.3128010043259727
0.8818181818181818,43373.45066901287,4243.852219364084,446.5213933763534,39.17959450693276,5.315597034616855,0.2908857172198176
0.9045454545454545,43373.45066901287,4243.852219364084,446.5213933763534,40.62868888427214,5.315597034616855,0.270505846567904
0.9272727272727275,44977.65878502988,4400.815109530065,463.0364096404682,40.62868888427214,5.512199420935635,0.24258170498396464
0.95,44977.65878502988,4400.815109530065,463.0364096404682,42.13137938839298,5.512199420935635,0.22558608272603878
0.9727272727272727,44977.65878502988,4400.815109530065,463.0364096404682,43.68964832276057,5.512199420935635,0.2097811981453549
0.9954545454545456,44977.65878502988,4400.815109530065,480.1622494087865,45.30555130820991,5.716073332551483,0.1881256222937297
1.0181818181818183,46641.20005623266,4563.58342071823,480.1622494087865,45.30555130820991,5.716073332551483,0.17494527131156137
1.0409090909090908,46641.20005623266,4563.58342071823,497.9215045666157,46.98121999465766,5.927487713708356,0.15688578539831144
1.0636363636363637,46641.20005623266,4563.58342071823,497.9215045666157,48.71886487310978,5.927487713708356,0.1458941422055819
1.0863636363636364,46641.20005623266,4563.58342071823,516.337602581519,50.52077819167381,6.146721455807527,0.13083358534551645
1.1090909090909091,48366.26897551134,4732.371871918546,535.4348374081168,52.38933697942262,6.146721455807527,0.12166719666286832
1.1318181818181818,48366.26897551134,4732.371871918546,535.4348374081168,54.32700618209867,6.374063765312693,0.10910757154259522
1.1545454545454545,48366.26897551134,4732.371871918546,555.2384015359291,56.33634191379519,6.609814545262262,0.10146333855503276
1.1772727272727275,50155.141201151644,4907.403123706084,555.2384015359291,58.41999482890406,6.609814545262262,0.09098934449043983
1.2,50155.141201151644,4907.403123706084,575.7744192225413,60.58071361877772,6.8542847908923115,0.08159657398134441
1.2227272727272727,50155.141201151644,4907.403123706084,597.0699809559225,62.82134863771963,7.107796999892007,0.07317341302741842
1.2454545454545456,52010.17655881433,5088.908071967921,619.1531791913778,65.14485566308427,7.107796999892007,0.0656197694685729
1.2681818181818183,52010.17655881433,5088.908071967921,619.1531791913778,67.55429979444854,7.370685597832719,0.06102235428174428
1.2909090909090908,52010.17655881433,5088.908071967921,642.053145410254,70.05285949699758,7.370685597832719,0.05472305656833612
1.3136363636363637,53933.82215454592,5277.126152494007,665.8000885493012,75.33063161711738,7.643297379332034,0.04907403123706084
1.3363636363636364,53933.82215454592,5277.126152494007,690.4253348513815,78.11680631064242,7.92599196553463,0.04243852219364079
1.3590909090909091,53933.82215454592,5277.126152494007,690.4253348513815,81.00603031168299,7.92599196553463,0.03805762130967077
1.3818181818181816,53933.82215454592,5472.305656833618,715.9613691900922,84.00211499638976,8.219142278513536,0.0317378342022804
1.4045454545454548,55928.61560292478,5472.305656833618,742.4418779228199,90.33082197198502,8.523135033217487,0.02646750073146265
1.4272727272727275,55928.61560292478,5472.305656833618,769.9017933287558,93.67179290002474,8.523135033217487,0.021285100729902574
1.45,55928.61560292478,5674.7040598338435,798.3773396904941,97.13633279930077,8.838371247613589,0.0165069036045498
1.4727272727272727,57997.18837460666,5674.7040598338435,827.9060810799933,104.45456981032243,9.165266771697906,0.011479868373081584
1.4954545454545454,57997.18837460666,5674.7040598338435,858.5269709119647,108.31792091705115,9.504252836072125,0.006658000885493013
1.5181818181818183,60142.26926767867,5884.588359292725,858.5269709119647,116.4785771305191,9.504252836072125,0.004004272820397642
1.540909090909091,60142.26926767867,5884.588359292725,890.2804033300208,120.78664752595056,9.855776620809786,0.0026854809874219715
1.5636363636363637,60142.26926767867,6102.235428174422,923.2082664934001,129.88669576627285,10.220301845362613,0.0018676408969590156
1.5863636363636364,62366.68800740829,6102.235428174422,957.3539978345474,134.69067811715686,10.598309380285048,0.001396723403011558
1.6090909090909091,62366.68800740829,6327.932379851768,992.7626413604506,144.83825397503068,10.598309380285048,0.0010445456981032243
1.6318181818181816,62366.68800740829,6327.932379851768,1029.4809070733195,150.1952338544863,10.990297881584025,0.000810060303116829
1.6545454545454548,64673.37897912872,6327.932379851768,1067.5572325889984,161.51092065876412,11.396784448530784,0.0006514485566308428
1.6772727272727275,64673.37897912872,6561.976946857276,1107.0418470343795,173.67912964078633,11.396784448530784,0.0005238933697942263
1.7,64673.37897912872,6561.976946857276,1147.9868373081597,180.1028165980142,11.818305305802355,0.0004368964832276052
1.7227272727272729,67065.38509919247,6804.677873643015,1190.4462167922534,193.67173628268156,11.818305305802355,0.00035135110596163434
1.7454545454545454,67065.38509919247,6804.677873643015,1190.4462167922534,208.26293637854258,12.25541651085293,0.000293006308961422
1.7681818181818183,69545.86182909198,6804.677873643015,1234.475996604636,223.95343534125936,12.25541651085293,0.00024435015468706427
1.7909090909090912,69545.86182909198,7056.355323866689,1280.134259487463,232.2365650679193,12.708694687447808,0.0002113105282224131
1.8136363636363637,69545.86182909198,7056.355323866689,1327.4812364280908,240.82605418560232,12.708694687447808,0.00017622064330686526
1.8363636363636362,72118.08133804887,7317.341302741842,1376.5793861139227,249.7332336862843,12.708694687447808,0.00014695772798788354
1.8590909090909091,72118.08133804887,7317.341302741842,1427.4934773260175,258.9698536494016,13.178737786327883,0.0001225541651085293
1.8818181818181816,72118.08133804887,7587.980095009096,1427.4934773260175,268.54809874219717,13.178737786327883,0.00010220301845362613
1.9045454545454545,74785.43681956067,7587.980095009096,1480.2906743801077,278.48060429336203,13.666165874008026,8.219142278513519e-05
1.9272727272727275,74785.43681956067,7587.980095009096,1480.2906743801077,288.78047296117524,13.666165874008026,6.854284790892311e-05
1.95,74785.43681956067,7868.628719105868,1535.0406257276757,288.78047296117524,14.171621950749916,5.5121994209356345e-05
1.9727272727272729,74785.43681956067,7868.628719105868,1535.0406257276757,299.46129201813153,14.171621950749916,4.2747904106750365e-05
