star_age,star_mass,star_mdot,log_Teff,log_R,log_surf_z,surface_h1,surface_he3,log_center_T,log_center_Rho,phase,x
8.05900449e+01,3.79998578e+01,-3.85914267e-06,3.70334590,2.65084860,-5.84509869,7.50981423e-01,4.13274931e-05,5.91498287,-4.47327902,-1,-1.0
8.41409545e+01,3.79998435e+01,-4.01456119e-06,3.70523360,2.65266321,-5.84509869,7.50981423e-01,4.13274931e-05,5.91820896,-4.46273689,-1,-0.9998950262379829
8.78561265e+01,3.79998280e+01,-4.17175015e-06,3.70716137,2.65424254,-5.84509869,7.50981423e-01,4.13274931e-05,5.92162334,-4.45164151,-1,-0.999785196468906
9.17412359e+01,3.79998112e+01,-4.33034790e-06,3.70913701,2.65558117,-5.84509869,7.50981423e-01,4.13274931e-05,5.92523044,-4.43998614,-1,-0.9996703429255868
9.58023239e+01,3.79997930e+01,-4.48904185e-06,3.71116503,2.65667468,-5.84509869,7.50981423e-01,4.13274931e-05,5.92902507,-4.42778545,-1,-0.9995502870150553
1.00043294e+02,3.79997733e+01,-4.64811728e-06,3.71325688,2.65751064,-5.84509869,7.50981423e-01,4.13274931e-05,5.93302446,-4.41499014,-1,-0.9994249133400963
1.04467852e+02,3.79997520e+01,-4.80718947e-06,3.71542223,2.65807919,-5.84509869,7.50981423e-01,4.13274931e-05,5.93723942,-4.40157064,-1,-0.9992941123480004
1.09081159e+02,3.79997291e+01,-4.96474918e-06,3.71766219,2.65837796,-5.84509869,7.50981423e-01,4.13274931e-05,5.94165392,-4.38758015,-1,-0.9991577314637531
1.13884134e+02,3.79997046e+01,-5.12146220e-06,3.71998794,2.65839393,-5.84509869,7.50981423e-01,4.13274931e-05,5.94628620,-4.37296206,-1,-0.9990157435194178
1.18879113e+02,3.79996783e+01,-5.27759836e-06,3.72240261,2.65812465,-5.84509869,7.50981423e-01,4.13274931e-05,5.95112920,-4.35774403,-1,-0.9988680794569965
1.24073025e+02,3.79996502e+01,-5.43142653e-06,3.72491204,2.65755684,-5.84509869,7.50981423e-01,4.13274931e-05,5.95618290,-4.34192608,-1,-0.9987145344379327
1.29490865e+02,3.79996200e+01,-5.57948950e-06,3.72753938,2.65663675,-5.84509869,7.50981423e-01,4.13274931e-05,5.96148869,-4.32538883,-1,-0.99855436954756
1.35102844e+02,3.79995880e+01,-5.72456909e-06,3.73026815,2.65541268,-5.84509869,7.50981423e-01,4.13274931e-05,5.96699880,-4.30827549,-1,-0.9983884654231657
1.40932798e+02,3.79995540e+01,-5.86729684e-06,3.73311194,2.65384725,-5.84509869,7.50981423e-01,4.13274931e-05,5.97272925,-4.29054828,-1,-0.9982161174130201
1.46972333e+02,3.79995179e+01,-6.00396711e-06,3.73607445,2.65193926,-5.84509868,7.50981423e-01,4.13274931e-05,5.97868315,-4.27219142,-1,-0.998037573664741
1.53238376e+02,3.79994796e+01,-6.13442278e-06,3.73916200,2.64966522,-5.84509868,7.50981423e-01,4.13274931e-05,5.98485480,-4.25323319,-1,-0.9978523337739054
1.59714780e+02,3.79994392e+01,-6.25749111e-06,3.74237588,2.64703296,-5.84509868,7.50981422e-01,4.13274931e-05,5.99124752,-4.23365433,-1,-0.9976608750861868
1.66408810e+02,3.79993967e+01,-6.37310610e-06,3.74571892,2.64403191,-5.84509868,7.50981422e-01,4.13274931e-05,5.99785178,-4.21348786,-1,-0.9974629828300292
1.73328349e+02,3.79993521e+01,-6.48091938e-06,3.74918835,2.64065524,-5.84509868,7.50981422e-01,4.13274931e-05,6.00464709,-4.19280525,-1,-0.9972584239642517
1.80469268e+02,3.79993053e+01,-6.58080865e-06,3.75279240,2.63689196,-5.84509868,7.50981423e-01,4.13274931e-05,6.01165038,-4.17154750,-1,-0.9970473205524133
1.87831273e+02,3.79992563e+01,-6.67106024e-06,3.75652942,2.63274133,-5.84509868,7.50981423e-01,4.13274931e-05,6.01884578,-4.14976548,-1,-0.9968296812858887
1.95410600e+02,3.79992053e+01,-6.75272258e-06,3.76039908,2.62820674,-5.84509869,7.50981423e-01,4.13274931e-05,6.02622702,-4.12747415,-1,-0.9966056174379246
2.03207247e+02,3.79991523e+01,-6.82422214e-06,3.76439545,2.62329366,-5.84509869,7.50981423e-01,4.13274931e-05,6.03377055,-4.10475340,-1,-0.9963751290676464
2.11228926e+02,3.79990972e+01,-6.88480516e-06,3.76852411,2.61798185,-5.84509869,7.50981423e-01,4.13274931e-05,6.04147923,-4.08158833,-1,-0.9961379881890602
2.19461537e+02,3.79990402e+01,-6.93493244e-06,3.77277765,2.61229505,-5.84509868,7.50981423e-01,4.13274931e-05,6.04933748,-4.05802207,-1,-0.9958946116334041
2.27912083e+02,3.79989813e+01,-6.97426998e-06,3.77716025,2.60622123,-5.84509868,7.50981423e-01,4.13274931e-05,6.05734770,-4.03404691,-1,-0.9956447923744968
2.36573125e+02,3.79989208e+01,-7.00324196e-06,3.78166154,2.59978538,-5.84509868,7.50981423e-01,4.13274931e-05,6.06548889,-4.00972487,-1,-0.9953887503277692
2.45448567e+02,3.79988585e+01,-7.02151972e-06,3.78627697,2.59299213,-5.84509869,7.50981423e-01,4.13274931e-05,6.07375142,-3.98508174,-1,-0.9951263700812247
2.54539891e+02,3.79987946e+01,-7.02921619e-06,3.79100355,2.58585007,-5.84509869,7.50981423e-01,4.13274930e-05,6.08213142,-3.96012911,-1,-0.9948576078232396
2.63847408e+02,3.79987292e+01,-7.02673724e-06,3.79583526,2.57837409,-5.84509870,7.50981424e-01,4.13274930e-05,6.09062008,-3.93488687,-1,-0.9945824543598767
2.73370414e+02,3.79986623e+01,-7.01474218e-06,3.80076690,2.57057697,-5.84509871,7.50981424e-01,4.13274929e-05,6.09920917,-3.90938157,-1,-0.9943009305031353
2.83107981e+02,3.79985942e+01,-6.99326799e-06,3.80579459,2.56247100,-5.84509872,7.50981425e-01,4.13274929e-05,6.10788741,-3.88364394,-1,-0.9940130636870147
2.93063126e+02,3.79985248e+01,-6.96310604e-06,3.81091175,2.55407208,-5.84509873,7.50981426e-01,4.13274928e-05,6.11664852,-3.85768934,-1,-0.9937187647214549
3.03237929e+02,3.79984542e+01,-6.92484092e-06,3.81611216,2.54539750,-5.84509877,7.50981428e-01,4.13274926e-05,6.12548724,-3.83153281,-1,-0.9934179721164577
